csd_id,csd_name,cd_id,cd_name,wikidata_qid,wikidata_label,wikidata_types,distance_km,our_lat,our_lon
QC082007,St. Pierre de Sorel,CD_QC_Richelieu,Richelieu,Q112912705,Saint-Pierre,Catholic parish,4.15,46.011319,-73.081325
QC082008,St. Robert,CD_QC_Richelieu,Richelieu,Q112912756,Saint-Robert,Catholic parish,0.73,45.975369,-72.996559
QC082009,St. Roch,CD_QC_Richelieu,Richelieu,Q112912763,Saint-Roch,Catholic parish,1.37,45.900621,-73.170139
QC082010,Ste. Victoire,CD_QC_Richelieu,Richelieu,Q785145,Sainte-Victoire-de-Sorel,municipality,0.42,45.952511,-73.079285
QC082012,"St. Ours, T-V",CD_QC_Richelieu,Richelieu,Q142405,Saint-Ours,city or town of Quebec,0.56,45.888303,-73.14961
QC082014,"St. Joseph, VL",CD_QC_Richelieu,Richelieu,Q112912425,Saint-Joseph,Catholic parish,0.26,46.044647,-73.131199
QC082002,Ste. Anne de Sorel,CD_QC_Richelieu,Richelieu,Q540163,Sainte-Anne-de-Sorel,municipality,3.62,46.067317,-73.026972
QC083001,Brompton,CD_QC_Richmond,Richmond,Q63242621,Brompton,geographic township of Quebec,9.77,45.479396,-71.961519
QC083002,Cleveland,CD_QC_Richmond,Richmond,Q28469407,Cleveland,geographic township of Quebec,2.92,45.687851,-72.105444
QC083004,St. François Xavier,CD_QC_Richmond,Richmond,Q3462169,Saint-François-Xavier-de-Brompton,municipality; parish municipality,2.35,45.515745,-72.066889
QC083005,St. Georges de Windsor,CD_QC_Richmond,Richmond,Q3462243,Saint-Georges-de-Windsor,municipality,3.21,45.677521,-71.859284
QC083006,Shipton,CD_QC_Richmond,Richmond,Q63244603,Shipton,geographic township of Quebec,2.47,45.771299,-72.009234
QC083007,Stoke,CD_QC_Richmond,Richmond,Q3499627,Stoke,municipality,2.21,45.548395,-71.781549
QC083008,Windsor,CD_QC_Richmond,Richmond,Q139415,Windsor,city or town of Quebec,2.72,45.576512,-71.967962
QC083011,"Richmond, T-V",CD_QC_Richmond,Richmond,Q139694,Richmond,city or town of Quebec,0.79,45.665567,-72.139063
QC083012,"Windsor, T-V",CD_QC_Richmond,Richmond,Q139415,Windsor,city or town of Quebec,0.97,45.575086,-71.996662
QC083014,"Danville, VL",CD_QC_Richmond,Richmond,Q142481,Danville,city or town of Quebec,0.1,45.784009,-72.017469
QC083016,"Melbourne, VL",CD_QC_Richmond,Richmond,Q28162150,Melbourne,geographic township of Quebec,8.36,45.657998,-72.154197
QC084001,Notre Dame du Sacré Cœur,CD_QC_Rimouski,Rimouski,Q112911690,Notre-Dame-de-la-Paix,Catholic parish,22.36,48.403476,-68.579978
QC084003,Ste. Angèle de Mérici,CD_QC_Rimouski,Rimouski,Q99437060,Sainte-Angèle-de-Mérici,Catholic parish,1.79,48.512181,-68.071224
QC084004,Ste. Anne de la Pointe au Père,CD_QC_Rimouski,Rimouski,Q112912910,Sainte-Anne,Catholic parish,49.41,48.502526,-68.45446
QC084005,Ste. Blandine,CD_QC_Rimouski,Rimouski,Q112912932,Sainte-Blandine,Catholic parish,1.69,48.352159,-68.443325
QC084006,Ste. Cécile du Bic,CD_QC_Rimouski,Rimouski,Q112912949,Sainte-Cécile,Catholic parish,1.46,48.360389,-68.714262
QC084007,St. Donat,CD_QC_Rimouski,Rimouski,Q3462098,Saint-Donat,parish municipality,0.75,48.490831,-68.244834
QC084008,St. Fabien,CD_QC_Rimouski,Rimouski,Q106815217,Saint-Fabien,Catholic parish,2.97,48.275971,-68.838535
QC084009,Ste. Flavie,CD_QC_Rimouski,Rimouski,Q106815219,Sainte-Flavie,Catholic parish,1.98,48.600782,-68.208689
QC084010,St. François Xavier des Hauteurs,CD_QC_Rimouski,Rimouski,Q106815223,Saint-François-Xavier-des-Hauteurs,Catholic parish,1.77,48.36645,-68.100918
QC084012,St. Germain de Rimouski,CD_QC_Rimouski,Rimouski,Q106815227,Saint-Germain,Catholic parish,4.28,48.415054,-68.504929
QC084013,St. Joseph de Lepage,CD_QC_Rimouski,Rimouski,Q106815240,Saint-Joseph-de-Lepage,Catholic parish,1.73,48.559811,-68.168497
QC084014,Ste. Luce,CD_QC_Rimouski,Rimouski,Q3464325,Sainte-Luce,municipality,4.55,48.534418,-68.326194
QC084016,St. Narcisse,CD_QC_Rimouski,Rimouski,Q3463035,Saint-Narcisse-de-Rimouski,parish municipality,1.03,48.27824,-68.421632
QC084017,St. Simon,CD_QC_Rimouski,Rimouski,Q112913285,Saint-Simon,Catholic parish,2.16,48.213233,-69.020207
QC084018,St. Valérien,CD_QC_Rimouski,Rimouski,Q3463479,Saint-Valérien,parish municipality,2.48,48.321532,-68.638284
QC084019,"Rimouski, T-V",CD_QC_Rimouski,Rimouski,Q1336,Rimouski,city or town of Quebec,0.41,48.448261,-68.528387
QC084023,"Ste. Angèle de Mérici, VL",CD_QC_Rimouski,Rimouski,Q3464147,Sainte-Angèle-de-Mérici,municipality,1.04,48.532533,-68.075686
QC084022,"Mont Joli, VL",CD_QC_Rimouski,Rimouski,Q141717,Mont-Joli,city or town of Quebec,0.83,48.57729,-68.189948
QC084015,St. Mathieu,CD_QC_Rimouski,Rimouski,Q511005,Saint-Mathieu-de-Rioux,municipality,2.14,48.169219,-68.963685
QC084002,St. Anaclet,CD_QC_Rimouski,Rimouski,Q106644325,Saint-Anaclet,Catholic parish,5.01,48.444814,-68.37549
QC085003,Ste. Angèle de Monnoir,CD_QC_Rouville,Rouville,Q3464146,Sainte-Angèle-de-Monnoir,municipality,1.04,45.392563,-73.098541
QC085004,St. Césaire,CD_QC_Rouville,Rouville,Q112911984,Saint-Césaire,Catholic parish,1.31,45.408354,-72.985223
QC085005,St. Hilaire,CD_QC_Rouville,Rouville,Q112912275,Saint-Hilaire,Catholic parish,2.08,45.561792,-73.170623
QC085006,St. Jean Baptiste,CD_QC_Rouville,Rouville,Q3462497,Saint-Jean-Baptiste,municipality,0.65,45.511011,-73.118438
QC085007,Ste. Marie de Monnoir,CD_QC_Rouville,Rouville,Q112913070,Sainte-Marie-de-la-Médaille-Miraculeuse,Catholic parish,32.75,45.437379,-73.162835
QC085008,St. Mathias,CD_QC_Rouville,Rouville,Q112912574,Saint-Mathias,Catholic parish,3.39,45.486097,-73.228823
QC085009,St. Michel de Rougemont,CD_QC_Rouville,Rouville,Q112912601,Saint-Michel,Catholic parish,1.66,45.451284,-73.053832
QC085010,St. Paul d'Abbotsford,CD_QC_Rouville,Rouville,Q3463104,Saint-Paul-d'Abbotsford,municipality,0.29,45.433103,-72.8796
QC085011,"Marieville, T-V",CD_QC_Rouville,Rouville,Q141420,Marieville,city or town of Quebec,0.39,45.429862,-73.165904
QC085013,"Richelieu, VL",CD_QC_Rouville,Rouville,Q142306,Richelieu,city or town of Quebec,0.96,45.443372,-73.242034
QC085014,"Rougemont, VL",CD_QC_Rouville,Rouville,Q3443238,Rougemont,municipality,1.01,45.442411,-73.050903
QC085015,"St. Césaire, VL",CD_QC_Rouville,Rouville,Q112911984,Saint-Césaire,Catholic parish,0.52,45.41067,-73.008418
QC085016,"St. Hilaire, VL",CD_QC_Rouville,Rouville,Q112912275,Saint-Hilaire,Catholic parish,1.06,45.560531,-73.190197
QC086001,Bergeronnes,CD_QC_Saguenay,Saguenay,Q63242528,Bergeronnes,geographic township of Quebec,3.42,48.30265,-69.58625
QC086004,Ste. Anne de Portneuf,CD_QC_Saguenay,Saguenay,Q112912910,Sainte-Anne,Catholic parish,20.53,48.808334,-69.042731
QC086006,St. Paul de Mille Vaches,CD_QC_Saguenay,Saguenay,Q112912667,Saint-Paul,Catholic parish,6.59,48.571181,-69.323536
QC086007,Sacré Cœur de Jésus & Labrosse tp.-ct.,CD_QC_Saguenay,Saguenay,Q3461040,Sacré-Coeur,municipality,16.42,48.295917,-70.000839
QC086008,"Tadoussac, par.",CD_QC_Saguenay,Saguenay,Q63244626,Tadoussac,geographic township of Quebec,6.29,48.200482,-69.707639
QC086010,"Tadoussac, VL",CD_QC_Saguenay,Saguenay,Q63244626,Tadoussac,geographic township of Quebec,11.29,48.15367,-69.714807
QC086024,Blanc Sablon,CD_QC_Saguenay,Saguenay,Q2905888,Blanc-Sablon,municipality,11.25,51.514258,-57.214388
QC086025,Bonne Espérance,CD_QC_Saguenay,Saguenay,Q2910208,Bonne-Espérance,municipality,5.31,51.513936,-57.744613
QC086058,Longue Pointe,CD_QC_Saguenay,Saguenay,Q3259157,Longue-Pointe-de-Mingan,municipality,1.29,50.277957,-64.146005
QC086062,Mingan,CD_QC_Saguenay,Saguenay,Q63244299,Mingan,geographic township of Quebec,10.78,50.321125,-64.141462
QC086079,Rivière au Tonnerre,CD_QC_Saguenay,Saguenay,Q3433595,Rivière-au-Tonnerre,municipality,6.37,50.313962,-64.732661
QC086082,Rivière St. Jean,CD_QC_Saguenay,Saguenay,Q3433584,Rivière-Saint-Jean,municipality,4.72,50.342159,-64.341291
QC086083,St. Augustin,CD_QC_Saguenay,Saguenay,Q2212297,Saint-Augustin,municipality,17.53,51.311906,-58.449291
QC086046,Godbout,CD_QC_Saguenay,Saguenay,Q63243220,Godbout,geographic township of Quebec,29.24,49.381268,-67.574322
QC086084,Sept Iles  (St. Joseph de),CD_QC_Saguenay,Saguenay,Q141699,Sept-Îles,city or town of Quebec,4.83,50.221777,-66.315868
QC087003,Granby,CD_QC_Shefford,Shefford,Q141881,Granby,city or town of Quebec,1.81,45.384111,-72.738459
QC087004,Roxton,CD_QC_Shefford,Shefford,Q63244565,Roxton,geographic township of Quebec,6.14,45.552026,-72.526578
QC087005,St. Alphonse de Granby,CD_QC_Shefford,Shefford,Q530545,Saint-Alphonse-de-Granby,municipality,0.29,45.330716,-72.816367
QC087006,Ste. Cécile de Milton,CD_QC_Shefford,Shefford,Q731223,Sainte-Cécile-de-Milton,municipality,0.7,45.483707,-72.759023
QC087007,St. Joachim,CD_QC_Shefford,Shefford,Q112912404,Saint-Joachim,Catholic parish,1.22,45.44141,-72.523494
QC087009,St. Valérien de Milton,CD_QC_Shefford,Shefford,Q3463478,Saint-Valérien-de-Milton,municipality,0.81,45.566953,-72.706247
QC087010,Shefford,CD_QC_Shefford,Shefford,Q63244599,Shefford,geographic township of Quebec,7.15,45.352749,-72.573837
QC087013,"Granby, C",CD_QC_Shefford,Shefford,Q141881,Granby,city or town of Quebec,0.67,45.400792,-72.724886
QC087014,"Waterloo, T-V",CD_QC_Shefford,Shefford,Q142289,Waterloo,city or town of Quebec,0.41,45.343945,-72.520348
QC088003,Rock Forest,CD_QC_Sherbrooke,Sherbrooke,Q21027595,Rock Forest,city or town of Quebec,2.33,45.338327,-72.010994
QC088005,"Sherbrooke, C",CD_QC_Sherbrooke,Sherbrooke,Q139473,Sherbrooke,city or town of Quebec,0.83,45.401648,-71.889622
QC088006,"Ascot, T-V",CD_QC_Sherbrooke,Sherbrooke,Q63242331,Ascot,geographic township of Quebec,13.18,45.451529,-71.762419
QC088002,Orford,CD_QC_Sherbrooke,Sherbrooke,Q3355911,Orford,geographic township of Quebec,3.4,45.381199,-72.143372
QC088001,Ascot,CD_QC_Sherbrooke,Sherbrooke,Q63242331,Ascot,geographic township of Quebec,15.56,45.368487,-71.848622
QC089001,Côteau du Lac (St. Ignace),CD_QC_Soulanges,Soulanges,Q141571,Coteau-du-Lac,city or town of Quebec,1.26,45.308378,-74.194092
QC089002,St. Clet,CD_QC_Soulanges,Soulanges,Q112912023,Saint-Clet,Catholic parish,0.26,45.350544,-74.224507
QC089003,St. Joseph de Soulanges,CD_QC_Soulanges,Soulanges,Q112912456,Saint-Joseph-de-Soulanges,Catholic parish,4.42,45.34014,-74.08892
QC089004,St. Polycarpe,CD_QC_Soulanges,Soulanges,Q112912724,Saint-Polycarpe,Catholic parish,1.17,45.299562,-74.314918
QC089005,St. Télesphore,CD_QC_Soulanges,Soulanges,Q112912809,Saint-Télesphore,Catholic parish,1.09,45.283834,-74.396718
QC089006,St. Zotique,CD_QC_Soulanges,Soulanges,Q112912879,Saint-Zotique,Catholic parish,4.13,45.238582,-74.300263
QC089007,"Côteau du Lac, VL",CD_QC_Soulanges,Soulanges,Q141571,Coteau-du-Lac,city or town of Quebec,0.94,45.294386,-74.174298
QC089010,"Rivière Beaudette, VL",CD_QC_Soulanges,Soulanges,Q3433555,Rivière-Beaudette,municipality,0.66,45.228051,-74.329505
QC089011,"St. Joseph de Soulanges N., VL",CD_QC_Soulanges,Soulanges,Q112912456,Saint-Joseph-de-Soulanges,Catholic parish,0.28,45.30645,-74.053064
QC089012,"St. Polycarpe, VL",CD_QC_Soulanges,Soulanges,Q112912724,Saint-Polycarpe,Catholic parish,1.02,45.307846,-74.293166
QC089013,"St. Zotique, VL",CD_QC_Soulanges,Soulanges,Q112912879,Saint-Zotique,Catholic parish,0.74,45.24427,-74.245153
QC091001,La Présentation,CD_QC_St._Hyacinthe,St. Hyacinthe,Q3212031,La Présentation,municipality,1.63,45.679631,-73.059987
QC091002,St. Barnabé,CD_QC_St._Hyacinthe,St. Hyacinthe,Q112911918,Saint-Barnabé,Catholic parish,1.26,45.740051,-72.936307
QC091003,St. Bernard de Michaudville,CD_QC_St._Hyacinthe,St. Hyacinthe,Q3461881,Saint-Bernard-de-Michaudville,municipality,1.22,45.822293,-73.066914
QC091004,St. Charles,CD_QC_St._Hyacinthe,St. Hyacinthe,Q112911987,Saint-Charles,Catholic parish,4.11,45.656137,-73.151189
QC091005,St. Damase,CD_QC_St._Hyacinthe,St. Hyacinthe,Q112912038,Saint-Damase,Catholic parish,0.88,45.520029,-73.01256
QC091006,St. Denis,CD_QC_St._Hyacinthe,St. Hyacinthe,Q112912052,Saint-Denis,Catholic parish,4.39,45.749884,-73.129266
QC091007,St. Hyacinthe le Confesseur,CD_QC_St._Hyacinthe,St. Hyacinthe,Q112912290,Saint-Hyacinthe-le-Confesseur,Catholic parish,2.29,45.637003,-72.921218
QC091008,St. Hyacinthe (Notre Dame de),CD_QC_St._Hyacinthe,St. Hyacinthe,Q141873,Saint-Hyacinthe,city or town of Quebec,3.26,45.587932,-72.958426
QC091010,Ste. Marie Madeleine,CD_QC_St._Hyacinthe,St. Hyacinthe,Q112913072,Sainte-Marie-Madeleine,Catholic parish,1.82,45.583923,-73.074865
QC091011,St. Thomas d'Aquin,CD_QC_St._Hyacinthe,St. Hyacinthe,Q112912829,Saint-Thomas-d'Aquin,Catholic parish,0.43,45.650905,-72.997286
QC091012,"St. Hyacinthe, C",CD_QC_St._Hyacinthe,St. Hyacinthe,Q141873,Saint-Hyacinthe,city or town of Quebec,1.4,45.628845,-72.954442
QC091014,"St. Denis, VL",CD_QC_St._Hyacinthe,St. Hyacinthe,Q112912052,Saint-Denis,Catholic parish,0.22,45.783209,-73.157794
QC091015,"St. Joseph, VL",CD_QC_St._Hyacinthe,St. Hyacinthe,Q112912422,Saint-Joseph,Catholic parish,1.42,45.621721,-72.931788
QC091016,"Ste. Madeleine, VL",CD_QC_St._Hyacinthe,St. Hyacinthe,Q112913043,Sainte-Madeleine,Catholic parish,41.28,45.594832,-73.093891
QC092001,Notre Dame du Mont Carmel,CD_QC_St._Jean,St. Jean,Q112911768,Notre-Dame-du-Mont-Carmel,Catholic parish,2.2,45.061332,-73.373925
QC092002,St. Bernard de Lacolle,CD_QC_St._Jean,St. Jean,Q3461880,Saint-Bernard-de-Lacolle,municipality,4.22,45.061183,-73.460326
QC092004,St. Jean l'Evangéliste,CD_QC_St._Jean,St. Jean,Q112912386,Saint-Jean-l'Évangéliste,Catholic parish,3.2,45.282205,-73.281036
QC092005,St. Luc,CD_QC_St._Jean,St. Jean,Q112912528,Saint-Luc,Catholic parish,45.03,45.367467,-73.314798
QC092007,St. Paul de l'Ile aux Noix,CD_QC_St._Jean,St. Jean,Q3463114,Saint-Paul-de-l'Île-aux-Noix,municipality,1.02,45.129751,-73.295263
QC092008,St. Valentin,CD_QC_St._Jean,St. Jean,Q112912847,Saint-Valentin,Catholic parish,1.2,45.137934,-73.334788
QC092009,"St. Jean, C",CD_QC_St._Jean,St. Jean,Q112912373,Saint-Jean-de-la-Lande,Catholic parish,22.0,45.303701,-73.26183
QC092010,"Lacolle, VL",CD_QC_St._Jean,St. Jean,Q3215834,Lacolle,municipality,0.69,45.078406,-73.372133
QC093002,Charette,CD_QC_St._Maurice,St. Maurice,Q2957720,Charette,municipality,0.91,46.447568,-72.921905
QC093004,St. Barnabé,CD_QC_St._Maurice,St. Maurice,Q3461843,Saint-Barnabé,parish municipality,1.25,46.405155,-72.868848
QC093005,St. Boniface de Shawinigan,CD_QC_St._Maurice,St. Maurice,Q112911955,Saint-Boniface,Catholic parish,2.55,46.524594,-72.846272
QC093006,St. Elie de Caxton,CD_QC_St._Maurice,St. Maurice,Q3463575,Saint-Élie-de-Caxton,municipality,4.34,46.518311,-72.99162
QC093007,St. Etienne des Grès,CD_QC_St._Maurice,St. Maurice,Q3463607,Saint-Étienne-des-Grès,parish municipality,0.75,46.426732,-72.764246
QC093008,Ste. Flore,CD_QC_St._Maurice,St. Maurice,Q112912993,Sainte-Flore,Catholic parish,1.97,46.612354,-72.763513
QC093009,St. Mathieu du Lac Bellemare,CD_QC_St._Maurice,St. Maurice,Q112912580,Saint-Mathieu,Catholic parish,3.27,46.603422,-72.912758
QC093010,St. Sévère,CD_QC_St._Maurice,St. Maurice,Q3463432,Saint-Sévère,parish municipality,2.5,46.371257,-72.910468
QC093011,Yamachiche,CD_QC_St._Maurice,St. Maurice,Q3571405,Yamachiche,municipality,2.62,46.303578,-72.833858
QC093013,St. Thomas de Caxton,CD_QC_St._Maurice,St. Maurice,Q112912820,Saint-Thomas,Catholic parish,1.7,46.367122,-72.769758
QC093015,"Trois Rivières, C",CD_QC_St._Maurice,St. Maurice,Q44012,Trois-Rivières,city or town of Quebec,0.57,46.346913,-72.55585
QC093017,"St. Boniface de Shawinigan, VL",CD_QC_St._Maurice,St. Maurice,Q112911955,Saint-Boniface,Catholic parish,0.24,46.506745,-72.830696
QC093018,"Yamachiche, VL",CD_QC_St._Maurice,St. Maurice,Q3571405,Yamachiche,municipality,0.61,46.282607,-72.828338
QC090001,Barford (N. & S.),CD_QC_Stanstead,Stanstead,Q63242419,Barford,geographic township of Quebec,1.54,45.096985,-71.747116
QC090002,Barnston,CD_QC_Stanstead,Stanstead,Q28770225,Barnston,geographic township of Quebec,0.91,45.081887,-71.905284
QC090003,Hatley,CD_QC_Stanstead,Stanstead,Q3128316,Hatley,municipality,10.56,45.276525,-71.958979
QC090005,Magog,CD_QC_Stanstead,Stanstead,Q63244235,Magog,geographic township of Quebec,1.8,45.234989,-72.158011
QC090006,Ste. Catherine de Hatley,CD_QC_Stanstead,Stanstead,Q3464197,Sainte-Catherine-de-Hatley,municipality,2.25,45.229812,-72.048645
QC090007,St. Herménégilde,CD_QC_Stanstead,Stanstead,Q3462399,Saint-Herménégilde,municipality,3.09,45.080763,-71.638334
QC090008,Stanstead,CD_QC_Stanstead,Stanstead,Q63244614,Stanstead,geographic township of Quebec,3.52,45.089779,-72.127232
QC090009,"Coaticook, T-V",CD_QC_Stanstead,Stanstead,Q142053,Coaticook,city or town of Quebec,0.87,45.136049,-71.810377
QC090010,"Magog, T-V",CD_QC_Stanstead,Stanstead,Q142004,Magog,city or town of Quebec,0.38,45.263827,-72.147412
QC090013,"Dixville, VL",CD_QC_Stanstead,Stanstead,Q369807,Dixville,municipality,0.75,45.061352,-71.772506
QC090014,"Hatley, VL",CD_QC_Stanstead,Stanstead,Q3128316,Hatley,municipality,0.95,45.176151,-71.939811
QC090017,"St. Herménégilde, VL",CD_QC_Stanstead,Stanstead,Q112912273,Saint-Herménégilde,Catholic parish,0.14,45.105116,-71.673488
QC096002,Brébeuf,CD_QC_Terrebonne,Terrebonne,Q2927281,Brébeuf,municipality,1.1,46.074807,-74.674962
QC096004,Ivry sur le Lac,CD_QC_Terrebonne,Terrebonne,Q3156361,Ivry-sur-le-Lac,municipality,1.54,46.072222,-74.368342
QC096006,Ste. Adèle,CD_QC_Terrebonne,Terrebonne,Q112912881,Sainte-Adèle,Catholic parish,4.51,45.98054,-74.171716
QC096007,Ste. Agathe des Monts,CD_QC_Terrebonne,Terrebonne,Q141738,Sainte-Agathe-des-Monts,city or town of Quebec,1.71,46.064866,-74.288857
QC096008,Ste. Anne des Plaines,CD_QC_Terrebonne,Terrebonne,Q141492,Sainte-Anne-des-Plaines,city or town of Quebec,0.28,45.764559,-73.814922
QC096009,St. Janvier,CD_QC_Terrebonne,Terrebonne,Q112912323,Saint-Janvier,Catholic parish,1.11,45.714255,-73.924676
QC096011,St. Louis de Terrebonne,CD_QC_Terrebonne,Terrebonne,Q112912509,Saint-Louis-de-France,Catholic parish,7.2,45.70956,-73.732604
QC096012,Ste. Lucie (Doncaster),CD_QC_Terrebonne,Terrebonne,Q3464330,Sainte-Lucie-des-Laurentides,municipality,1.98,46.150705,-74.177577
QC096013,Ste. Marguerite,CD_QC_Terrebonne,Terrebonne,Q142500,Sainte-Marguerite-du-Lac-Masson,city or town of Quebec,1.67,46.046891,-74.059346
QC096014,St. Sauveur des Monts,CD_QC_Terrebonne,Terrebonne,Q112912781,Saint-Sauveur-des-Monts,Catholic parish,3.21,45.871507,-74.160249
QC096015,Ste. Sophie de la Corne,CD_QC_Terrebonne,Terrebonne,Q112913110,Sainte-Sophie,Catholic parish,2.07,45.830557,-73.919219
QC096016,Ste. Thérèse de Blainville,CD_QC_Terrebonne,Terrebonne,Q142087,Sainte-Thérèse,city or town of Quebec,2.24,45.658542,-73.855233
QC096017,Wolfe (St. Faustin),CD_QC_Terrebonne,Terrebonne,Q63244709,Wolfe,geographic township of Quebec,5.09,46.121634,-74.464022
QC096018,"Ste. Agathe des Monts, T-V",CD_QC_Terrebonne,Terrebonne,Q141738,Sainte-Agathe-des-Monts,city or town of Quebec,1.36,46.048529,-74.300861
QC096019,"St. Jérôme, T-V",CD_QC_Terrebonne,Terrebonne,Q112912399,Saint-Jérôme,Catholic parish,0.76,45.781428,-74.009445
QC096021,"Terrebonne, T-V",CD_QC_Terrebonne,Terrebonne,Q139190,Terrebonne,city or town of Quebec,0.36,45.697038,-73.635192
QC096023,"St. Jovite, VL",CD_QC_Terrebonne,Terrebonne,Q112912459,Saint-Jovite,Catholic parish,0.55,46.123773,-74.591551
QC096020,"Ste. Thérèse, T-V",CD_QC_Terrebonne,Terrebonne,Q142087,Sainte-Thérèse,city or town of Quebec,0.35,45.637555,-73.8408
QC096010,St. Jérôme,CD_QC_Terrebonne,Terrebonne,Q112912399,Saint-Jérôme,Catholic parish,2.31,45.793539,-74.025942
QC094001,Authier,CD_QC_Témiscamingue,Témiscamingue,Q2872430,Authier,municipality,3.1,48.733562,-78.807717
QC094003,Barraute,CD_QC_Témiscamingue,Témiscamingue,Q63242422,Barraute,geographic township of Quebec,0.38,48.502841,-77.669499
QC094004,Brodeur,CD_QC_Témiscamingue,Témiscamingue,Q63242618,Brodeur,geographic township of Quebec,4.94,47.544384,-78.832283
QC094005,Chazel,CD_QC_Témiscamingue,Témiscamingue,Q63242802,Chazel,geographic township of Quebec,2.78,48.933033,-78.971287
QC094006,Clermont,CD_QC_Témiscamingue,Témiscamingue,Q28535118,Clermont,geographic township of Quebec,2.84,48.937268,-79.189696
QC094007,Courville,CD_QC_Témiscamingue,Témiscamingue,Q63242868,Courville,geographic township of Quebec,2.75,48.429879,-77.448166
QC094008,Dalquier,CD_QC_Témiscamingue,Témiscamingue,Q63242947,Dalquier,geographic township of Quebec,5.54,48.647558,-78.097002
QC094013,Fiedmont,CD_QC_Témiscamingue,Témiscamingue,Q63243149,Fiedmont,geographic township of Quebec,2.86,48.358954,-77.669446
QC094014,Figuery,CD_QC_Témiscamingue,Témiscamingue,Q63243150,Figuery,geographic township of Quebec,4.5,48.498338,-78.105709
QC094016,Gaboury,CD_QC_Témiscamingue,Témiscamingue,Q63243185,Gaboury,geographic township of Quebec,1.76,47.337925,-79.022331
QC094017,Gendreau,CD_QC_Témiscamingue,Témiscamingue,Q63243207,Gendreau,geographic township of Quebec,6.08,46.721329,-78.998199
QC094018,Guérin,CD_QC_Témiscamingue,Témiscamingue,Q63243238,Guérin,geographic township of Quebec,2.56,47.657049,-79.281074
QC094022,Landrienne,CD_QC_Témiscamingue,Témiscamingue,Q30322653,Landrienne,geographic township of Quebec,1.07,48.509368,-77.886343
QC094026,La Sarre,CD_QC_Témiscamingue,Témiscamingue,Q63243566,La Sarre,geographic township of Quebec,4.94,48.791738,-79.189843
QC094027,Latulipe,CD_QC_Témiscamingue,Témiscamingue,Q63243575,Latulipe,geographic township of Quebec,4.32,47.461439,-79.006883
QC094028,Launay,CD_QC_Témiscamingue,Témiscamingue,Q63243579,Launay,geographic township of Quebec,3.33,48.647031,-78.534161
QC094029,Laverlochère (St. Isidore),CD_QC_Témiscamingue,Témiscamingue,Q63243589,Laverlochère,geographic township of Quebec,3.18,47.433409,-79.284269
QC094030,Mazenod,CD_QC_Témiscamingue,Témiscamingue,Q63244264,Mazenod,geographic township of Quebec,2.24,47.063985,-79.324752
QC094032,Nédelec,CD_QC_Témiscamingue,Témiscamingue,Q63244331,Nédélec,geographic township of Quebec,3.39,47.69056,-79.444817
QC094033,Notre Dame des Quinze,CD_QC_Témiscamingue,Témiscamingue,Q4137819,Notre-Dame-du-Nord,municipality,2.95,47.591773,-79.445952
QC094034,Palmarolle,CD_QC_Témiscamingue,Témiscamingue,Q30322679,Palmarolle,geographic township of Quebec,0.58,48.647006,-79.189753
QC094035,Poularies,CD_QC_Témiscamingue,Témiscamingue,Q30339901,Poularies,geographic township of Quebec,0.91,48.647279,-78.971611
QC094037,Privat,CD_QC_Témiscamingue,Témiscamingue,Q63244493,Privat,geographic township of Quebec,3.25,48.637816,-78.742963
QC094038,Royal Roussillon,CD_QC_Témiscamingue,Témiscamingue,Q63244566,Royal-Roussillon,geographic township of Quebec,5.14,48.79225,-78.971444
QC094039,St. Bruno de Guigues,CD_QC_Témiscamingue,Témiscamingue,Q3461925,Saint-Bruno-de-Guigues,municipality,2.11,47.46499,-79.461209
QC094040,St. Edouard de Fabre,CD_QC_Témiscamingue,Témiscamingue,Q645189,Saint-Édouard-de-Fabre,parish municipality,2.18,47.185309,-79.347625
QC094041,St. Eugène de Guigues,CD_QC_Témiscamingue,Témiscamingue,Q3462127,Saint-Eugène-de-Guigues,municipality,0.97,47.525203,-79.347043
QC094042,St. Placide,CD_QC_Témiscamingue,Témiscamingue,Q112912723,Saint-Placide,Catholic parish,1.87,47.3029,-79.308451
QC094043,Senneterre,CD_QC_Témiscamingue,Témiscamingue,Q63244591,Senneterre,geographic township of Quebec,2.98,48.355917,-77.228447
QC094044,Shehyn,CD_QC_Témiscamingue,Témiscamingue,Q63244600,Shehyn,geographic township of Quebec,8.47,47.066402,-79.138188
QC094047,Trécesson,CD_QC_Témiscamingue,Témiscamingue,Q28029298,Trécesson,geographic township of Quebec,0.34,48.647026,-78.315381
QC094048,Villemontel,CD_QC_Témiscamingue,Témiscamingue,Q28029301,Villemontel,geographic township of Quebec,0.57,48.502468,-78.326586
QC094060,"Amos, VL",CD_QC_Témiscamingue,Témiscamingue,Q132681711,Amos,city or town of Quebec,0.83,48.570861,-78.118886
QC094061,"Macamic, VL",CD_QC_Témiscamingue,Témiscamingue,Q141576,Macamic,city or town of Quebec,0.51,48.754571,-78.999481
QC094062,"Ville Marie, VL",CD_QC_Témiscamingue,Témiscamingue,Q141645,Ville-Marie,city or town of Quebec,0.77,47.331449,-79.446659
QC094012,Fabre,CD_QC_Témiscamingue,Témiscamingue,Q63243137,Fabre,geographic township of Quebec,10.67,47.261687,-79.313335
