tcpuid,year,province,old_canonical_name,new_canonical_name,old_place_id,new_place_id
ON123043,1911,ON,"Stanley to Windigo on C.N. Ry., Silver Islet, High Island & Thunder Bay points",Mather,PLACE_ON123043,PLACE_ON141022
ON123044,1911,ON,Strange,Melick,PLACE_ON147024,PLACE_ON123044
ON123045,1911,ON,Sturgeon Lake District G.T.P,Melgund,PLACE_ON123045,PLACE_ON120011
ON123046,1911,ON,Watten,Miscampbell,PLACE_ON141040,PLACE_ON141024
ON123047,1911,ON,Zealand,Morley,PLACE_ON120029,PLACE_ON141025
ON123048,1911,ON,Along C. P. R. between English & Kaministiquia rivers,Morson,PLACE_ON123048,PLACE_ON141026
ON123049,1911,ON,Railway Construction Camp 3,Mutrie,PLACE_ON123049,PLACE_ON120013
ON123050,1911,ON,Transcontinental Ry. Graham to mile 10 district E,Neebing,PLACE_ON123050,PLACE_ON147014
ON123051,1911,ON,Indian Reserves,Nelles,PLACE_ON123051,PLACE_ON141027
ON123052,1911,ON,Unorganised,Nipigon,PLACE_ON123052,PLACE_ON147015
ON123053,1911,ON,"Fort William, C",O'Connor,PLACE_ON147036,PLACE_ON147016
ON123054,1911,ON,"Port Arthur, C",Oliver,PLACE_ON147037,PLACE_ON147017
ON123056,1911,ON,"Fort Frances, T-V",Pardee,PLACE_ON141047,PLACE_ON147019
ON123059,1911,ON,"Rainy River, T-V",Pearson,PLACE_ON141048,PLACE_ON147020
ON123060,1911,ON,Graham vl,Pellatt,PLACE_ON123060,PLACE_ON120014
ON123072,1911,ON,Scoble,Scobel,PLACE_ON123072_1911,PLACE_ON147022
ON123087,1911,ON,Van Home,VanHorne,PLACE_ON123087_1911,PLACE_ON120025
ON123092,1911,ON,White DogPost,White Dog Post,PLACE_ON123092_1911,PLACE_ON120028
ON123096,1911,ON,Along C P R between English & Kaministiquia rivers,C.P.R. Conmee-English River,PLACE_ON123096_1911,PLACE_ON147027
ON124001,1891,ON,"Ayr, VL","Ayr, Village",PLACE_ON150011,PLACE_ON150011
ON124001,1901,ON,"Drayton, VL","Drayton, Village",PLACE_ON152019,PLACE_ON152019
ON124001,1911,ON,Bastard & Burgess,"Toronto, ward-quartier 2 pt",PLACE_ON124001_1911,PLACE_ON124001_1911
ON124002,1901,ON,"Elora, VL","Elora, Village",PLACE_ON152020,PLACE_ON152020
ON124002,1911,ON,Crosby N,"Toronto, ward-quartier 3 pt",PLACE_ON124002_1911,PLACE_ON124002_1901
ON124003,1901,ON,"Fergus, VL","Fergus, Village",PLACE_ON152022,PLACE_ON152022
ON124003,1911,ON,Crosby S,"Toronto, ward-quartier 4 pt",PLACE_ON124003_1911,PLACE_ON124003_1911
ON124004,1881,ON,"Cobourg, T-V","Cobourg, Town—Ville",PLACE_ON132012_1911,PLACE_ON132012
ON124004,1891,ON,"Hespeler, T-V","Hespeler, Village",PLACE_ON150008,PLACE_ON150008
ON124004,1901,ON,"Garafraxa, East—Est",Garafraxa E,PLACE_ON124004_1891,PLACE_ON106002_1871
ON124005,1891,ON,"New Hamburg, VL","New Hamburg, Village",PLACE_ON150013,PLACE_ON150013
ON124005,1901,ON,"Garafraxa, West—Ouest",Garafraxa W-O,PLACE_ON124005_1901,PLACE_ON152004
ON124010,1921,ON,Yonge & Escott Rear,"Yonge and Escott, Rear",PLACE_ON124010_1921,PLACE_ON124010
ON124012,1921,ON,"Gananoque, T-V","Gananoque, Town—Ville",PLACE_ON124012,PLACE_ON124012
ON124013,1921,ON,"Athens, VL","Athens, Village",PLACE_ON124013_1921,PLACE_ON124013
ON125002,1881,ON,"Norwood, VL","Norwood, Village",PLACE_ON138020,PLACE_ON138020
ON125004,1901,ON,"Clifford, VL","Clifford, Village",PLACE_ON152018,PLACE_ON152018
ON125006,1901,ON,"Harriston, T-V","Harriston, Town—Ville",PLACE_ON152014,PLACE_ON152014
ON125007,1891,ON,"Niagara Falls, Town—Ville","Niagara Falls, C",PLACE_ON123007,PLACE_ON151009
ON125007,1901,ON,"Luther, East—Est",Luther E,PLACE_ON125007,PLACE_ON106003
ON125007,1921,ON,"Napanee, T-V","Napanee, Town—Ville",PLACE_ON125007_1911,PLACE_ON125007
ON125008,1901,ON,"Luther, West—Ouest",Luther W,PLACE_ON125008_1901,PLACE_ON152006
ON125008,1921,ON,"Bath, VL","Bath, Village",PLACE_ON125008_1911,PLACE_ON125008
ON125012,1891,ON,"Welland, C","Welland, Town—Ville",PLACE_ON151010,PLACE_ON151010
ON126001,1881,ON,"Peterborough, C","Peterborough, Town—Ville",PLACE_ON138017,PLACE_ON126001_1881
ON126001,1891,ON,"Drayton, VL","Drayton, Village",PLACE_ON152019,PLACE_ON152019
ON126001,1911,ON,Caistor,"Toronto, ward-quartier 2 pt",PLACE_ON126001_1911,PLACE_ON126001_1911
ON126002,1891,ON,"Elora, VL","Elora, Village",PLACE_ON152020,PLACE_ON152020
ON126003,1891,ON,"Fergus, VL","Fergus, Village",PLACE_ON152022,PLACE_ON152022
ON126004,1891,ON,"Garafraxa, East—Est",Garafraxa E,PLACE_ON124004_1891,PLACE_ON106002_1871
ON126010,1921,ON,"Merritton, T-V","Merritton, Village",PLACE_ON126010,PLACE_ON126010
ON126011,1921,ON,"Niagara, T-V","Niagara, Town—Ville",PLACE_ON126011,PLACE_ON126011
ON126012,1921,ON,"Beamsville, VL","Beamsville, Village",PLACE_ON126012,PLACE_ON126012
ON126013,1921,ON,"Grimsby, VL","Grimsby, Village",PLACE_ON126013,PLACE_ON126013
ON126014,1921,ON,"Port Dalhousie, VL","Port Dalhousie, Village",PLACE_ON126014,PLACE_ON126014
ON127002,1881,ON,"Port Hope, T-V","Port Hope, Town—Ville",PLACE_ON108008_1911,PLACE_ON108008
ON127004,1891,ON,"Clifford, VL","Clifford, Village",PLACE_ON152018,PLACE_ON152018
ON127004,1901,ON,"Brantford, East—Est",Brantford E,PLACE_ON127004_1901,PLACE_ON056001
ON127005,1881,ON,"Millbrook, VL","Millbrook, Village",PLACE_ON108009_1911,PLACE_ON108009
ON127005,1891,ON,"Harriston, T-V","Harriston, Town—Ville",PLACE_ON152014,PLACE_ON152014
ON127005,1901,ON,"Dumfries, South—Sud",Dumfries S,PLACE_ON127005_1901,PLACE_ON103003
ON127023,1921,ON,"Gore Bay, T-V","Gore Bay, Town—Ville",PLACE_ON127023_1921,PLACE_ON127023
ON128002,1881,ON,"Newcastle, VL","Newcastle, Village",PLACE_ON108010_1911,PLACE_ON108010
ON128005,1881,ON,"Bowmanville, T-V","Bowmanville, Town—Ville",PLACE_ON108007_1911,PLACE_ON108007
ON128005,1901,ON,"Flamborough, East—Est",Flamborough E,PLACE_ON128005_1901,PLACE_ON153005
ON128006,1901,ON,"Flamborough, West—Ouest",Flamborough W-O,PLACE_ON128006_1901,PLACE_ON153006
ON128008,1901,ON,"Grimsby, North—Nord",Grimsby N,PLACE_ON128008_1901,PLACE_ON126005
ON128009,1901,ON,"Grimsby, South—Sud",Grimsby S,PLACE_ON128009_1901,PLACE_ON126006
ON128011,1921,ON,Missouri W,Nissouri W-O,PLACE_ON128011,PLACE_ON128011
ON128012,1901,ON,"Waterdown, VL","Waterdown, Village",PLACE_ON153011_1911,PLACE_ON153011_1891
ON128015,1921,ON,Williams W,Williams W-O,PLACE_ON128015,PLACE_ON128015
ON128017,1921,ON,"Parkhill, T-V","Parkhill, Town—Ville",PLACE_ON128017,PLACE_ON128017
ON128018,1921,ON,"Strathroy, T-V","Strathroy, Town—Ville",PLACE_ON128018,PLACE_ON128018
ON128019,1921,ON,"Ailsa Craig, VL","Ailsa Craig, Village",PLACE_ON128019,PLACE_ON128019
ON128020,1921,ON,"Glencoe, VL","Glencoe, Village",PLACE_ON128020,PLACE_ON128020
ON128021,1921,ON,"Lucan, VL","Lucan, Village",PLACE_ON128021,PLACE_ON128021
ON128022,1921,ON,"Newbury, VL","Newbury, Village",PLACE_ON128022,PLACE_ON128022
ON128023,1921,ON,"Wardsville, VL","Wardsville, Village",PLACE_ON128023,PLACE_ON128023
ON129001,1911,ON,Anson & Hindon,Anson,PLACE_ON129001_1881,PLACE_ON116001
ON129003,1911,ON,"Burton, Dudley, Harburn & Harcourt",Burton,PLACE_ON129003_1911,PLACE_ON129003_1911
ON129005,1891,ON,"Waterdown, VL","Waterdown, Village",PLACE_ON153011_1911,PLACE_ON153011_1891
ON129006,1881,ON,"Omemee, VL","Omemee, Village",PLACE_ON149016,PLACE_ON149016
ON129006,1901,ON,"Toronto, Ward—Quartier 1 (part)","Toronto, ward-quartier 1 pt",PLACE_ON129006,PLACE_ON125001_1901
ON129007,1881,ON,"Bobcaygeon, VL","Bobcaygeon, Village",PLACE_ON149014,PLACE_ON149014
ON129007,1911,ON,Digby & Laxton,Digby,PLACE_ON129007_1911,PLACE_ON149004
ON129008,1911,ON,Dysart & Guilford,Dudley,PLACE_ON129008_1911,PLACE_ON116004
ON129009,1911,ON,Eldon,Dysart,PLACE_ON149005,PLACE_ON116005_1911
ON129010,1911,ON,Emily,Eldon,PLACE_ON149006,PLACE_ON149005
ON129011,1911,ON,Fenelon,Emily,PLACE_ON149007,PLACE_ON149006
ON129012,1911,ON,Glamorgan,Fenelon,PLACE_ON116006,PLACE_ON149007
ON129013,1911,ON,"Lawrence, Livingstone, McClintock, Nightingale & Sherbourne",Glamorgan,PLACE_ON129013,PLACE_ON116006
ON129014,1911,ON,Lutterworth,Guilford,PLACE_ON116012,PLACE_ON116007_1911
ON129015,1911,ON,Mariposa,Harburn,PLACE_ON149009,PLACE_ON116008
ON129016,1911,ON,Minden,Harcourt,PLACE_ON116014,PLACE_ON116009_1911
ON129017,1911,ON,Monmouth,Hindon,PLACE_ON116015,PLACE_ON116011
ON129018,1911,ON,Ops,Lawrence,PLACE_ON149010,PLACE_ON129018_1911
ON129020,1911,ON,Somerville,Livingstone,PLACE_ON149011,PLACE_ON129020_1911
ON129021,1911,ON,Stanhope,Lutterworth,PLACE_ON116019,PLACE_ON116012
ON129022,1911,ON,Verulam,Mariposa,PLACE_ON149012,PLACE_ON149009
ON129023,1911,ON,"Lindsay, T-V",McClintock,PLACE_ON149013,PLACE_ON116013
ON129024,1911,ON,"Bobcaygeon, VL",Minden,PLACE_ON149014,PLACE_ON116014
ON129025,1911,ON,"Fenelon Falls, VL",Monmouth,PLACE_ON149015,PLACE_ON116015
ON129025,1921,ON,"Gravenhurst, T-V","Gravenhurst, Town—Ville",PLACE_ON129025,PLACE_ON129025
ON129026,1911,ON,Haliburton vl,Nightingale,PLACE_ON129026,PLACE_ON116016
ON129026,1921,ON,"Huntsville, T-V","Huntsville, Village",PLACE_ON129026_1911,PLACE_ON129026
ON129027,1911,ON,"Omemee, VL",Ops,PLACE_ON149016,PLACE_ON149010
ON129028,1911,ON,"Woodville, VL",Sherborne,PLACE_ON149018,PLACE_ON116017
ON129033,1911,ON,Lindsay t-v,"Lindsay, Town—Ville",PLACE_ON129033_1911,PLACE_ON149013
ON129034,1911,ON,Bobcaygeon vl,"Bobcaygeon, Village",PLACE_ON129034_1911,PLACE_ON149014
ON129035,1911,ON,Fenelon Falls vl,"Fenelon Falls, Village",PLACE_ON129035_1911,PLACE_ON149015
ON129037,1911,ON,Omemee vl,"Omemee, Village",PLACE_ON129037_1911,PLACE_ON149016
ON130001,1901,ON,"Aurora, T-V","Aurora, Town—Ville",PLACE_ON154012,PLACE_ON154012
ON130003,1881,ON,"Fenelon Falls, VL","Fenelon Falls, Village",PLACE_ON149015,PLACE_ON149015
ON130003,1901,ON,Georgina & Georgina Island,Georgina,PLACE_ON130003,PLACE_ON154002
ON130004,1901,ON,"Gwillimbury, East—Est",Gwillimbury E,PLACE_ON130004,PLACE_ON154003
ON130004,1911,ON,Berlin t-v,"Berlin, Town—Ville",PLACE_ON130004_1911,PLACE_ON150007
ON130005,1901,ON,"Gwillimbury, North—Nord & Snake Island",Gwillimbury N,PLACE_ON130005_1891,PLACE_ON154004
ON130006,1901,ON,"Gwillimbury, West—Ouest",Gwillimbury W,PLACE_ON130006_1901,PLACE_ON144004
ON130006,1911,ON,"Elmira, VL","Elmira, Village",PLACE_ON150012,PLACE_ON150012
ON130007,1901,ON,"Holland Landing, VL","Holland Landing, Village",PLACE_ON154018,PLACE_ON154018
ON130009,1901,ON,"Sutton, VL","Sutton, Village",PLACE_ON154022,PLACE_ON154022
ON131002,1881,ON,Gravenhurst,"Gravenhurst, Town—Ville",PLACE_ON131002_1881,PLACE_ON129025
ON131003,1901,ON,"Richmond Hill, VL","Richmond Hill, Village",PLACE_ON154020,PLACE_ON154020
ON131004,1911,ON,Galt t-v,"Galt, Town—Ville",PLACE_ON131004_1911,PLACE_ON150006
ON131005,1911,ON,"Hespeler, T-V","Hespeler, Village",PLACE_ON150008,PLACE_ON150008
ON131006,1911,ON,"Preston, T-V","Preston, Village",PLACE_ON150009,PLACE_ON150009
ON131007,1901,ON,"Toronto, Ward—Quartier 6 (part)","Toronto, ward-quartier 6 pt",PLACE_ON131007_1901,PLACE_ON128002_1901
ON131007,1911,ON,"Ayr, VL","Ayr, Village",PLACE_ON150011,PLACE_ON150011
ON131008,1911,ON,"New Hamburg, VL","New Hamburg, Village",PLACE_ON150013,PLACE_ON150013
ON131009,1921,ON,"Simcoe, T-V","Simcoe, Town—Ville",PLACE_ON131009_1911,PLACE_ON131009_1891
ON131010,1881,ON,Stephenson. Brunel,Brunel & Stephenson,PLACE_ON131010,PLACE_ON095005_1881
ON131011,1901,ON,"Woodbridge, VL","Woodbridge, Village",PLACE_ON154023,PLACE_ON154023
ON131011,1921,ON,"Port Dover, VL","Port Dover, Village",PLACE_ON131011_1911,PLACE_ON131011_1891
ON131012,1921,ON,"Port Rowan, VL","Port Rowan, Village",PLACE_ON131012_1911,PLACE_ON131012_1891
ON131013,1921,ON,"Waterford, VL","Waterford, Village",PLACE_ON131013_1911,PLACE_ON131013
ON131017,1881,ON,"Shawanaga, Lake Shore","Blair, Brown, Burton, Shawanaga, Harrison, Walbridge, Mowat & French River",PLACE_ON131017_1881,PLACE_ON095004
ON131021,1881,ON,"McKenzie, Ferrie, Wilson, Mills, McConkey, Hardy","Ferrie, Mills, Hardy, Wilson, McConkey & McKenzie",PLACE_ON131021_1881,PLACE_ON095009
ON131023,1881,ON,"Lount, Machar & Laurier","Laurier, Machar & Lount",PLACE_ON131023_1881,PLACE_ON095016
ON131024,1881,ON,"Ryerson, Armour",Armour & Ryerson,PLACE_ON131024,PLACE_ON095001
ON131025,1881,ON,McMurrich & Stisted,Stisted & McMurrich,PLACE_ON131025_1881,PLACE_ON095020
ON132001,1891,ON,"Aurora, T-V","Aurora, Town—Ville",PLACE_ON154012,PLACE_ON154012
ON132003,1881,ON,"Whitby, Town—Ville",Whitby,PLACE_ON132003,PLACE_ON133010
ON132003,1891,ON,Georgina & Georgina Island,Georgina,PLACE_ON130003,PLACE_ON154002
ON132004,1891,ON,"Gwillimbury, East—Est",Gwillimbury E,PLACE_ON130004,PLACE_ON154003
ON132005,1891,ON,"Gwillimbury, North—Nord & Snake Island",Gwillimbury N,PLACE_ON130005_1891,PLACE_ON154004
ON132007,1891,ON,"Holland Landing, VL","Holland Landing, Village",PLACE_ON154018,PLACE_ON154018
ON132009,1891,ON,"Sutton, VL","Sutton, Village",PLACE_ON154022,PLACE_ON154022
ON132010,1911,ON,"Thorold, T-V","Thorold, Town—Ville",PLACE_ON151013,PLACE_ON151013
ON132011,1911,ON,"Welland, C","Welland, Town—Ville",PLACE_ON151010,PLACE_ON151010
ON132011,1921,ON,"Campbellford, T-V","Campbellford, Village",PLACE_ON132011,PLACE_ON132011
ON132012,1911,ON,Bridgeburg vl,Bertie,PLACE_ON132012,PLACE_ON151001
ON132012,1921,ON,"Cobourg, T-V","Cobourg, Town—Ville",PLACE_ON132012_1911,PLACE_ON132012
ON132013,1921,ON,"Brighton, VL","Brighton, Village",PLACE_ON132013,PLACE_ON132013
ON132014,1921,ON,"Colborne, VL","Colborne, Village",PLACE_ON132014,PLACE_ON132014
ON132015,1921,ON,"Hastings, VL","Hastings, Village",PLACE_ON132015,PLACE_ON132015
ON133002,1891,ON,"Richmond Hill, VL","Richmond Hill, Village",PLACE_ON154020,PLACE_ON154020
ON133002,1911,ON,Garafraxa W,Garafraxa W-O,PLACE_ON152004,PLACE_ON152004
ON133007,1891,ON,"Woodbridge, VL","Woodbridge, Village",PLACE_ON154023,PLACE_ON154023
ON133007,1911,ON,"Harriston, T-V","Harriston, Town—Ville",PLACE_ON152014,PLACE_ON152014
ON133008,1911,ON,"Mount Forest, T-V","Mount Forest, Town—Ville",PLACE_ON152015,PLACE_ON152015
ON133009,1881,ON,"Port Perry, VL","Port Perry, Village",PLACE_ON133017,PLACE_ON133017
ON133009,1911,ON,"Palmerston, T-V","Palmerston, Town—Ville",PLACE_ON152016,PLACE_ON152016
ON133010,1881,ON,"Uxbridge, Village","Uxbridge, Town—Ville",PLACE_ON133010,PLACE_ON133013
ON133010,1911,ON,"Arthur, VL","Arthur, Village",PLACE_ON152017,PLACE_ON152017
ON133011,1881,ON,"Cannington, VL","Cannington, Village",PLACE_ON133016,PLACE_ON133016
ON133011,1911,ON,"Clifford, VL","Clifford, Village",PLACE_ON152018,PLACE_ON152018
ON133012,1911,ON,"Drayton, VL","Drayton, Village",PLACE_ON152019,PLACE_ON152019
ON133013,1921,ON,"Uxbridge, T-V","Uxbridge, Town—Ville",PLACE_ON133013,PLACE_ON133013
ON133014,1921,ON,"Whitby, T-V","Whitby, Town—Ville",PLACE_ON133014,PLACE_ON133014
ON133015,1921,ON,"Beaverton, VL","Beaverton, Village",PLACE_ON133015,PLACE_ON133015
ON133016,1921,ON,"Cannington, VL","Cannington, Village",PLACE_ON133016,PLACE_ON133016
ON133017,1921,ON,"Port Perry, VL","Port Perry, Village",PLACE_ON133017,PLACE_ON133017
ON134006,1881,ON,"Toronto, St. George Ward—Quartier","Toronto, St. George’s, Ward—Quartier",PLACE_ON134006,PLACE_ON120003
ON134007,1911,ON,"Guelph, C","Guelph, City—Cité",PLACE_ON152013,PLACE_ON152013
ON134008,1911,ON,"Elora, VL","Elora, Village",PLACE_ON152020,PLACE_ON152020
ON134009,1911,ON,"Erin, VL","Erin, Village",PLACE_ON152021,PLACE_ON152021
ON134009,1921,ON,Oxford W,Oxford W-O,PLACE_ON134009_1921,PLACE_ON134009_1891
ON134010,1911,ON,"Fergus, VL","Fergus, Village",PLACE_ON152022,PLACE_ON152022
ON134011,1921,ON,Zorra W,Zorra W-O,PLACE_ON134011,PLACE_ON134011
ON134013,1921,ON,"Ingersoll, T-V","Ingersoll, Town—Ville",PLACE_ON134013,PLACE_ON134013
ON134014,1921,ON,"Tillsonburg, T-V","Tilsonburg, Town—Ville",PLACE_ON134014,PLACE_ON134014
ON134015,1921,ON,"Embro, VL","Embro, Village",PLACE_ON134015,PLACE_ON134015
ON134016,1921,ON,"Norwich, VL","Norwich, Village",PLACE_ON134016,PLACE_ON134016
ON135006,1911,ON,Flamborough W,Flamborough W-O,PLACE_ON153006,PLACE_ON153006
ON135010,1911,ON,"Dundas, T-V","Dundas, Town—Ville",PLACE_ON153010_1911,PLACE_ON153010_1891
ON135011,1911,ON,"Waterdown, VL","Waterdown, Village",PLACE_ON153011_1911,PLACE_ON153011_1891
ON136001,1881,ON,"Richmond Hill, VL","Richmond Hill, Village",PLACE_ON154020,PLACE_ON154020
ON136005,1911,ON,"Markham, VL","Markham, Village",PLACE_ON154019,PLACE_ON154019
ON136006,1911,ON,Mimico vl,"Mimico, T-V",PLACE_ON136006_1911,PLACE_ON154014
ON136006,1921,ON,"Brampton, T-V","Brampton, Town—Ville",PLACE_ON136006_1911_1921,PLACE_ON136006
ON136007,1911,ON,"Richmond Hill, VL","Richmond Hill, Village",PLACE_ON154020,PLACE_ON154020
ON136007,1921,ON,"Bolton, VL","Bolton, Village",PLACE_ON136007,PLACE_ON136007
ON136008,1911,ON,Weston vl,"Weston, Village",PLACE_ON136008_1911,PLACE_ON154017
ON136009,1911,ON,"Woodbridge, VL","Woodbridge, Village",PLACE_ON154023,PLACE_ON154023
ON137004,1881,ON,"Aurora, T-V","Aurora, Town—Ville",PLACE_ON154012,PLACE_ON154012
ON137006,1911,ON,"Aurora, T-V","Aurora, Town—Ville",PLACE_ON154012,PLACE_ON154012
ON137007,1881,ON,"Holland Landing, VL","Holland Landing, Village",PLACE_ON154018,PLACE_ON154018
ON137007,1911,ON,"Newmarket, T-V","Newmarket, Town—Ville",PLACE_ON154015,PLACE_ON154015
ON137008,1911,ON,"Holland Landing, VL","Holland Landing, Village",PLACE_ON154018,PLACE_ON154018
ON137009,1911,ON,"Stouffville, VL","Stouffville, Village",PLACE_ON154021,PLACE_ON154021
ON137010,1911,ON,"Sutton, VL","Sutton, Village",PLACE_ON154022,PLACE_ON154022
ON137013,1921,ON,"Listowel, T-V","Listowel, Town—Ville",PLACE_ON137013,PLACE_ON137013
ON137014,1921,ON,"Mitchell, T-V","Mitchell, Town—Ville",PLACE_ON137014,PLACE_ON137014
ON137016,1921,ON,"Milverton, VL","Milverton, Village",PLACE_ON137016,PLACE_ON137016
ON138019,1921,ON,"Lakefield, VL","Lakefield, Village",PLACE_ON138019,PLACE_ON138019
ON138020,1921,ON,"Norwood, VL","Norwood, Village",PLACE_ON138020,PLACE_ON138020
ON139002,1881,ON,"Stayner, T-V","Stayner, Village",PLACE_ON144024,PLACE_ON144024
ON139004,1921,ON,Hawkesbury W,Hawkesbury W-O,PLACE_ON139004,PLACE_ON139004
ON139006,1881,ON,"Barrie, Town—Ville","Barrie, T-V",PLACE_ON114001_1871,PLACE_ON144019
ON139009,1881,ON,"Penetanguishene, T-V","Penetanguishene, Town—Ville",PLACE_ON144023,PLACE_ON144023
ON139011,1881,ON,"Midland, T-V","Midland, Village",PLACE_ON144021,PLACE_ON144021
ON139015,1881,ON,"Orillia, Town—Ville",Orillia,PLACE_ON139015,PLACE_ON144009
ON140001,1881,ON,"Toronto, Township",Toronto,PLACE_ON140001,PLACE_ON136004
ON140003,1881,ON,"Brampton, T-V","Brampton, Town—Ville",PLACE_ON136006_1911_1921,PLACE_ON136006
ON140008,1921,ON,"Picton, T-V","Picton, Town—Ville",PLACE_ON140008,PLACE_ON140008
ON142006,1881,ON,"Welland, C","Welland, Town—Ville",PLACE_ON151010,PLACE_ON151010
ON142038,1921,ON,"Renfrew, T-V","Renfrew, Village",PLACE_ON142038,PLACE_ON142038
ON143005,1921,ON,"Rockland, T-V","Rockland, Village",PLACE_ON143005,PLACE_ON143005
ON144009,1881,ON,"Dunnville, T-V","Dunnville, Village",PLACE_ON115012_1911,PLACE_ON115012
ON144009,1921,ON,Orillia N & S,Orillia,PLACE_ON144009_1921,PLACE_ON144009
ON144020,1921,ON,"Collingwood, T-V","Collingwood, Town—Ville",PLACE_ON144020,PLACE_ON144020
ON144021,1921,ON,"Midland, T-V","Midland, Village",PLACE_ON144021,PLACE_ON144021
ON144022,1921,ON,"Orillia, T-V","Orillia, Town—Ville",PLACE_ON144022,PLACE_ON144022
ON144023,1921,ON,"Penetanguishene, T-V","Penetanguishene, Town—Ville",PLACE_ON144023,PLACE_ON144023
ON144024,1921,ON,"Stayner, T-V","Stayner, Village",PLACE_ON144024,PLACE_ON144024
ON144025,1921,ON,"Beeton, VL","Beeton, Village",PLACE_ON144025,PLACE_ON144025
ON144026,1921,ON,"Bradford, VL","Bradford, Village",PLACE_ON144026,PLACE_ON144026
ON144030,1921,ON,"Tottenham, VL","Tottenham, Village",PLACE_ON144030,PLACE_ON144030
ON145006,1881,ON,"Merritton, T-V","Merritton, Village",PLACE_ON126010,PLACE_ON126010
ON145007,1881,ON,"Port Dalhousie, VL","Port Dalhousie, Village",PLACE_ON126014,PLACE_ON126014
ON145008,1881,ON,"Beamsville, VL","Beamsville, Village",PLACE_ON126012,PLACE_ON126012
ON146005,1881,ON,"Cayuga, VL","Cayuga, Village",PLACE_ON115014,PLACE_ON115014
ON149013,1921,ON,"Lindsay, T-V","Lindsay, Town—Ville",PLACE_ON149013,PLACE_ON149013
ON149014,1921,ON,"Bobcaygeon, VL","Bobcaygeon, Village",PLACE_ON149014,PLACE_ON149014
ON149015,1921,ON,"Fenelon Falls, VL","Fenelon Falls, Village",PLACE_ON149015,PLACE_ON149015
ON149016,1921,ON,"Omemee, VL","Omemee, Village",PLACE_ON149016,PLACE_ON149016
ON150004,1881,ON,"Oakville, T-V","Oakville, Town—Ville",PLACE_ON117008_1911,PLACE_ON117008_1891
ON150005,1881,ON,"Milton, T-V","Milton, Town—Ville",PLACE_ON117007_1911,PLACE_ON117007
ON150006,1921,ON,"Galt, C","Galt, Town—Ville",PLACE_ON150006_1921,PLACE_ON150006
ON150007,1921,ON,"Kitchener, C","Berlin, Town—Ville",PLACE_ON150007_1921,PLACE_ON150007
ON150008,1921,ON,"Hespeler, T-V","Hespeler, Village",PLACE_ON150008,PLACE_ON150008
ON150009,1921,ON,"Preston, T-V","Preston, Village",PLACE_ON150009,PLACE_ON150009
ON150011,1921,ON,"Ayr, VL","Ayr, Village",PLACE_ON150011,PLACE_ON150011
ON150012,1921,ON,"Elmira, VL","Elmira, Village",PLACE_ON150012,PLACE_ON150012
ON150013,1921,ON,"New Hamburg, VL","New Hamburg, Village",PLACE_ON150013,PLACE_ON150013
ON151003,1881,ON,"Guelph, Town—Ville","Guelph, City—Cité",PLACE_ON151003,PLACE_ON152013
ON151010,1921,ON,"Welland, C","Welland, Town—Ville",PLACE_ON151010,PLACE_ON151010
ON151013,1921,ON,"Thorold, T-V","Thorold, Town—Ville",PLACE_ON151013,PLACE_ON151013
ON151015,1921,ON,"Crystal Beach, VL",Bertie,PLACE_ON151015_1921,PLACE_ON151015
ON152002,1881,ON,"Fergus, VL","Fergus, Village",PLACE_ON152022,PLACE_ON152022
ON152003,1881,ON,"Elora, VL","Elora, Village",PLACE_ON152020,PLACE_ON152020
ON152004,1881,ON,"Drayton, VL","Drayton, Village",PLACE_ON152019,PLACE_ON152019
ON152004,1921,ON,Garafraxa W,Garafraxa W-O,PLACE_ON152004,PLACE_ON152004
ON152013,1921,ON,"Guelph, C","Guelph, City—Cité",PLACE_ON152013,PLACE_ON152013
ON152014,1921,ON,"Harriston, T-V","Harriston, Town—Ville",PLACE_ON152014,PLACE_ON152014
ON152015,1921,ON,"Mount Forest, T-V","Mount Forest, Town—Ville",PLACE_ON152015,PLACE_ON152015
ON152016,1921,ON,"Palmerston, T-V","Palmerston, Town—Ville",PLACE_ON152016,PLACE_ON152016
ON152017,1921,ON,"Arthur, VL","Arthur, Village",PLACE_ON152017,PLACE_ON152017
ON152018,1921,ON,"Clifford, VL","Clifford, Village",PLACE_ON152018,PLACE_ON152018
ON152019,1921,ON,"Drayton, VL","Drayton, Village",PLACE_ON152019,PLACE_ON152019
ON152020,1921,ON,"Elora, VL","Elora, Village",PLACE_ON152020,PLACE_ON152020
ON152021,1921,ON,"Erin, VL","Erin, Village",PLACE_ON152021,PLACE_ON152021
ON152022,1921,ON,"Fergus, VL","Fergus, Village",PLACE_ON152022,PLACE_ON152022
ON153003,1881,ON,"Harriston, T-V","Harriston, Town—Ville",PLACE_ON152014,PLACE_ON152014
ON153004,1881,ON,"Clifford, VL","Clifford, Village",PLACE_ON152018,PLACE_ON152018
ON153006,1921,ON,Flamborough W,Flamborough W-O,PLACE_ON153006,PLACE_ON153006
ON153010,1921,ON,"Dundas, T-V","Dundas, Town—Ville",PLACE_ON153010_1911,PLACE_ON153010_1891
ON153011,1921,ON,"Waterdown, VL","Waterdown, Village",PLACE_ON153011_1911,PLACE_ON153011_1891
ON154001,1881,ON,"Durham, T-V","Durham, Town—Ville",PLACE_ON114018,PLACE_ON114018
