tcpuid_from,year_from,name_from,tcpuid_to,year_to,name_to,province,iou,name_similarity
NS034026,1891,Polling District No. 29,NS033025,1901,Lawrencetown,NS,1.0,41.6
NS034033,1891,Polling District No. 35,NS033026,1901,Little River,NS,1.0,41.6
NS034014,1891,Polling District No. 20,NS033027,1901,Meagher Grant,NS,1.0,37.16
NS034015,1891,Polling District No. 21,NS033028,1901,Middle Musquodoboit,NS,1.0,38.27
NS034035,1891,Polling District No. 37,NS033029,1901,Musquodoboit Harbour,NS,1.0,41.13
NS034008,1891,Polling District No. 14,NS033030,1901,Northwest Arm,NS,1.0,37.16
NS034032,1891,Polling District No. 34,NS033031,1901,Port Dufferin,NS,1.0,48.82
NS034037,1891,Polling District No. 39,NS033032,1901,Porter Lake,NS,1.0,42.19
NS034002,1891,Polling District No. 8,NS033033,1901,Portuguese Cove,NS,1.0,44.3
NS034027,1891,Polling District No. 30,NS033034,1901,Preston,NS,1.0,40.27
NS034011,1891,Polling District No. 17,NS033045,1901,Thirteen-mile House,NS,1.0,38.27
NS034003,1891,Polling District No. 9,NS033037,1901,Sambro,NS,1.0,36.6
NS034025,1891,Polling District No. 28b,NS033038,1901,Seaforth,NS,1.0,34.72
NS034019,1891,Polling District No. 25,NS033039,1901,Sheet Harbour,NS,1.0,37.16
NS034022,1891,Polling District No. 27a,NS033040,1901,Ship Harbour,NS,1.0,37.16
NS034021,1891,Polling District No. 26b,NS033041,1901,Shoal Bay,NS,1.0,38.57
NS034018,1891,Polling District No. 24,NS033042,1901,Smith Cove,NS,1.0,42.81
NS034020,1891,Polling District No. 26a,NS033043,1901,Spry Bay,NS,1.0,39.1
NS034007,1891,Polling District No. 13,NS033036,1901,Prospect Road,NS,1.0,48.82
NS034017,1891,Polling District No. 23,NS033044,1901,Terence Bay,NS,1.0,38.07
NS034016,1891,Polling District No. 22,NS033046,1901,Upper Musquodoboit,NS,1.0,38.67
NS034004,1891,Polling District No. 10,NS033047,1901,Upper Prospect,NS,1.0,40.52
NS035014,1891,Rawdon Church,NS034011,1901,Rawdon,NS,1.0,74.21
NS035002,1891,Brooklyn,NS034016,1901,South Newport,NS,1.0,43.33
NS036010,1891,Margarie N-E,NS035012,1901,"Margaree, Northeast—Nord-est",NS,1.0,68.5
NS036011,1891,Margarie S-O,NS035013,1901,"Margaree, Southwest—Sud-ouest",NS,1.0,67.56
NS036017,1891,River Dennis,NS035019,1901,Denys River,NS,1.0,60.43
NS036018,1891,River Inhabitants,NS035020,1901,Inhabitants River (part),NS,1.0,67.56
NS036012,1891,North Mountain,NS035023,1901,West Bay,NS,1.0,49.09
NS036020,1891,Whycocomagh,NS035024,1901,"Whycocomagh, North side—Côté nord",NS,1.0,65.0
NS036021,1891,Whycocomagh S,NS035025,1901,"Whycocomagh, South side—Côté sud",NS,1.0,70.44
NS036004,1891,"Hawkesbury, Town—Ville",NS035017,1901,Port Hawkesbury,NS,1.0,67.84
NS038001,1891,Baywater,NS037032,1901,Sandy Beaches,NS,1.0,56.67
NS039007,1891,East River,NS038005,1901,Bridgeville,NS,1.0,56.67
NS039009,1891,French River,NS038036,1901,Wentworth Grant,NS,1.0,55.93
NS039020,1891,"New Glasgow, Town—Ville",NS038025,1901,New Glasgow,NS,1.0,75.29
NS041015,1891,West Arichat,NS039002,1901,"Arichat, West—Ouest",NS,1.0,61.61
NS041014,1891,Upper l’Ardoise,NS039015,1901,Rockdale,NS,1.0,48.26
NS042001,1891,Barrington,NS040001,1901,Barrington Head,NS,1.0,76.0
NS042004,1891,Cape Sable Island Centre,NS040009,1901,North Cape Island,NS,1.0,57.56
NS042003,1891,Cape Sable Island,NS040003,1901,Clark Harbour,NS,1.0,43.33
NS042013,1891,Port Clyde,NS040004,1901,Clyde River,NS,1.0,53.33
NS040004,1891,Eagle Head,NS040019,1901,Beach Meadows,NS,1.0,50.92
NS042006,1891,Green Harbour,NS040013,1901,Ragged Island,NS,1.0,41.54
NS040006,1891,Hunt’s Point,NS040024,1901,Hunt Point,NS,1.0,78.04
NS042007,1891,Jordan Bay W-O,NS040006,1901,Jordan Bay,NS,1.0,78.33
NS042008,1891,Jordan Falls,NS040007,1901,Jordan River,NS,1.0,60.83
NS042009,1891,Louis Head,NS040014,1901,Sable River,NS,1.0,40.0
NS042017,1891,Shelburne,NS040017,1901,"Shelburne, Town—Ville",NS,1.0,62.0
NS044022,1891,Tusket Lakes,NS042007,1901,Forest Lakes (Tusket),NS,1.0,63.94
NS044016,1891,Pubnico E,NS042015,1901,"Pubnico, East—Est",NS,1.0,78.46
NS044018,1891,Pubnico W-O,NS042017,1901,"Pubnico, West—Ouest",NS,1.0,76.67
NS037007,1891,Gaspereaux,NS036026,1901,Ward—Quartier No. 7,NS,1.0,41.76
NS042002,1891,Barrington Passage,NS040005,1901,Doctor Cove,NS,1.0,39.31
NS034012,1891,Polling District No. 18,NS033015,1901,Fall River,NS,1.0,42.81
PE134019,1891,Township No. 61,PE135014,1901,Township 61,PE,1.0,64.69
PE134020,1891,Township No. 63,PE135015,1901,Township 63,PE,1.0,64.69
PE134021,1891,Township No. 64,PE135016,1901,Township 64,PE,1.0,64.69
PE135002,1891,Township No. 1,PE134001,1901,Township 1,PE,1.0,73.33
PE135003,1891,Township No. 2,PE134002,1901,Township 2,PE,1.0,73.33
PE135004,1891,Township No. 3,PE134003,1901,Township 3,PE,1.0,73.33
PE135005,1891,Township No. 4,PE134004,1901,Township 4,PE,1.0,73.33
PE135006,1891,Township No. 5,PE134005,1901,Township 5,PE,1.0,73.33
PE135007,1891,Township No. 6,PE134006,1901,Township 6,PE,1.0,73.33
PE135008,1891,Township No. 7,PE134007,1901,Township 7,PE,1.0,73.33
PE135009,1891,Township No. 8,PE134008,1901,Township 8,PE,1.0,73.33
PE135010,1891,Township No. 9,PE134009,1901,Township 9,PE,1.0,73.33
PE135011,1891,Township No. 10,PE134010,1901,Township 10,PE,1.0,74.23
PE135012,1891,Township No. 11,PE134011,1901,Township 11,PE,1.0,74.23
PE135013,1891,Township No. 12,PE134012,1901,Township 12,PE,1.0,74.23
PE135014,1891,Township No. 13,PE134013,1901,Township 13,PE,1.0,74.23
PE135015,1891,Township No. 14,PE134014,1901,Township 14,PE,1.0,74.23
PE135016,1891,Township No. 15,PE133002,1901,Township 15,PE,1.0,75.59
PE135017,1891,Township No. 16,PE134015,1901,Township 16,PE,1.0,74.23
PE135018,1891,Township No. 17,PE133003,1901,Township 17,PE,1.0,75.59
PE135019,1891,Township No. 18,PE133004,1901,Township 18,PE,1.0,75.59
PE135020,1891,Township No. 19,PE133005,1901,Township 19,PE,1.0,75.59
PE135021,1891,Township No. 25,PE133006,1901,Township 25,PE,1.0,75.59
PE135022,1891,Township No. 26,PE133007,1901,Township 26,PE,1.0,75.59
PE135023,1891,Township No. 27,PE133008,1901,Township 27,PE,1.0,75.59
PE135024,1891,Township No. 28,PE133009,1901,Township 28,PE,1.0,75.59
PE136002,1891,Township No. 20,PE136002,1901,Township 20,PE,1.0,73.63
PE136003,1891,Township No. 21,PE136003,1901,Township 21,PE,1.0,73.63
PE136004,1891,Township No. 22,PE136004,1901,Township 22,PE,1.0,73.63
PE136005,1891,Township No. 23,PE136005,1901,Township 23,PE,1.0,73.63
PE136006,1891,Township No. 24,PE135001,1901,Township 24,PE,1.0,74.88
PE136007,1891,Township No. 29,PE133010,1901,Township 29,PE,1.0,67.06
PE136008,1891,Township No. 30,PE133011,1901,Township 30,PE,1.0,67.06
PE136009,1891,Township No. 31,PE136006,1901,Township 31,PE,1.0,73.63
PE136010,1891,Township No. 32,PE136007,1901,Township 32,PE,1.0,73.63
PE136011,1891,Township No. 33,PE135002,1901,Township 33,PE,1.0,74.88
PE136012,1891,Township No. 34,PE135003,1901,Township 34,PE,1.0,74.88
PE136013,1891,Township No. 35,PE135004,1901,Township 35,PE,1.0,74.88
PE136014,1891,Township No. 36,PE135005,1901,Township 36,PE,1.0,74.88
PE136015,1891,Township No. 37,PE135006,1901,Township 37,PE,1.0,74.88
PE136016,1891,Township No. 48,PE135007,1901,Township 48,PE,1.0,74.88
PE136017,1891,Township No. 49,PE135008,1901,Township 49,PE,1.0,74.88
PE136018,1891,Township No. 50,PE135009,1901,Township 50,PE,1.0,74.88
PE136019,1891,Township No. 57,PE135010,1901,Township 57,PE,1.0,74.88
PE136020,1891,Township No. 58,PE135011,1901,Township 58,PE,1.0,74.88
PE136021,1891,Township No. 60,PE135012,1901,Township 60,PE,1.0,74.88
PE136022,1891,Township No. 62,PE135013,1901,Township 62,PE,1.0,74.88
PE136023,1891,Township No. 65,PE136008,1901,Township 65,PE,1.0,73.63
PE136024,1891,Township No. 67,PE133012,1901,Township 67,PE,1.0,67.06
PE136001,1891,Charlottetown Royalty,PE136001,1901,"Charlottetown, City & Royalty",PE,1.0,73.2
QC138009,1891,St. Pie,QC189015,1901,St. Pie,QC,1.0,74.62
QC139003,1891,Dorset,QC139030,1901,"Shenley, Jersey, Dorset & Marlow",QC,1.0,52.11
QC139010,1891,St. Honoré de Shenley,QC139015,1901,St. Honoré,QC,1.0,75.16
QC139027,1891,Woburn & Clinton,QC139031,1901,Woburn & Louise,QC,1.0,79.68
QC141003,1891,Buckland,QC141001,1901,Notre-Dame de Buckland,QC,1.0,67.33
QC141002,1891,Beaumont,QC141005,1901,St. Etienne de Beaumont,QC,1.0,66.13
QC142005,1891,Lavaltrie,QC162005,1901,Lavaltrie,QC,1.0,76.0
QC142003,1891,Courcelle,QC142012,1901,St. Zénon,QC,1.0,37.78
QC144002,1891,Bolton W-O,QC144002,1901,"Bolton, West—Ouest",QC,1.0,75.0
QC147005,1891,Petite Rivière,QC147007,1901,Petite Rivière St. François,QC,1.0,77.8
QC149007,1891,Notre-Dame d’Hébertville,QC149010,1901,Hébertville,QC,0.9999,71.27
QC149006,1891,Notre-Dame de Laterrière,QC149015,1901,N.-D. de Laterrière & Township,QC,1.0,71.35
QC149009,1891,N.-D. du Lac St. Jean & Roberval,QC149016,1901,Roberval & Charlevoix,QC,1.0,48.4
QC149017,1891,St. Charles & St. Ambroise,QC149004,1901,Bourget & St. Charles,QC,1.0,63.02
QC149027,1891,St. Prime & Ashuapmouchouan S,QC149032,1901,St. Prime,QC,1.0,60.43
QC149032,1891,Mécatina,QC149047,1901,Mekattina,QC,1.0,76.68
QC150010,1891,"Hereford & Paquetteville, Village",QC150012,1901,Hereford,QC,1.0,57.32
QC153022,1891,Ste. Hélène,QC153019,1901,"Chester, East—Est (Ste. Hélène)",QC,1.0,66.67
QC153003,1891,ChesterN,QC153020,1901,"Chester, North—Nord",QC,1.0,71.48
QC153025,1891,St. Paul,QC153021,1901,"Chester, West—Ouest (St. Paul)",QC,1.0,59.47
QC154018,1891,Mont Louis,QC154015,1901,Mont Louis & Riv. Magdeleine,QC,1.0,66.84
QC155018,1891,"St. Henri, Town—Ville",QC155003,1901,"St. Henri, City—Cité",QC,1.0,77.8
QC155002,1891,"Côte St. Antoine, Village",QC155004,1901,"Westmount, City—Cité",QC,1.0,54.89
QC155005,1891,"Côte St. Paul, Village",QC157019,1901,"St. Paul, Town—Ville",QC,1.0,57.5
QC155012,1891,N.-Dame des Neiges W-O,QC157007,1901,"Notre-Dame des Neiges, West—Ouest",QC,1.0,58.41
QC155013,1891,"Outremont, Village",QC157008,1901,"Outremont, Town—Ville",QC,1.0,64.94
QC155022,1891,"Verdun, Village",QC157024,1901,"Verdun, Village",QC,1.0,77.5
QC155004,1891,Côte St. Paul,QC157002,1901,Côte St. Paul,QC,1.0,77.5
QC155001,1891,"Côte des Neiges, Village",QC157001,1901,"Côte des Neiges, Village",QC,1.0,77.5
QC159002,1891,St. Alphonse de Rodriguez,QC158002,1901,St. Alphonse,QC,0.9868,75.41
QC159003,1891,St. Ambroise de Kildare,QC158003,1901,St. Ambroise,QC,0.9894,78.0
QC159008,1891,Ste. Emélie de l’Energie,QC158009,1901,Ste. Emilie,QC,1.0,74.0
QC160011,1891,St. Onésime d'Ixworth,QC159013,1901,St. Onésime,QC,1.0,78.12
QC176001,1891,Amherst,QC160001,1901,Amherst,QC,1.0,72.22
QC176016,1891,Hartwell,QC160007,1901,Hartwell,QC,1.0,72.22
QC176021,1891,Labelle,QC160010,1901,Labelle,QC,1.0,72.22
QC176022,1891,L’Ange Gardien,QC160012,1901,L’Ange-Gardien,QC,1.0,67.22
QC176027,1891,Marchand,QC160020,1901,Marchand,QC,1.0,72.22
QC176030,1891,Mulgrave & Derry,QC160025,1901,Mulgrave & Derry,QC,1.0,72.22
QC176031,1891,Notre-Dame de Bon Secours,QC160026,1901,Notre-Dame de Bonsecours,QC,0.9822,70.79
QC176034,1891,Ponsonby,QC160029,1901,Ponsonby,QC,1.0,72.22
QC176036,1891,Portland W-O,QC160031,1901,Portland West—Ouest,QC,1.0,51.9
QC176038,1891,Ripon,QC160032,1901,Ripon,QC,1.0,72.22
QC176039,1891,St. André Avelin,QC160033,1901,St. André-Avellin,QC,1.0,65.86
QC176041,1891,St. Malachie,QC160035,1901,St. Malachie,QC,1.0,72.22
QC176009,1891,"Buckingham, Town—Ville",QC160002,1901,"Buckingham, Town—Ville",QC,0.9999,72.22
QC176029,1891,"Montebello, Village",QC160022,1901,"Montebello, Village",QC,1.0,72.22
QC176045,1891,"Thurso, Village",QC160037,1901,"Thurso, Village",QC,1.0,72.22
QC161003,1891,Sault St. Louis,QC148010,1901,Sault St. Louis,QC,1.0,76.0
QC155020,1891,"St. Joseph, Riv. des Prairies",QC163005,1901,Rivière des Prairies,QC,1.0,58.57
QC155021,1891,"St. Léonard, Port Maurice",QC163009,1901,St. Léonard de Port Maurice,QC,1.0,77.47
QC164009,1891,St. Joseph,QC164009,1901,St. Joseph de Lévis,QC,1.0,78.28
QC164012,1891,St. Romuald d’Etchemin,QC164012,1901,St. Romuald,QC,1.0,76.67
QC165002,1891,Elgin & Taché,QC165009,1901,Ste. Perpétue,QC,1.0,46.15
QC166007,1891,"Ste. Emilie & Leclercville, Village",QC166009,1901,Ste. Emilie,QC,0.9862,63.48
QC155007,1891,"Montréal, Hochelaga, Ward—Quartier",QC167002,1901,"Montreal, Hochelaga, Ward—Quartier",QC,0.9934,73.94
QC155010,1891,"Mile End, Village",QC167007,1901,"St. Louis, Town—Ville",QC,1.0,35.47
QC168001,1891,Halifax N,QC169002,1901,"Halifax, North—Nord",QC,1.0,75.0
QC168002,1891,Halifax S,QC169003,1901,"Halifax, South—Sud",QC,0.9872,76.67
QC168004,1891,Ireland N,QC169005,1901,"Ireland, North—Nord",QC,1.0,75.0
QC168005,1891,Ireland S & Coleraine,QC169006,1901,"Ireland, South—Sud",QC,0.9998,65.9
QC168006,1891,Leeds E,QC169009,1901,"Leeds, East—Est",QC,1.0,74.55
QC168014,1891,Thetford N,QC169018,1901,"Thetford, North—Nord",QC,1.0,76.67
QC168010,1891,Somerset N,QC169016,1901,"Somerset, North—Nord",QC,1.0,76.67
QC168015,1891,Thetford S,QC169019,1901,"Thetford, South—Sud",QC,1.0,78.28
QC169006,1891,Farnham W-O,QC170006,1901,"Farnham, West—Ouest",QC,1.0,76.67
QC169009,1891,"N.-D. de Stanbridge, Village",QC191002,1901,"Notre-Dame de Stanbridge, Village",QC,1.0,65.67
QC169013,1891,St. George de Clarenceville,QC170012,1901,St. George,QC,1.0,67.84
QC169018,1891,St. Ignace,QC170013,1901,St. Ignace de Stanbridge,QC,1.0,71.18
QC170002,1891,"St. Calixte, Village",QC171002,1901,St. Calixte,QC,1.0,79.68
QC171007,1891,St. François de la Rivière du Sud,QC172007,1901,St. François,QC,1.0,67.33
QC173009,1891,"Montréal, West, Ward—Quartier",QC174003,1901,"Montreal, West Ward—Quartier Ouest",QC,0.9948,71.05
QC173004,1891,"Montréal, St. Antoine, Ward—Quartier",QC175001,1901,"Montreal, St. Antoine Ward—Quartier",QC,1.0,77.54
QC173005,1891,"Montréal, St. James', Ward—Quartier",QC176002,1901,"Montreal, St. James Ward—Quartier St. Jacques",QC,1.0,66.5
QC173006,1891,"Montréal, St. Lawrence, Ward—Quartier",QC177001,1901,"Montreal, St. Laurent Ward—Quartier",QC,1.0,72.72
QC173007,1891,"Montréal, St. Louis, Ward—Quartier",QC177002,1901,"Montreal, St. Louis Ward—Quartier",QC,1.0,77.37
QC173008,1891,"Montréal, St. Mary’s, Ward—Quartier",QC178001,1901,"Montreal, St. Mary’s Ward—Quartier Ste. Marie",QC,1.0,68.52
QC177016,1891,Onslow N,QC180016,1901,"Onslow, North—Nord",QC,1.0,73.08
QC177017,1891,Onslow S,QC180017,1901,"Onslow, South—Sud",QC,1.0,74.8
QC179001,1891,Banlieu,QC182001,1901,"Québec, Banlieue (Notre-Dame de Québec)",QC,1.0,45.59
QC180005,1891,St. Ambroise de la J. Lorette,QC185004,1901,St. Ambroise,QC,1.0,70.98
QC180008,1891,"St. Dunstan, Lac Beauport",QC185007,1901,St. Dunstan,QC,1.0,72.78
QC181006,1891,St. Marcel,QC138010,1901,St. Marcel,QC,1.0,70.0
QC182016,1891,St. Fortunat de Wolfeston,QC187026,1901,St. Fortunat,QC,1.0,75.41
QC182007,1891,Ham S,QC187027,1901,"St. Joseph de Ham, South—Sud",QC,1.0,51.21
QC182010,1891,Richmond,QC187009,1901,"Richmond, Town—Ville",QC,1.0,70.0
QC182003,1891,Danville,QC187004,1901,"Danville, Village",QC,1.0,74.8
QC183003,1891,Dalibaire,QC188017,1901,St. Edouard des Mechins (Dalibaire),QC,1.0,58.64
QC183033,1891,Tessier,QC188026,1901,St. Luc (Tessier),QC,1.0,70.83
QC183010,1891,Romieux,QC188032,1901,St. Paul des Capucins (Romieux),QC,1.0,55.79
QC184013,1891,St. Michel de Rougemont,QC189013,1901,St. Michel,QC,1.0,72.42
QC186001,1891,St. Bernard de Lacolle,QC170011,1901,St. Bernard de Lacolle,QC,1.0,73.33
QC188001,1891,Ely,QC192001,1901,"Ely, South—Sud",QC,1.0,54.71
QC188008,1891,Stukely N,QC192014,1901,"Stukely, North—Nord",QC,1.0,75.0
QC188009,1891,Stukely S,QC192015,1901,"Stukely, South, Sud",QC,1.0,75.0
QC190007,1891,St. Joseph,QC194007,1901,St. Joseph de Soulanges,QC,0.9996,72.42
QC193011,1891,St. Louis,QC197012,1901,St. Louis de Terrebonne,QC,0.9908,69.38
QC187003,1891,St. Boniface,QC198008,1901,St. Boniface (Shawinigan),QC,1.0,62.33
QC195009,1891,Très St. Sacrement,QC199010,1901,Très-St. Rédempteur,QC,1.0,75.41
QC176002,1891,Aumond,QC200001,1901,Aumond,QC,1.0,74.62
QC176003,1891,Aylwin,QC200003,1901,Aylwin,QC,1.0,74.62
QC176006,1891,Bouchette,QC200005,1901,Bouchette,QC,1.0,74.62
QC176011,1891,Cameron,QC200008,1901,Cameron,QC,1.0,74.62
QC176014,1891,Eardley,QC200009,1901,Eardley,QC,1.0,74.62
QC176015,1891,Egan,QC200010,1901,Egan,QC,1.0,74.62
QC176017,1891,Hincks,QC200011,1901,Hincks,QC,1.0,74.62
QC176020,1891,Kensington,QC200014,1901,Kensington,QC,1.0,74.62
QC176025,1891,Low,QC200015,1901,Low,QC,1.0,74.62
QC176028,1891,Masham,QC200017,1901,Masham,QC,1.0,74.62
QC176032,1891,Northfield,QC200018,1901,Northfield,QC,1.0,74.62
QC176042,1891,"Sicotte, Lytton & Baskatong",QC200020,1901,"Sicotte, Lytton & Baskatong",QC,1.0,74.62
QC176044,1891,Templeton,QC200021,1901,Templeton,QC,1.0,74.62
QC176049,1891,Wright,QC200025,1901,Wright,QC,1.0,74.62
QC176018,1891,"Hull, City—Cité",QC200012,1901,"Hull, City—Cité",QC,1.0,74.62
QC176004,1891,"Aylmer, Town—Ville",QC200002,1901,"Aylmer, Town—Ville",QC,1.0,74.62
QC176026,1891,Maniwaki,QC200016,1901,Maniwaki,QC,1.0,74.62
QC176033,1891,Pointe Gatineau,QC200019,1901,"Pointe Gatineau, Village",QC,1.0,58.46
QC149028,1891,Isle of Anticosti,QC149045,1901,Île d'Anticosti,QC,1.0,79.77
QC176035,1891,Portland E,QC160030,1901,Portland East—Est,QC,1.0,54.07
QC155003,1891,"Côte St. Louis, Town—Ville",QC167005,1901,"Montreal, St. Denis, Ward—Quartier",QC,1.0,38.0
QC155999,1891,NO DATA,QC157999,1901,NO DATA,QC,1.0,77.5
QC167012,1891,Unorganized Territory,QC168012,1901,Unorganized territory—Territoire non-organisé,QC,1.0,74.55
QC169008,1891,Notre-Dame des Anges,QC191001,1901,Notre-Dame des Anges,QC,1.0,76.0
QC155019,1891,"Montréal, St. Jean-Baptiste, Ward—Quartier",QC167006,1901,"Montreal, St. Jean-Baptiste, Ward—Quartier",QC,1.0,74.33
QC183012,1891,Ste. Anne de la Pointe au Père,QC188011,1901,Ste. Anne,QC,1.0,62.31
QC183020,1891,Ste. Félicité & Cherbourg,QC188019,1901,Ste. Félicité,QC,1.0,77.89
QC192009,1891,Raudot & St. Jean de Dieu,QC196019,1901,St. Jean de Dieu & Raudot,QC,1.0,72.07
QC149011,1891,Indian Reserve,QC149012,1901,Ind. Reserve Ouiatchouan,QC,1.0,67.8
QC155009,1891,"Maisonneuve, Town—Ville",QC167003,1901,"Maisonneuve, Town—Ville",QC,0.9963,76.0
QC180004,1891,Stoneham and Tewkesbury,QC185012,1901,"Stoneham, Tewkesbury & Unorg. Territory",QC,0.9956,72.9
QC187009,1891,Unorganized Territory,QC198015,1901,Unorg. territory—Ter. non-organisé,QC,1.0,55.1
QC149004,1891,L’Anse St. Jean,QC149025,1901,St. Jean,QC,0.9889,75.97
QC176019,1891,Hull,QC200013,1901,Hull,QC,1.0,74.62
QC146018,1891,Unorganized Territory,QC146022,1901,Unorg. ter—Ter. non-organisé,QC,1.0,64.29
MB006015,1901,"Virden, Town—Ville",MB015008,1911,Virden t-v,MB,1.0,75.0
MB009011,1901,"Dauphin, Town—Ville",MB016003,1911,Dauphin t-v,MB,1.0,54.17
MB007013,1901,"Morden, Village",MB017002,1911,Morden t-v,MB,1.0,74.8
MB007010,1901,"Gretna, Village",MB017003,1911,Gretna vl (T1 R1 MW1),MB,1.0,65.0
MB007007,1901,"Manitou, Village",MB017004,1911,Manitou vl (T3 R8 MW1),MB,1.0,66.84
MB007009,1901,"Plum Coulee, Village",MB017006,1911,Plum Coulee vl (T3 R3 MW1),MB,1.0,72.61
MB007003,1901,"Carman, Village",MB018012,1911,Carman t-v,MB,1.0,48.8
MB009004,1901,"Birtle, Town—Ville",MB019003,1911,Birtle t-v,MB,1.0,75.0
MB008001,1901,"Carberry, Town—Ville",MB020004,1911,Carberry t-v,MB,1.0,54.79
MB008007,1901,"Neepawa, Town—Ville",MB020006,1911,Neepawa t-v,MB,1.0,53.33
MB011003,1901,"East Selkirk, Town—Ville",MB022006,1911,St. Peters,MB,1.0,54.71
MB011011,1901,"Selkirk, Town—Ville",MB022011,1911,Selkirk t-v,MB,1.0,76.67
MB006010,1901,"Boissevain, Town—Ville",MB023002,1911,Boissevain t-v,MB,1.0,55.17
ON092001,1901,Aird Island,ON054001,1911,Aird Island,ON,1.0,73.53
ON092005,1901,"Balfour, Chelmsford & unorganized territory— Ter. non-organisé",ON054005,1911,Balfour & Morgan,ON,0.9864,30.45
ON092013,1901,Cartier,ON054016,1911,Cartier,ON,1.0,73.53
ON044086,1901,Cockburn Island,ON054019,1911,Cockburn,ON,1.0,74.41
ON092017,1901,Collins Inlet,ON054020,1911,Collins,ON,1.0,52.53
ON044088,1901,"Gore Bay, Town—Ville",ON054115,1911,Gore Bay t-v,ON,1.0,73.84
ON044090,1901,"Little Current, Town—Ville",ON054116,1911,Little Current t-v,ON,1.0,79.81
ON044029,1901,"Thessalon, Town—Ville",ON054118,1911,Thessalon t-v,ON,1.0,75.13
ON044024,1901,St. Joseph,ON055023,1911,St. Joseph Island,ON,1.0,74.35
ON044078,1901,White River,ON055037,1911,White River vl non incor,ON,1.0,66.5
ON127004,1901,"Brantford, East—Est",ON056001,1911,Brantford E,ON,1.0,60.16
ON102001,1901,Burford,ON056002,1911,Burford,ON,1.0,75.45
ON127005,1901,"Dumfries, South—Sud",ON056003,1911,Dumfries,ON,1.0,50.31
ON046003,1901,Onondaga,ON056004,1911,Onondago,ON,1.0,75.54
ON046004,1901,"Paris, Town—Ville",ON056006,1911,Paris t-v,ON,1.0,57.36
ON102006,1901,Oakland,ON057001,1911,Oakland,ON,1.0,79.23
ON046002,1901,"Brantford, West—Ouest",ON057002,1911,Brantford W-O,ON,1.0,66.21
ON046001,1901,"Brantford, City—Cité",ON057003,1911,Brantford c,ON,1.0,66.48
ON083009,1901,"Yonge & Escott, Front",ON058002,1911,Yonge & Escott front,ON,1.0,72.91
ON083010,1901,"Yonge & Escott, Rear",ON058003,1911,Yonge & Escott rear,ON,1.0,72.82
ON083001,1901,"Athens, Village",ON058005,1911,Athens vl,ON,1.0,57.12
ON049001,1901,Albemarle & Cape Croker Ind. Reserve,ON059001,1911,Albemarle & Cape Croker I R,ON,1.0,77.5
ON049002,1901,Amabel & Saugeen Ind. Reserve,ON059002,1911,Amabel & Saugeen I R,ON,0.9927,74.64
ON050004,1901,"Kincardine, Town—Ville",ON059010,1911,Kincardine t-v,ON,1.0,65.56
ON049012,1901,"Wiarton, Town—Ville",ON059011,1911,Wiarton t-v,ON,1.0,64.17
ON050007,1901,"Port Elgin, Village",ON059013,1911,Port Elgin vl,ON,1.0,71.88
ON049010,1901,"Southampton, Village",ON059014,1911,Southampton vl,ON,1.0,75.15
ON049011,1901,"Tara, Village",ON059015,1911,Tara vl,ON,1.0,66.5
ON050009,1901,"Tiverton, Village",ON059016,1911,Tiverton vl,ON,1.0,70.0
ON049004,1901,"Chesley, Village",ON060008,1911,Chesley t-v,ON,1.0,61.67
ON048006,1901,"Walkerton, Town—Ville",ON060009,1911,Walkerton t-v,ON,1.0,68.5
ON050006,1901,"Lucknow, Village",ON060010,1911,Lucknow vl,ON,1.0,71.35
