var_code,label,category,unit,source_tables,year_count,comparable_across_years,presence_count,quality
VAR_POP_BF_N,Number of blind females,POP,persons,"1851:V1T3,1861:V1T5",2,true,539,signal
VAR_POP_BM_N,Number of blind males,POP,persons,"1851:V1T3,1861:V1T5",2,true,704,signal
VAR_POP_BX_N,Number of blind persons,POP,persons,1871:V1T1,1,false,34,sparse
VAR_POP_F,Number of females in the population,POP,persons,"1911:V1T1,1921:V1T16",2,true,8585,signal
VAR_POP_FDD_N,Number of deaf and dumb females,POP,persons,"1851:V1T3,1861:V1T5",2,true,659,signal
VAR_POP_FD_N,Number of divorced females,POP,persons,1901:V1T7,1,false,213,signal
VAR_POP_FL_N,Number of lunatic females,POP,persons,"1851:V1T3,1861:V1T5",2,true,993,signal
VAR_POP_FMAF_N,Female members of the family who are absent,POP,persons,1851:V1T3,1,false,715,signal
VAR_POP_FMAM_N,Male members of the family who are present,POP,persons,1851:V1T3,1,false,762,signal
VAR_POP_FMF_N,Female members of the family who are present,POP,persons,"1851:V1T3,1861:V1T5",2,true,1925,signal
VAR_POP_FMM_N,Male members of the family who are present,POP,persons,"1851:V1T3,1861:V1T5",2,true,1925,signal
VAR_POP_FM_N,Number of married females,POP,persons,"1851:V1T3,1861:V1T5,1871:V1T1,1881:V1T1,1891:V1T3,1901:V1T7",6,true,11423,signal
VAR_POP_FNMF_N,Females present who are not members of the family,POP,persons,"1851:V1T3,1861:V1T5",2,true,1863,signal
VAR_POP_FNMM_N,Males present who are not members of the family,POP,persons,"1851:V1T3,1861:V1T5",2,true,1878,signal
VAR_POP_FS_N,Number of single females,POP,persons,"1851:V1T3,1861:V1T5,1901:V1T7",3,true,5124,signal
VAR_POP_FW_N,Number of widowed females,POP,persons,"1851:V1T3,1861:V1T5,1871:V1T1,1881:V1T1,1891:V1T3,1901:V1T7",6,true,11120,signal
VAR_POP_FX_N,Number of females,POP,persons,"1851:V1T3,1861:V1T5,1871:V1T1,1881:V1T1,1891:V1T3,1901:V1T7",6,true,11436,signal
VAR_POP_M,Number of males in the population,POP,persons,"1911:V1T1,1921:V1T16",2,true,8769,signal
VAR_POP_MDD_N,Number of deaf and dumb males,POP,persons,"1851:V1T3,1861:V1T5",2,true,826,signal
VAR_POP_MD_N,Number of divorced males,POP,persons,1901:V1T7,1,false,224,signal
VAR_POP_ML_N,Number of lunatic males,POP,persons,"1851:V1T3,1861:V1T5",2,true,1040,signal
VAR_POP_MM_N,Number of married males,POP,persons,"1851:V1T3,1861:V1T5,1871:V1T1,1881:V1T1,1891:V1T3,1901:V1T7",6,true,11416,signal
VAR_POP_MS_N,Number of single males,POP,persons,"1851:V1T3,1861:V1T5,1901:V1T7",3,true,5116,signal
VAR_POP_MW_N,Number of widowed males,POP,persons,"1851:V1T3,1861:V1T5,1871:V1T1,1881:V1T1,1891:V1T3,1901:V1T7",6,true,11179,signal
VAR_POP_MX_N,Number of males,POP,persons,"1851:V1T3,1861:V1T5,1871:V1T1,1881:V1T1,1891:V1T3,1901:V1T7",6,true,11442,signal
VAR_POP_PER_SQ_MI,Population per square mile,POP,persons_per_sq_mi,1911:V1T1,1,false,2376,signal
VAR_POP_RM_N,Number of persons married in the past year,POP,persons,1871:V1T1,1,false,67,sparse
VAR_POP_SX_N,Number of persons at sea,POP,persons,"1851:V1T1,1861:V1T1",2,true,326,signal
VAR_POP_TOT,Total population,POP,persons,"1911:V1T1,1921:V1T16",2,true,8771,signal
VAR_POP_XDD_N,Number of deaf and dumb persons,POP,persons,1871:V1T1,1,false,33,sparse
VAR_POP_XF_N,Number of families,POP,persons,"1851:V1T3,1871:V1T1,1881:V1T1,1891:V1T2,1901:V1T7",5,true,10436,signal
VAR_POP_XI_N,Number of insane persons,POP,persons,1871:V1T1,1,false,51,sparse
VAR_POP_XM_N,Number of married persons,POP,persons,"1871:V1T1,1881:V1T1,1891:V1T3",3,true,6380,signal
VAR_POP_XS_N,Number of single persons,POP,persons,1871:V1T1,1,false,71,sparse
VAR_POP_XW_N,Number of widowed persons,POP,persons,"1871:V1T1,1881:V1T1,1891:V1T3",3,true,6280,signal
VAR_POP_XX_N,Total population,POP,persons,"1851:V1T3,1861:V1T5,1871:V1T1,1881:V1T1,1891:V1T3,1901:V1T7",6,true,11623,signal
VAR_POT_XX_A,Acres of potatoes,AGR,acres,"1851:V2T6,1861:V2T11,1881:V3T24,1891:V4T2",4,true,6348,signal
VAR_POT_XX_B,Bushels of potatoes produced in the past year,AGR,bushels,"1851:V2T6,1861:V2T11,1871:V1T1,1881:V3T24,1891:V4T2",5,true,6441,signal
VAR_PRESBYTERIANS,Number of Presbyterians,REL,persons,"1911:V2T2,1921:V1T38",2,true,6008,signal
VAR_PROTESTANTS,Number of Protestants (general / no denomination specified),REL,persons,"1911:V2T2,1921:V1T38",2,true,1496,signal
VAR_REL_BC_N,Number of Bible Christians,REL,persons,1871:V1T1,1,false,44,sparse
VAR_REL_BX_N,Number of Baptists,REL,persons,1871:V1T1,1,false,62,sparse
VAR_REL_CE_N,Number of members of the Church of England,REL,persons,1871:V1T1,1,false,66,sparse
VAR_REL_KS_N,Number of members of the Kirk of Scotland,REL,persons,1871:V1T1,1,false,60,sparse
VAR_REL_ME_N,Number of Methodists,REL,persons,1871:V1T1,1,false,64,sparse
VAR_REL_OTH_N,Number of members of other denominations,REL,persons,1871:V1T1,1,false,45,sparse
VAR_REL_PP_N,Number of members of the Presbyterian Church of the Lower Provinces,REL,persons,1871:V1T1,1,false,70,sparse
VAR_REL_QU_N,Number of Quakers,REL,persons,1871:V1T1,1,false,6,sparse
VAR_REL_RC_N,Number of Roman Catholics,REL,persons,1871:V1T1,1,false,71,sparse
VAR_REL_UN_N,Number of Universalists,REL,persons,1871:V1T1,1,false,13,sparse
VAR_ROMAN_CATHOLICS,Number of Roman Catholics,REL,persons,"1911:V2T2,1921:V1T38",2,true,7406,signal
VAR_ROOT_CX_B,Bushels of carrots produced in the past year,AGR,bushels,"1851:V2T6,1861:V2T11",2,true,1277,signal
VAR_ROOT_MW_A,Acres of mangel wurtzel,AGR,acres,1861:V2T11,1,false,445,signal
VAR_ROOT_MW_B,Bushels of mangel wurtzel produced in the past year,AGR,bushels,"1851:V2T6,1861:V2T11",2,true,936,signal
VAR_ROOT_OTH_B,Bushels of other root crops produced in the past year,AGR,bushels,"1871:V1T1,1881:V3T24",2,true,2078,signal
VAR_ROOT_TX_A,Acres of turnips,AGR,acres,"1851:V2T6,1861:V2T11,1891:V4T2",3,true,3817,signal
VAR_ROOT_TX_B,Bushels of turnips produced in the past year,AGR,bushels,"1851:V2T6,1861:V2T11,1871:V1T1,1881:V3T24,1891:V4T2",5,true,6051,signal
VAR_RUSSIAN,Number of persons of Russian origin,ETH,persons,1911:V2T7,1,false,392,signal
VAR_RYE_XX_A,Acres of rye,AGR,acres,"1851:V2T6,1861:V2T11",2,true,1389,signal
VAR_RYE_XX_B,Bushels of rye produced in the past year,AGR,bushels,"1851:V2T6,1861:V2T11,1881:V3T24,1891:V4T2",4,true,3996,signal
VAR_R_NUM_OF_DWELLINGS,Rural number of dwellings (CD-level),BLD,buildings,,0,false,0,undocumented
VAR_R_NUM_OF_HOUSEHOLDS,Rural number of households (CD-level),POP,households,,0,false,0,undocumented
VAR_R_POP_TOT,Rural population (CD-level),POP,persons,,0,false,0,undocumented
VAR_SALVATION_ARMY,Number of Salvation Army adherents,REL,persons,"1911:V2T2,1921:V1T38",2,true,1597,signal
VAR_SCANDINAVIAN,Number of persons of Scandinavian origin,ETH,persons,1911:V2T7,1,false,856,signal
VAR_SHP_WC_LB,Pounds of coarse wool produced on farms in the past year,AGR,pounds,1891:V4T3,1,false,2332,signal
VAR_SHP_WF_LB,Pounds of fine wool produced on farms in the past year,AGR,pounds,1891:V4T3,1,false,1599,signal
VAR_SHP_WX_LB,Pounds of wool produced on farms in the past year,AGR,pounds,"1851:V2T6,1861:V2T11",2,true,1756,signal
VAR_SHP_XS_N,Number of sheep slaughtered or sold,AGR,head,1891:V4T3,1,false,2266,signal
VAR_SHP_XX_N,Number of sheep,AGR,head,"1851:V2T6,1861:V2T11,1871:V1T1,1891:V4T3",4,true,4279,signal
VAR_SILO_XX_T,Capacity of silos (tons),AGR,gallons,1891:V2T16,1,false,373,signal
VAR_STO_XX_V,Value of all livestock,AGR,dollars,1861:V2T11,1,false,1062,signal
VAR_SWISS,Number of persons of Swiss origin,ETH,persons,1911:V2T7,1,false,464,signal
VAR_SWN_PX_BL,Barrels of pork produced in the past year,AGR,barrels,"1851:V2T6,1861:V2T11",2,true,1746,signal
VAR_SWN_XS_N,Number of swine slaughtered or sold,AGR,head,1891:V4T3,1,false,2376,signal
VAR_SWN_XX_N,Number of swine,AGR,head,"1851:V2T6,1861:V2T11,1871:V1T1,1891:V4T3",4,true,4369,signal
VAR_TAN_EX_N,Number of employees in tanneries,MFG,persons,1851:V2T7,1,false,422,signal
VAR_TAN_NR_N,Number of tanneries not reporting,MFG,establishments,1851:V2T7,1,false,434,signal
VAR_TAN_PX_LB,Pounds of leather produced in tanneries in the past year,MFG,pounds,1871:V1T1,1,false,33,sparse
VAR_TAN_PX_V,Value of leather produced in tanneries in the past year (pounds sterling),MFG,dollars,1851:V2T7,1,false,417,signal
VAR_TAN_XC_N,Number of tanneries returning capital,MFG,establishments,1851:V2T7,1,false,440,signal
VAR_TAN_XR_N,Number of tanneries reporting,MFG,establishments,1851:V2T7,1,false,462,signal
VAR_TAN_XX_N,Number of tanneries,MFG,establishments,"1851:V2T7,1871:V1T1",2,true,596,signal
VAR_TOB_XX_LB,Pounds of tobacco produced in the past year,AGR,pounds,"1851:V2T6,1871:V1T1",2,true,451,signal
VAR_T_NUM_OF_DWELLINGS,Total (rural + urban) number of dwellings (CD-level),BLD,buildings,,0,false,0,undocumented
VAR_T_NUM_OF_HOUSEHOLDS,Total (rural + urban) number of households (CD-level),POP,households,,0,false,0,undocumented
VAR_T_POP_TOT,Total (rural + urban) population (CD-level),POP,persons,,0,false,0,undocumented
VAR_UNSPECIFIED,Number of persons whose religion or origin is unspecified,REL,persons,"1911:V2T7,1921:V1T27",2,true,3167,signal
VAR_U_NUM_OF_DWELLINGS,Urban number of dwellings (CD-level),BLD,buildings,,0,false,0,undocumented
VAR_U_NUM_OF_HOUSEHOLDS,Urban number of households (CD-level),POP,households,,0,false,0,undocumented
VAR_U_POP_TOT,Urban population (CD-level),POP,persons,,0,false,0,undocumented
VAR_VARIOUS_SECTS,Number of adherents of various sects (residual category in 1911),REL,persons,1911:V2T2,1,false,1287,signal
VAR_VAX_SN_N,Number of persons neither infected with smallpox nor vaccinated,POP,persons,1871:V1T1,1,false,70,sparse
VAR_WAG_CT_N,"Number of carts, trucks, and truck-wagons",MFG,establishments,1871:V1T1,1,false,71,sparse
VAR_WHT_SX_A,Acres of spring wheat,AGR,acres,1861:V2T11,1,false,988,signal
VAR_WHT_SX_B,Bushels of spring wheat produced in the past year,AGR,bushels,"1861:V2T11,1881:V3T24,1891:V4T2",3,true,5058,signal
VAR_WHT_WX_A,Acres of winter wheat,AGR,acres,1861:V2T11,1,false,574,signal
VAR_WHT_WX_B,Bushels of winter wheat produced in the past year,AGR,bushels,"1861:V2T11,1871:V1T1,1881:V3T24,1891:V4T2",4,true,2577,signal
VAR_WHT_XX_A,Acres of wheat,AGR,acres,"1851:V2T6,1881:V3T24,1891:V4T2",3,true,4930,signal
VAR_WHT_XX_B,Bushels of wheat produced in the past year,AGR,bushels,"1851:V2T6,1871:V1T1",2,true,870,signal
VAR_WOOD_EX_N,Number of employees in saw mills,MFG,persons,1851:V2T7,1,false,715,signal
VAR_WOOD_NR_N,Number of saw mills not reporting,MFG,establishments,1851:V2T7,1,false,635,signal
VAR_WOOD_PD_LF,Feet of lumber produced daily by saw mills reporting daily production,MFG,feet,1851:V2T7,1,false,310,signal
VAR_WOOD_PD_N,Number of saw mills reporting daily production,MFG,establishments,1851:V2T7,1,false,318,signal
VAR_WOOD_PL_LG,Logs produced by saw mills reporting production by number of logs,MFG,establishments,1851:V2T7,1,false,202,signal
VAR_WOOD_PL_N,Number of saw mills reporting production by number of logs,MFG,establishments,1851:V2T7,1,false,219,signal
VAR_WOOD_PX_N,Number of saw mills reporting value of annual production or rent,MFG,establishments,1851:V2T7,1,false,512,signal
VAR_WOOD_PX_V,Value of annual production or rent from saw mills (pounds sterling),MFG,dollars,1851:V2T7,1,false,513,signal
VAR_WOOD_PY_LF,Feet of lumber produced per year by saw mills reporting annual production,MFG,feet,1851:V2T7,1,false,579,signal
VAR_WOOD_PY_N,Number of saw mills reporting annual production,MFG,establishments,1851:V2T7,1,false,585,signal
VAR_WOOD_SL_N,Number of shingle and lath mills,MFG,establishments,1871:V1T1,1,false,48,sparse
VAR_WOOD_SX_N,Number of saw mills powered by steam,MFG,establishments,1851:V2T7,1,false,541,signal
VAR_WOOD_WX_N,Number of saw mills powered by water,MFG,establishments,1851:V2T7,1,false,752,signal
VAR_WOOD_XC_N,Number of saw mills returning capital,MFG,establishments,1851:V2T7,1,false,705,signal
VAR_WOOD_XC_V,Value of capital returned by saw mills (pounds sterling),MFG,dollars,1851:V2T7,1,false,706,signal
VAR_WOOD_XP_N,Number of saw mill plants,MFG,establishments,1851:V2T7,1,false,422,signal
VAR_WOOD_XX_N,Number of saw mills,MFG,establishments,"1851:V2T7,1871:V1T1",2,true,816,signal
VAR_WOOL_EX_N,Number of employees in woollen factories,MFG,persons,1851:V2T7,1,false,207,signal
VAR_WOOL_NR_N,Number of woollen factories not reporting,MFG,establishments,1851:V2T7,1,false,106,signal
VAR_WOOL_PC_YD,Yards of cloth produced in woollen factories in the past year,MFG,yards,1851:V2T7,1,false,198,signal
VAR_WOOL_PX_V,Value of cloth produced in woollen factories in the past year (pounds sterling),MFG,dollars,1851:V2T7,1,false,198,signal
VAR_WOOL_XC_N,Number of woollen factories returning capital,MFG,establishments,1851:V2T7,1,false,254,signal
VAR_WOOL_XR_N,Number of woollen factories reporting,MFG,establishments,1851:V2T7,1,false,279,signal
VAR_WOOL_XX_N,Number of woollen factories,MFG,establishments,1851:V2T7,1,false,293,signal
