from,to,length_m
SK178019_1921,SK182003_1921,29181.66
SK178020_1921,SK178040_1921,5999.91
SK178020_1921,SK178021_1921,30132.47
SK178020_1921,SK182004_1921,29161.22
SK178021_1921,SK178033_1921,5999.92
SK178021_1921,SK178043_1921,5999.91
SK178021_1921,SK178022_1921,39081.49
SK178021_1921,SK183001_1921,29147.86
SK178022_1921,SK178023_1921,41980.86
SK178022_1921,SK178035_1921,5999.89
SK178022_1921,SK183002_1921,29135.41
SK178023_1921,SK178031_1921,5999.89
SK178023_1921,SK178024_1921,44949.45
SK178023_1921,SK183003_1921,19439.46
SK178024_1921,SK183004_1921,23635.97
SK179001_1921,SK179023_1921,3378.65
SK179001_1921,SK179041_1921,5999.94
SK179001_1921,SK179002_1921,29308.56
SK179001_1921,SK179005_1921,39832.89
SK179001_1921,SK179017_1921,41316.15
SK179002_1921,SK179003_1921,29437.84
SK179002_1921,SK179035_1921,5999.91
SK179002_1921,SK179031_1921,5999.91
SK179002_1921,SK179006_1921,29218.46
SK179003_1921,SK179020_1921,5999.91
SK179003_1921,SK179040_1921,5999.89
SK179003_1921,SK179004_1921,29889.39
SK179003_1921,SK179033_1921,5999.9
SK179003_1921,SK179007_1921,29347.68
SK179004_1921,SK180001_1921,30023.89
SK179004_1921,SK179008_1921,29265.07
SK179005_1921,SK179038_1921,4134.54
SK179005_1921,SK179017_1921,32375.48
SK179005_1921,SK179006_1921,29190.22
SK179005_1921,SK179019_1921,5999.95
SK179005_1921,SK179009_1921,19722.0
SK179006_1921,SK179007_1921,29225.2
SK179006_1921,SK179039_1921,5999.89
SK179006_1921,SK179010_1921,29227.11
SK179007_1921,SK179008_1921,29222.34
SK179007_1921,SK179011_1921,29003.02
SK179007_1921,SK179018_1921,5999.91
SK179008_1921,SK179037_1921,5999.92
SK179008_1921,SK179025_1921,5999.91
SK179008_1921,SK180005_1921,29254.99
SK179008_1921,SK179032_1921,5999.94
SK179008_1921,SK179011_1921,127.03
SK179008_1921,SK179012_1921,29130.94
SK179009_1921,SK179017_1921,49045.84
SK179009_1921,SK179010_1921,25319.17
SK179009_1921,SK179028_1921,5999.92
SK179009_1921,SK179013_1921,29225.54
SK179010_1921,SK179011_1921,25378.45
SK179010_1921,SK179017_1921,58086.42
SK179010_1921,SK179014_1921,28979.8
SK179011_1921,SK179022_1921,5999.92
SK179011_1921,SK179012_1921,25318.99
SK179011_1921,SK179015_1921,29024.65
SK179012_1921,SK180005_1921,73.93
SK179012_1921,SK179030_1921,5999.88
SK179012_1921,SK180009_1921,15712.13
SK179012_1921,SK179026_1921,5999.92
SK179012_1921,SK179016_1921,28984.53
SK179012_1921,SK180013_1921,9607.64
SK179013_1921,SK179021_1921,4306.53
SK179013_1921,SK179014_1921,28825.65
SK179013_1921,SK184001_1921,26862.76
SK179014_1921,SK179015_1921,28942.68
SK179014_1921,SK179027_1921,5999.91
SK179014_1921,SK179024_1921,5999.91
SK179014_1921,SK179034_1921,5999.89
SK179014_1921,SK184002_1921,29003.6
SK179015_1921,SK179029_1921,5999.91
SK179015_1921,SK179016_1921,29268.41
SK179015_1921,SK184003_1921,29048.79
SK179015_1921,SK179036_1921,5999.89
SK179016_1921,SK180013_1921,29617.98
SK179016_1921,SK184004_1921,29086.86
SK180001_1921,SK180024_1921,5999.92
SK180001_1921,SK180025_1921,6650.6
SK180001_1921,SK180027_1921,2752.89
SK180001_1921,SK180002_1921,30288.96
SK180001_1921,SK180005_1921,29348.86
SK180002_1921,SK180029_1921,6646.29
SK180002_1921,SK180003_1921,28344.23
SK180002_1921,SK180031_1921,5999.92
SK180002_1921,SK180033_1921,5999.91
SK180002_1921,SK180006_1921,29335.83
SK180002_1921,SK180017_1921,30458.14
SK180003_1921,SK180004_1921,30230.98
SK180003_1921,SK180007_1921,31480.55
SK180003_1921,SK180017_1921,58701.69
SK180004_1921,SK181001_1921,30512.35
SK180004_1921,SK180008_1921,29135.84
SK180005_1921,SK180006_1921,29259.32
SK180005_1921,SK180023_1921,5999.95
SK180005_1921,SK180009_1921,29030.12
SK180006_1921,SK180007_1921,19546.68
SK180006_1921,SK180009_1921,141.51
SK180006_1921,SK180010_1921,28950.52
SK180006_1921,SK180011_1921,9755.48
SK180007_1921,SK180035_1921,3233.59
SK180007_1921,SK180037_1921,4742.76
SK180007_1921,SK180038_1921,4782.97
SK180007_1921,SK180017_1921,56545.75
SK180007_1921,SK180008_1921,17586.45
SK180007_1921,SK180011_1921,16164.11
SK180008_1921,SK180038_1921,2327.84
SK180008_1921,SK180039_1921,5999.92
SK180008_1921,SK180040_1921,5999.92
SK180008_1921,SK181006_1921,28889.24
SK180008_1921,SK180011_1921,10918.35
SK180008_1921,SK180012_1921,27666.8
SK180009_1921,SK180017_1921,14723.66
SK180009_1921,SK180032_1921,1347.75
SK180009_1921,SK180010_1921,18350.63
SK180009_1921,SK180013_1921,32826.81
SK180010_1921,SK180017_1921,5790.97
SK180010_1921,SK180032_1921,2337.73
SK180010_1921,SK180022_1921,6302.12
SK180010_1921,SK180011_1921,25446.21
SK180010_1921,SK180013_1921,1598.58
SK180010_1921,SK180014_1921,29043.54
SK180011_1921,SK180017_1921,21268.0
SK180011_1921,SK180020_1921,5999.92
SK180011_1921,SK180028_1921,5999.91
SK180011_1921,SK180021_1921,5999.91
SK180011_1921,SK180012_1921,28811.79
SK180011_1921,SK180015_1921,28925.82
SK180012_1921,SK181006_1921,1499.25
SK180012_1921,SK181011_1921,28801.05
SK180012_1921,SK180026_1921,4031.53
SK180012_1921,SK180016_1921,28990.89
SK180013_1921,SK180017_1921,10690.62
SK180013_1921,SK180034_1921,3338.21
SK180013_1921,SK180030_1921,5999.91
SK180013_1921,SK180014_1921,29766.29
SK180013_1921,SK184005_1921,28960.62
SK180014_1921,SK180018_1921,5999.92
SK180014_1921,SK180015_1921,30139.7
SK180014_1921,SK184006_1921,29032.92
SK180015_1921,SK180036_1921,4830.45
SK180015_1921,SK180016_1921,30417.41
SK180015_1921,SK180019_1921,5999.9
SK180015_1921,SK184007_1921,29094.82
SK180016_1921,SK181015_1921,30345.21
SK180016_1921,SK185001_1921,28771.32
SK181001_1921,SK181037_1921,3681.68
SK181001_1921,SK181002_1921,29194.11
SK181001_1921,SK181022_1921,4933.16
SK181001_1921,SK181006_1921,19350.28
SK181002_1921,SK181046_1921,5999.89
SK181002_1921,SK181003_1921,30834.76
SK181002_1921,SK181044_1921,5999.94
SK181002_1921,SK181006_1921,9775.8
SK181002_1921,SK181007_1921,19440.86
SK181003_1921,SK181040_1921,5999.92
SK181003_1921,SK181004_1921,28883.93
SK181003_1921,SK181021_1921,5999.95
SK181003_1921,SK181007_1921,9755.57
SK181003_1921,SK181008_1921,13826.53
SK181004_1921,SK181005_1921,29271.23
SK181004_1921,SK181008_1921,19428.33
SK181004_1921,SK181009_1921,9712.93
SK181005_1921,SK181038_1921,5999.95
SK181005_1921,SK181048_1921,4510.61
SK181005_1921,SK181051_1921,5999.91
SK181005_1921,SK181043_1921,4968.33
SK181005_1921,SK181009_1921,29080.43
SK181005_1921,SK182001_1921,13098.45
SK181005_1921,SK181010_1921,28367.43
SK181006_1921,SK181025_1921,6372.18
SK181006_1921,SK181007_1921,28821.28
SK181006_1921,SK181052_1921,5999.92
SK181006_1921,SK181011_1921,27422.35
SK181007_1921,SK181050_1921,5999.91
SK181007_1921,SK181008_1921,28795.6
SK181007_1921,SK181011_1921,1659.0
SK181007_1921,SK181012_1921,27321.01
SK181008_1921,SK181030_1921,3336.9
SK181008_1921,SK181045_1921,5999.98
SK181008_1921,SK181009_1921,28783.92
SK181008_1921,SK181012_1921,13750.06
SK181008_1921,SK181013_1921,19299.87
SK181009_1921,SK181023_1921,5999.97
SK181009_1921,SK181013_1921,9763.1
SK181009_1921,SK181010_1921,29139.48
SK181009_1921,SK181014_1921,29119.3
SK181010_1921,SK181041_1921,5999.95
SK181010_1921,SK182001_1921,34371.22
SK181010_1921,SK181032_1921,5999.95
SK181010_1921,SK181026_1921,5999.92
SK181010_1921,SK182005_1921,16323.53
SK181010_1921,SK181014_1921,7360.65
SK181011_1921,SK181047_1921,3815.86
SK181011_1921,SK181035_1921,5999.92
SK181011_1921,SK181012_1921,12353.63
SK181011_1921,SK181024_1921,5999.92
SK181011_1921,SK181042_1921,3251.36
SK181011_1921,SK181016_1921,17485.5
SK181011_1921,SK181015_1921,28823.76
SK181012_1921,SK181028_1921,5999.92
SK181012_1921,SK181054_1921,6282.91
SK181012_1921,SK181013_1921,28843.75
SK181012_1921,SK181055_1921,5999.94
SK181012_1921,SK181016_1921,34907.15
SK181012_1921,SK181017_1921,21579.99
SK181013_1921,SK181014_1921,19242.41
SK181013_1921,SK181018_1921,19318.32
SK181014_1921,SK182005_1921,21840.87
SK181014_1921,SK181036_1921,5999.95
SK181014_1921,SK182009_1921,9440.55
SK181014_1921,SK181018_1921,19465.98
SK181014_1921,SK181019_1921,24547.85
SK181014_1921,SK184034_1921,25287.9
SK181015_1921,SK181016_1921,30754.08
SK181015_1921,SK185002_1921,28964.53
SK181016_1921,SK181053_1921,5999.92
SK181016_1921,SK181017_1921,30867.6
SK181016_1921,SK185002_1921,22.73
SK181016_1921,SK185003_1921,19387.11
SK181017_1921,SK181034_1921,5999.92
SK181017_1921,SK181018_1921,28917.32
SK181017_1921,SK181049_1921,5999.88
SK181017_1921,SK185003_1921,9666.91
SK181017_1921,SK185004_1921,9671.23
SK181018_1921,SK181029_1921,5999.94
SK181018_1921,SK181031_1921,5999.92
SK181018_1921,SK181039_1921,5999.94
SK181018_1921,SK181033_1921,4904.1
SK181018_1921,SK181019_1921,19227.55
SK181018_1921,SK185004_1921,9754.57
SK181018_1921,SK185005_1921,19332.85
SK181019_1921,SK182009_1921,23841.15
SK181019_1921,SK181020_1921,27127.07
SK181019_1921,SK181027_1921,5999.91
SK181019_1921,SK185005_1921,16394.68
SK181019_1921,SK182013_1921,9675.86
SK181019_1921,SK185006_1921,22142.67
SK182001_1921,SK182037_1921,5999.92
SK182001_1921,SK182002_1921,38534.79
SK182001_1921,SK182029_1921,5999.92
SK182001_1921,SK182028_1921,5999.95
SK182001_1921,SK182027_1921,5999.91
SK182001_1921,SK182005_1921,19349.18
SK182001_1921,SK182006_1921,8868.51
SK182002_1921,SK182031_1921,5999.91
SK182002_1921,SK182047_1921,5999.91
SK182002_1921,SK182039_1921,5999.91
SK182002_1921,SK182003_1921,28856.91
SK182002_1921,SK182006_1921,19406.91
SK182003_1921,SK182041_1921,5999.91
SK182003_1921,SK182004_1921,28963.16
SK182003_1921,SK182025_1921,5999.92
SK182003_1921,SK182026_1921,3299.35
SK182003_1921,SK182006_1921,904.91
SK182003_1921,SK182007_1921,26484.97
SK182004_1921,SK182038_1921,6038.76
SK182004_1921,SK183001_1921,28852.46
SK182004_1921,SK182007_1921,1139.32
SK182004_1921,SK182008_1921,27746.99
SK182005_1921,SK182044_1921,5999.92
SK182005_1921,SK182006_1921,28788.61
SK182005_1921,SK182009_1921,36024.11
SK182006_1921,SK182032_1921,5999.95
SK182006_1921,SK182045_1921,5999.95
SK182006_1921,SK182035_1921,5999.95
SK182006_1921,SK182007_1921,28796.85
SK182006_1921,SK182010_1921,29032.34
SK182006_1921,SK182011_1921,4.12
SK182007_1921,SK182026_1921,1627.74
SK182007_1921,SK182008_1921,28865.71
SK182007_1921,SK182011_1921,29025.01
SK182008_1921,SK183001_1921,1406.67
SK182008_1921,SK182033_1921,5999.91
SK182008_1921,SK182043_1921,5999.91
SK182008_1921,SK183005_1921,28831.36
SK182008_1921,SK182012_1921,19370.9
SK182008_1921,SK183009_1921,9554.77
SK182009_1921,SK182023_1921,5999.95
SK182009_1921,SK182046_1921,5999.91
SK182009_1921,SK182010_1921,29456.89
SK182009_1921,SK182020_1921,5999.95
SK182009_1921,SK182013_1921,29001.67
SK182009_1921,SK184034_1921,4931.21
SK182010_1921,SK182036_1921,5999.95
SK182010_1921,SK182034_1921,5999.95
SK182010_1921,SK182040_1921,5629.15
SK182010_1921,SK182011_1921,29665.9
SK182010_1921,SK182014_1921,28959.15
SK182011_1921,SK182022_1921,5999.95
SK182011_1921,SK182012_1921,25200.84
SK182011_1921,SK182014_1921,9660.86
SK182011_1921,SK182016_1921,14193.75
SK182011_1921,SK182015_1921,28919.4
SK182012_1921,SK182042_1921,5999.91
SK182012_1921,SK183009_1921,29914.96
SK182012_1921,SK182016_1921,20194.68
SK182013_1921,SK185006_1921,19714.01
SK182013_1921,SK182024_1921,8915.26
SK182013_1921,SK182014_1921,23572.97
SK182013_1921,SK186001_1921,25102.06
SK182013_1921,SK185012_1921,8151.97
SK182014_1921,SK186001_1921,10587.57
SK182014_1921,SK182015_1921,29772.36
SK182014_1921,SK186002_1921,23984.1
SK182015_1921,SK182016_1921,20409.85
SK182015_1921,SK186002_1921,22764.41
SK182015_1921,SK182017_1921,14143.0
SK182015_1921,SK182019_1921,14167.74
SK182016_1921,SK183013_1921,30144.6
SK182016_1921,SK182017_1921,19338.52
SK182017_1921,SK183013_1921,9726.11
SK182017_1921,SK186002_1921,14038.93
SK182017_1921,SK183017_1921,28864.62
SK182017_1921,SK182019_1921,57395.99
SK182017_1921,SK182018_1921,29121.12
SK182018_1921,SK183017_1921,11268.98
SK182018_1921,SK182019_1921,51593.22
SK182018_1921,SK182021_1921,12835.01
SK182018_1921,SK186006_1921,41512.0
SK182018_1921,SK183020_1921,5980.17
SK182018_1921,SK182030_1921,5999.92
SK182018_1921,SK187001_1921,6606.41
SK182018_1921,SK187003_1921,13242.64
SK182018_1921,SK187002_1921,10999.64
SK182019_1921,SK183020_1921,24117.68
SK182019_1921,SK187003_1921,4582.13
SK183001_1921,SK183002_1921,28747.64
SK183001_1921,SK183032_1921,3394.65
SK183001_1921,SK183048_1921,5999.88
SK183001_1921,SK183005_1921,27556.39
SK183002_1921,SK183026_1921,5999.92
SK183002_1921,SK183003_1921,28922.47
SK183002_1921,SK183005_1921,1586.58
SK183002_1921,SK183006_1921,27457.76
SK183003_1921,SK183039_1921,5999.91
SK183003_1921,SK183006_1921,1797.89
SK183003_1921,SK183004_1921,28809.77
SK183003_1921,SK183007_1921,17405.18
SK183004_1921,SK183024_1921,5999.94
SK183004_1921,SK183047_1921,5999.92
SK183004_1921,SK183007_1921,2070.1
SK183004_1921,SK183008_1921,21557.66
SK183005_1921,SK183049_1921,3201.17
SK183005_1921,SK183037_1921,5999.91
SK183005_1921,SK183036_1921,5999.91
SK183005_1921,SK183006_1921,28862.25
SK183005_1921,SK183009_1921,14575.96
SK183005_1921,SK183010_1921,14485.07
SK183006_1921,SK183010_1921,9724.68
SK183006_1921,SK183011_1921,19347.89
SK183006_1921,SK183007_1921,28776.56
SK183007_1921,SK183011_1921,9631.91
SK183007_1921,SK183053_1921,5999.91
SK183007_1921,SK183008_1921,28752.6
SK183007_1921,SK183046_1921,5999.91
SK183007_1921,SK183012_1921,9748.69
SK183008_1921,SK183044_1921,5999.91
SK183008_1921,SK183012_1921,21283.85
SK183009_1921,SK183041_1921,5999.91
SK183009_1921,SK183010_1921,31085.55
SK183009_1921,SK183040_1921,5999.92
SK183009_1921,SK183013_1921,25292.04
SK183010_1921,SK183011_1921,30314.91
SK183010_1921,SK183054_1921,5999.89
SK183010_1921,SK183014_1921,23022.17
SK183011_1921,SK183025_1921,5999.94
SK183011_1921,SK183012_1921,30581.86
SK183011_1921,SK183045_1921,5999.92
SK183011_1921,SK183015_1921,29015.82
SK183012_1921,SK183016_1921,29176.85
SK183013_1921,SK183042_1921,5999.94
SK183013_1921,SK183043_1921,5999.91
SK183013_1921,SK183033_1921,5999.94
SK183013_1921,SK183014_1921,31401.72
SK183013_1921,SK183017_1921,14536.0
SK183014_1921,SK183028_1921,5999.97
SK183014_1921,SK183015_1921,30470.84
SK183014_1921,SK183017_1921,14353.5
SK183014_1921,SK183018_1921,9707.66
SK183015_1921,SK183051_1921,5999.97
SK183015_1921,SK183016_1921,30744.32
SK183015_1921,SK183018_1921,19337.47
SK183015_1921,SK183019_1921,9587.18
SK183016_1921,SK183035_1921,5999.94
SK183016_1921,SK183027_1921,5999.95
SK183016_1921,SK183038_1921,5999.89
SK183016_1921,SK183019_1921,27268.07
SK183017_1921,SK183030_1921,5999.94
SK183017_1921,SK183018_1921,28940.83
SK183017_1921,SK183020_1921,17521.45
SK183018_1921,SK183031_1921,5038.84
SK183018_1921,SK183029_1921,5999.95
SK183018_1921,SK183019_1921,28841.7
SK183018_1921,SK183020_1921,11470.69
SK183018_1921,SK183021_1921,17360.5
SK183019_1921,SK183052_1921,5999.92
SK183019_1921,SK183021_1921,13310.9
SK183019_1921,SK183022_1921,23371.07
SK183020_1921,SK183050_1921,5999.91
SK183020_1921,SK183034_1921,5999.92
SK183020_1921,SK183023_1921,37762.96
SK183020_1921,SK183021_1921,28968.7
SK183020_1921,SK187003_1921,17264.11
SK183021_1921,SK183022_1921,52423.74
SK183021_1921,SK187003_1921,11004.98
SK183021_1921,SK187004_1921,16461.83
SK183022_1921,SK187005_1921,58462.52
SK183022_1921,SK187004_1921,4641.47
SK183023_1921,SK187003_1921,37227.89
SK184001_1921,SK184002_1921,28816.84
SK184001_1921,SK184999_1921,24845.45
SK184002_1921,SK184003_1921,28898.11
SK184002_1921,SK184008_1921,29096.92
SK184003_1921,SK184004_1921,29315.35
SK184003_1921,SK184009_1921,28980.48
SK184004_1921,SK184005_1921,29546.44
SK184004_1921,SK184010_1921,29115.88
SK184005_1921,SK184006_1921,29691.18
SK184005_1921,SK184011_1921,24638.65
SK184005_1921,SK184034_1921,29623.16
SK184006_1921,SK184007_1921,29911.67
SK184006_1921,SK184012_1921,29009.23
SK184007_1921,SK185001_1921,30022.82
SK184007_1921,SK184013_1921,28982.48
SK184008_1921,SK184009_1921,28713.75
SK184008_1921,SK184015_1921,28799.97
SK184008_1921,SK184999_1921,28817.33
SK184009_1921,SK184010_1921,28806.83
SK184009_1921,SK184015_1921,249.17
SK184009_1921,SK184016_1921,28825.09
SK184010_1921,SK184011_1921,28767.98
SK184010_1921,SK184017_1921,29650.79
SK184010_1921,SK184016_1921,23.65
SK184011_1921,SK184012_1921,28771.24
SK184011_1921,SK184017_1921,531.0
SK184011_1921,SK184018_1921,28435.1
SK184011_1921,SK184034_1921,9464.41
SK184012_1921,SK184013_1921,23986.86
SK184012_1921,SK184018_1921,700.65
SK184012_1921,SK184034_1921,4813.05
SK184012_1921,SK184019_1921,28074.51
SK184013_1921,SK184038_1921,5999.91
SK184013_1921,SK185007_1921,28781.06
SK184013_1921,SK184034_1921,20894.43
SK184013_1921,SK184019_1921,1015.83
SK184013_1921,SK184020_1921,27829.95
SK184014_1921,SK184015_1921,28751.18
SK184014_1921,SK184999_1921,44689.66
SK184015_1921,SK184016_1921,28772.11
SK184015_1921,SK184037_1921,5999.95
SK184015_1921,SK184021_1921,28948.54
SK184016_1921,SK184017_1921,28788.95
SK184016_1921,SK184999_1921,28892.34
SK184017_1921,SK184018_1921,28755.26
SK184017_1921,SK184999_1921,28712.86
SK184018_1921,SK184019_1921,28780.88
SK184018_1921,SK184022_1921,28927.56
SK184019_1921,SK184020_1921,28748.95
SK184019_1921,SK184036_1921,6460.48
SK184019_1921,SK184023_1921,28885.56
SK184020_1921,SK185007_1921,1265.15
SK184020_1921,SK184039_1921,3796.52
SK184020_1921,SK185013_1921,28889.05
SK184020_1921,SK184035_1921,5999.95
SK184020_1921,SK184024_1921,28843.75
SK184021_1921,SK184999_1921,57421.95
SK184021_1921,SK184026_1921,28728.84
SK184022_1921,SK184023_1921,29506.99
SK184022_1921,SK184027_1921,28933.86
SK184022_1921,SK184999_1921,29386.67
SK184023_1921,SK184024_1921,29815.88
SK184023_1921,SK184028_1921,29442.78
SK184024_1921,SK185016_1921,30053.15
SK184024_1921,SK184028_1921,29008.1
SK184025_1921,SK184999_1921,37849.82
SK184025_1921,SK184026_1921,28729.05
SK184026_1921,SK184999_1921,57913.62
SK184027_1921,SK184028_1921,29760.58
SK184027_1921,SK184999_1921,58396.6
SK184028_1921,SK185016_1921,4423.68
SK184028_1921,SK184029_1921,68342.13
SK184028_1921,SK184999_1921,10803.24
SK184029_1921,SK185020_1921,25830.6
SK184029_1921,SK184032_1921,18161.45
SK184029_1921,SK184033_1921,28923.41
SK184030_1921,SK184034_1921,36503.84
SK184030_1921,SK184031_1921,25061.03
SK184030_1921,SK188001_1921,28938.17
SK184030_1921,SK184999_1921,53848.62
SK184031_1921,SK184034_1921,6089.56
SK184031_1921,SK184032_1921,4247.56
SK184031_1921,SK188002_1921,439.84
SK184031_1921,SK188001_1921,24960.87
SK184031_1921,SK184999_1921,55277.97
SK184032_1921,SK184033_1921,28661.39
SK184032_1921,SK188001_1921,60674.7
SK184032_1921,SK184999_1921,59073.06
SK184033_1921,SK185999_1921,28649.56
SK184033_1921,SK188001_1921,28712.16
SK184034_1921,SK184999_1921,13913.62
SK184999_1921,SK188001_1921,43982.83
SK185001_1921,SK185039_1921,5999.91
SK185001_1921,SK185049_1921,5999.91
SK185001_1921,SK185046_1921,3870.37
SK185001_1921,SK185002_1921,29573.86
SK185001_1921,SK185045_1921,5999.91
SK185001_1921,SK185007_1921,28985.24
SK185002_1921,SK185046_1921,798.23
SK185002_1921,SK185028_1921,5999.92
SK185002_1921,SK185003_1921,30628.6
SK185002_1921,SK185008_1921,28980.15
SK185003_1921,SK185034_1921,3172.6
SK185003_1921,SK185037_1921,5999.92
SK185003_1921,SK185004_1921,30763.51
SK185003_1921,SK185009_1921,29021.81
SK185004_1921,SK185042_1921,5999.9
SK185004_1921,SK185030_1921,7273.28
SK185004_1921,SK185005_1921,38490.37
SK185004_1921,SK185009_1921,9567.88
SK185004_1921,SK185010_1921,17314.7
SK185005_1921,SK185031_1921,5999.95
SK185005_1921,SK185006_1921,37508.41
SK185005_1921,SK185010_1921,9554.3
SK185005_1921,SK185011_1921,14393.95
SK185006_1921,SK185052_1921,5999.95
SK185006_1921,SK185047_1921,5999.95
SK185006_1921,SK185036_1921,5999.92
SK185006_1921,SK185012_1921,28956.41
SK185006_1921,SK185011_1921,19763.72
SK185007_1921,SK185008_1921,28807.55
SK185007_1921,SK185048_1921,5999.91
SK185007_1921,SK185013_1921,27529.41
SK185008_1921,SK185009_1921,28801.5
SK185008_1921,SK185014_1921,27138.56
SK185008_1921,SK185013_1921,1619.25
SK185009_1921,SK185035_1921,5999.89
SK185009_1921,SK185010_1921,36100.07
SK185009_1921,SK185050_1921,5999.92
SK185009_1921,SK185014_1921,11550.47
SK185009_1921,SK185015_1921,24250.18
SK185010_1921,SK185011_1921,16846.2
SK185010_1921,SK185015_1921,16299.42
SK185010_1921,SK185025_1921,12095.55
SK185011_1921,SK185040_1921,5999.95
SK185011_1921,SK185029_1921,5999.97
SK185011_1921,SK185012_1921,35598.11
SK185011_1921,SK185044_1921,1797.73
SK185011_1921,SK185019_1921,30047.15
SK185011_1921,SK185025_1921,17839.82
SK185012_1921,SK185041_1921,5999.92
SK185012_1921,SK186001_1921,21026.76
SK185012_1921,SK185051_1921,5999.91
SK185012_1921,SK185044_1921,2848.57
SK185012_1921,SK186003_1921,35798.96
SK185012_1921,SK185019_1921,1013.37
SK185013_1921,SK185014_1921,32332.81
SK185013_1921,SK185032_1921,5999.91
SK185013_1921,SK185043_1921,2000.1
SK185013_1921,SK185016_1921,30937.05
SK185014_1921,SK185015_1921,19081.91
SK185014_1921,SK185017_1921,24695.52
SK185014_1921,SK185016_1921,11234.59
SK185015_1921,SK185038_1921,5999.91
SK185015_1921,SK185017_1921,20980.86
SK185015_1921,SK185019_1921,28090.32
SK185015_1921,SK185018_1921,15154.49
SK185015_1921,SK185025_1921,28695.92
SK185016_1921,SK185043_1921,3999.85
SK185016_1921,SK185017_1921,22286.4
SK185016_1921,SK185018_1921,23071.46
SK185016_1921,SK185025_1921,59673.2
SK185016_1921,SK185053_1921,5999.91
SK185016_1921,SK185020_1921,38742.79
SK185016_1921,SK185021_1921,962.47
SK185017_1921,SK185033_1921,5999.95
SK185017_1921,SK185018_1921,58680.06
SK185017_1921,SK185025_1921,22175.54
SK185018_1921,SK185019_1921,26284.36
SK185018_1921,SK185025_1921,27140.56
SK185018_1921,SK185026_1921,15753.88
SK185018_1921,SK185022_1921,29711.28
SK185018_1921,SK185021_1921,41015.17
SK185019_1921,SK185027_1921,5999.95
SK185019_1921,SK186003_1921,15153.99
SK185019_1921,SK185025_1921,39830.09
SK185019_1921,SK186007_1921,22680.59
SK185019_1921,SK185022_1921,232.12
SK185019_1921,SK186011_1921,26658.25
SK185020_1921,SK185025_1921,4099.63
SK185020_1921,SK185021_1921,24877.89
SK185020_1921,SK185999_1921,29005.8
SK185021_1921,SK185022_1921,24990.06
SK185021_1921,SK185023_1921,28932.19
SK185022_1921,SK185025_1921,35170.66
SK185022_1921,SK185026_1921,9156.12
SK185022_1921,SK186011_1921,22032.15
SK185022_1921,SK186025_1921,11808.02
SK185022_1921,SK185024_1921,16090.74
SK185023_1921,SK185024_1921,28716.02
SK185023_1921,SK185999_1921,28627.69
SK185023_1921,SK188001_1921,29052.86
SK185024_1921,SK185025_1921,15248.6
SK185024_1921,SK186025_1921,11461.67
SK185024_1921,SK186016_1921,16045.67
SK185024_1921,SK188001_1921,30003.39
SK185025_1921,SK186011_1921,1565.42
SK185025_1921,SK186025_1921,13641.78
SK185025_1921,SK186016_1921,7162.46
SK185999_1921,SK188001_1921,28774.35
SK186001_1921,SK186029_1921,3167.53
SK186001_1921,SK186027_1921,5999.95
SK186001_1921,SK186002_1921,23403.43
SK186001_1921,SK186003_1921,11852.66
SK186001_1921,SK186004_1921,32041.19
SK186002_1921,SK186032_1921,5999.92
SK186002_1921,SK186037_1921,5999.95
SK186002_1921,SK186040_1921,5999.91
SK186002_1921,SK186004_1921,10296.52
SK186002_1921,SK186031_1921,5999.91
SK186002_1921,SK186005_1921,29122.14
SK186002_1921,SK186006_1921,17871.51
SK186003_1921,SK186004_1921,35772.42
SK186003_1921,SK186028_1921,5999.92
SK186003_1921,SK186036_1921,5999.95
SK186003_1921,SK186007_1921,29310.27
SK186003_1921,SK186008_1921,9548.95
SK186004_1921,SK186034_1921,5999.91
SK186004_1921,SK186033_1921,5999.91
SK186004_1921,SK186005_1921,28755.3
SK186004_1921,SK186008_1921,19317.87
SK186004_1921,SK186009_1921,9549.79
SK186005_1921,SK186042_1921,5999.91
SK186005_1921,SK186039_1921,5999.94
SK186005_1921,SK186006_1921,28751.69
SK186005_1921,SK186009_1921,19299.16
SK186005_1921,SK186010_1921,9613.57
SK186006_1921,SK186026_1921,5999.95
SK186006_1921,SK186010_1921,19248.49
SK186006_1921,SK187001_1921,23543.1
SK186007_1921,SK186035_1921,5999.88
SK186007_1921,SK186008_1921,17647.43
SK186007_1921,SK186038_1921,5999.91
SK186007_1921,SK186011_1921,20974.89
SK186007_1921,SK186012_1921,19290.9
SK186007_1921,SK186025_1921,42728.03
SK186008_1921,SK186009_1921,29286.94
SK186008_1921,SK186013_1921,28873.1
SK186008_1921,SK186025_1921,20910.99
SK186009_1921,SK186010_1921,29715.97
SK186009_1921,SK186025_1921,22721.89
SK186009_1921,SK186014_1921,29157.3
SK186009_1921,SK186015_1921,10.01
SK186010_1921,SK187001_1921,23507.45
SK186010_1921,SK186015_1921,28843.24
SK186010_1921,SK187022_1921,12855.62
SK186011_1921,SK186041_1921,5999.97
SK186011_1921,SK186012_1921,28999.68
SK186011_1921,SK186025_1921,36692.39
SK186011_1921,SK186016_1921,25861.64
SK186012_1921,SK186030_1921,5999.91
SK186012_1921,SK186013_1921,17360.49
SK186012_1921,SK186025_1921,42972.29
SK186012_1921,SK186017_1921,28942.31
SK186013_1921,SK186025_1921,27098.55
SK186013_1921,SK186014_1921,29569.51
