from,to,overlap_type,iou,year_from,year_to
QC177010_1891,QC180010_1901,WITHIN,0.5901,1891,1901
QC177012_1891,QC180024_1901,CONTAINS,0.0324,1891,1901
QC177012_1891,QC180011_1901,WITHIN,0.7545,1891,1901
QC177006_1891,QC180006_1901,CONTAINS,0.0167,1891,1901
QC177006_1891,QC180014_1901,WITHIN,0.9077,1891,1901
QC177018_1891,QC180018_1901,CONTAINS,0.198,1891,1901
QC178009_1891,QC181001_1901,WITHIN,0.506,1891,1901
QC178003_1891,QC181003_1901,CONTAINS,0.7303,1891,1901
QC178008_1891,QC181008_1901,CONTAINS,0.585,1891,1901
QC178010_1891,QC181009_1901,CONTAINS,0.9175,1891,1901
QC178012_1891,QC181011_1901,CONTAINS,0.843,1891,1901
QC178013_1891,QC181012_1901,CONTAINS,0.6942,1891,1901
QC178013_1891,QC181020_1901,CONTAINS,0.3058,1891,1901
QC178016_1891,QC181017_1901,CONTAINS,0.1185,1891,1901
QC178016_1891,QC181019_1901,CONTAINS,0.0051,1891,1901
QC178017_1891,QC181021_1901,CONTAINS,0.8489,1891,1901
QC179002_1891,QC184001_1901,WITHIN,0.7088,1891,1901
QC182004_1891,QC187018_1901,CONTAINS,0.9274,1891,1901
QC182004_1891,QC187022_1901,CONTAINS,0.0726,1891,1901
QC182005_1891,QC187019_1901,CONTAINS,0.445,1891,1901
QC182005_1891,QC187016_1901,CONTAINS,0.0428,1891,1901
QC182005_1891,QC187017_1901,CONTAINS,0.5122,1891,1901
QC182006_1891,QC187020_1901,CONTAINS,0.804,1891,1901
QC182006_1891,QC187023_1901,CONTAINS,0.196,1891,1901
QC182008_1891,QC187008_1901,CONTAINS,0.0158,1891,1901
QC182008_1891,QC187005_1901,CONTAINS,0.0094,1891,1901
QC182011_1891,QC187001_1901,CONTAINS,0.0155,1891,1901
QC182019_1891,QC187030_1901,CONTAINS,0.7671,1891,1901
QC182019_1891,QC187031_1901,CONTAINS,0.025,1891,1901
QC182019_1891,QC187021_1901,CONTAINS,0.2079,1891,1901
QC182018_1891,QC187028_1901,CONTAINS,0.4,1891,1901
QC182018_1891,QC187032_1901,CONTAINS,0.6,1891,1901
QC183029_1891,QC188028_1901,CONTAINS,0.6453,1891,1901
QC183017_1891,QC188015_1901,CONTAINS,0.9437,1891,1901
QC183001_1891,QC188022_1901,WITHIN,0.6531,1891,1901
QC183028_1891,QC188031_1901,CONTAINS,0.9352,1891,1901
QC185002_1891,QC190002_1901,CONTAINS,0.3683,1891,1901
QC185002_1891,QC190003_1901,CONTAINS,0.0194,1891,1901
QC185002_1891,QC190013_1901,CONTAINS,0.6123,1891,1901
QC185005_1891,QC190006_1901,CONTAINS,0.9075,1891,1901
QC185008_1891,QC190010_1901,CONTAINS,0.0327,1891,1901
QC185011_1891,QC190012_1901,WITHIN,0.8564,1891,1901
QC157004_1891,QC191012_1901,CONTAINS,0.9223,1891,1901
QC157007_1891,QC191016_1901,WITHIN,0.9416,1891,1901
QC186002_1891,QC191005_1901,CONTAINS,0.8233,1891,1901
QC186005_1891,QC191007_1901,CONTAINS,0.7623,1891,1901
QC186006_1891,QC191009_1901,CONTAINS,0.4007,1891,1901
QC186006_1891,QC191008_1901,CONTAINS,0.3132,1891,1901
QC188002_1891,QC192002_1901,CONTAINS,0.8408,1891,1901
QC188003_1891,QC192007_1901,CONTAINS,0.1884,1891,1901
QC188003_1891,QC192003_1901,CONTAINS,0.8116,1891,1901
QC188011_1891,QC192011_1901,CONTAINS,0.0122,1891,1901
QC188007_1891,QC192017_1901,CONTAINS,0.0126,1891,1901
QC188007_1891,QC192013_1901,CONTAINS,0.5232,1891,1901
QC188007_1891,QC192009_1901,CONTAINS,0.4642,1891,1901
QC189007_1891,QC193007_1901,CONTAINS,0.604,1891,1901
QC189007_1891,QC193008_1901,CONTAINS,0.396,1891,1901
QC191006_1891,QC195007_1901,CONTAINS,0.0211,1891,1901
QC191009_1891,QC195010_1901,CONTAINS,0.0068,1891,1901
QC192014_1891,QC196013_1901,CONTAINS,0.7267,1891,1901
QC192016_1891,QC196015_1901,CONTAINS,0.7804,1891,1901
QC192018_1891,QC196017_1901,WITHIN,0.6675,1891,1901
QC193003_1891,QC197004_1901,CONTAINS,0.0816,1891,1901
QC193012_1891,QC197013_1901,CONTAINS,0.8702,1891,1901
QC187008_1891,QC198001_1901,WITHIN,0.5031,1891,1901
QC146006_1891,QC146003_1901,CONTAINS,0.0231,1891,1901
QC187007_1891,QC198012_1901,CONTAINS,0.9145,1891,1901
QC195010_1891,QC199002_1901,CONTAINS,0.0138,1891,1901
QC195010_1891,QC199011_1901,CONTAINS,0.8165,1891,1901
QC176048_1891,QC200024_1901,WITHIN,0.603,1891,1901
QC176999_1891,QC200022_1901,CONTAINS,0.2015,1891,1901
QC176999_1891,QC160015_1901,CONTAINS,0.0792,1891,1901
QC176999_1891,QC200026_1901,CONTAINS,0.0491,1891,1901
QC176999_1891,QC200999_1901,CONTAINS,0.6702,1891,1901
QC197001_1891,QC201001_1901,CONTAINS,0.79,1891,1901
QC197005_1891,QC201007_1901,CONTAINS,0.8975,1891,1901
QC197008_1891,QC201010_1901,CONTAINS,0.784,1891,1901
QC197009_1891,QC201011_1901,CONTAINS,0.9413,1891,1901
QC197010_1891,QC201012_1901,WITHIN,0.8078,1891,1901
QC166014_1891,QC166016_1901,CONTAINS,0.895,1891,1901
QC175017_1891,QC179018_1901,CONTAINS,0.1636,1891,1901
QC175017_1891,QC153034_1901,CONTAINS,0.8275,1891,1901
QC183023_1891,QC188024_1901,CONTAINS,0.0094,1891,1901
QC139999_1891,QC139999_1901,CONTAINS,0.8485,1891,1901
QC154013_1891,QC154021_1901,CONTAINS,0.2757,1891,1901
QC154013_1891,QC154026_1901,CONTAINS,0.7243,1891,1901
QC140002_1891,QC140008_1901,WITHIN,0.4568,1891,1901
QC143014_1891,QC143009_1901,WITHIN,0.2887,1891,1901
QC143016_1891,QC143010_1901,WITHIN,0.497,1891,1901
QC143008_1891,QC143005_1901,WITHIN,0.389,1891,1901
QC143011_1891,QC143008_1901,WITHIN,0.3478,1891,1901
QC143005_1891,QC143003_1901,WITHIN,0.4687,1891,1901
QC143017_1891,QC143011_1901,WITHIN,0.4807,1891,1901
QC143003_1891,QC143002_1901,WITHIN,0.4107,1891,1901
QC149021_1891,QC149023_1901,WITHIN,0.2797,1891,1901
QC160008_1891,QC159009_1901,WITHIN,0.2535,1891,1901
QC163003_1891,QC163011_1901,CONTAINS,0.0431,1891,1901
QC170003_1891,QC171003_1901,WITHIN,0.6948,1891,1901
QC176043_1891,QC160036_1901,WITHIN,0.4817,1891,1901
QC176013_1891,QC200024_1901,WITHIN,0.397,1891,1901
QC177011_1891,QC180010_1901,WITHIN,0.4099,1891,1901
QC177004_1891,QC180005_1901,WITHIN,0.4215,1891,1901
QC178999_1891,QC181999_1901,CONTAINS,0.1557,1891,1901
QC178999_1891,QC181022_1901,CONTAINS,0.54,1891,1901
QC179013_1891,QC183004_1901,CONTAINS,0.0673,1891,1901
QC182001_1891,QC187011_1901,CONTAINS,0.7387,1891,1901
QC182012_1891,QC187013_1901,CONTAINS,0.9128,1891,1901
QC190002_1891,QC194002_1901,WITHIN,0.9436,1891,1901
QC195001_1891,QC199001_1901,WITHIN,0.2425,1891,1901
QC185010_1891,QC186004_1901,WITHIN,0.2057,1891,1901
QC181005_1891,QC186004_1901,WITHIN,0.7943,1891,1901
QC194005_1891,QC198001_1901,WITHIN,0.4969,1891,1901
QC149038_1891,QC149038_1901,CONTAINS,0.2425,1891,1901
QC149038_1891,QC149042_1901,CONTAINS,0.5965,1891,1901
QC149038_1891,QC149054_1901,CONTAINS,0.0081,1891,1901
QC149038_1891,QC149053_1901,CONTAINS,0.1517,1891,1901
QC146009_1891,QC146012_1901,CONTAINS,0.254,1891,1901
QC146009_1891,QC146011_1901,CONTAINS,0.6582,1891,1901
QC149999_1891,QC149055_1901,CONTAINS,0.0017,1891,1901
QC149999_1891,QC149035_1901,CONTAINS,0.0004,1891,1901
QC179012_1891,QC183003_1901,WITHIN,0.3669,1891,1901
QC160006_1891,QC159005_1901,CONTAINS,0.9271,1891,1901
QC177023_1891,QC180026_1901,CONTAINS,0.7096,1891,1901
QC177023_1891,QC180022_1901,CONTAINS,0.2904,1891,1901
QC178001_1891,QC181018_1901,WITHIN,0.1194,1891,1901
MB008010_1901,MB016001_1911,WITHIN,0.0613,1901,1911
MB006011_1901,MB015011_1911,CONTAINS,0.0045,1901,1911
MB006011_1901,MB015001_1911,WITHIN,0.0773,1901,1911
MB006005_1901,MB015001_1911,WITHIN,0.0646,1901,1911
MB006007_1901,MB015001_1911,WITHIN,0.0776,1901,1911
MB006008_1901,MB015007_1911,CONTAINS,0.0045,1901,1911
MB006008_1901,MB015001_1911,WITHIN,0.0773,1901,1911
MB006016_1901,MB015001_1911,WITHIN,0.0774,1901,1911
MB006006_1901,MB015001_1911,WITHIN,0.0771,1901,1911
MB006006_1901,MB015006_1911,CONTAINS,0.0045,1901,1911
MB006013_1901,MB015005_1911,CONTAINS,0.0031,1901,1911
MB006013_1901,MB015001_1911,WITHIN,0.1164,1901,1911
MB006019_1901,MB015001_1911,WITHIN,0.1109,1901,1911
MB006019_1901,MB015003_1911,CONTAINS,0.0441,1901,1911
MB006012_1901,MB015010_1911,CONTAINS,0.0022,1901,1911
MB006012_1901,MB015002_1911,CONTAINS,0.009,1901,1911
MB006012_1901,MB015001_1911,WITHIN,0.1533,1901,1911
MB006014_1901,MB015001_1911,WITHIN,0.1544,1901,1911
MB006014_1901,MB015009_1911,CONTAINS,0.0023,1901,1911
MB006002_1901,MB015004_1911,CONTAINS,0.0269,1901,1911
MB006002_1901,MB015001_1911,WITHIN,0.0126,1901,1911
MB011016_1901,MB018999_1911,CONTAINS,0.1657,1901,1911
MB011016_1901,MB018016_1911,CONTAINS,0.0045,1901,1911
MB009018_1901,MB016001_1911,WITHIN,0.011,1901,1911
MB009028_1901,MB016007_1911,CONTAINS,0.0001,1901,1911
MB009010_1901,MB016001_1911,WITHIN,0.0567,1901,1911
MB009012_1901,MB016006_1911,CONTAINS,0.0026,1901,1911
MB009012_1901,MB016001_1911,WITHIN,0.0386,1901,1911
MB007008_1901,MB017007_1911,CONTAINS,0.0022,1901,1911
MB007008_1901,MB017001_1911,WITHIN,0.2605,1901,1911
MB007012_1901,MB017001_1911,WITHIN,0.2405,1901,1911
MB007006_1901,MB017001_1911,WITHIN,0.2629,1901,1911
MB007005_1901,MB017005_1911,CONTAINS,0.0018,1901,1911
MB011007_1901,MB018001_1911,WITHIN,0.1166,1901,1911
MB011001_1901,MB018006_1911,CONTAINS,0.0232,1901,1911
MB011001_1901,MB018004_1911,CONTAINS,0.3598,1901,1911
MB011001_1901,MB018009_1911,CONTAINS,0.167,1901,1911
MB011017_1901,MB018001_1911,WITHIN,0.1423,1901,1911
MB007002_1901,MB018015_1911,CONTAINS,0.0011,1901,1911
MB007002_1901,MB018001_1911,WITHIN,0.2533,1901,1911
MB008011_1901,MB020002_1911,CONTAINS,0.0129,1901,1911
MB008011_1901,MB018005_1911,CONTAINS,0.0129,1901,1911
MB008011_1901,MB018003_1911,CONTAINS,0.0265,1901,1911
MB007004_1901,MB018011_1911,CONTAINS,0.0556,1901,1911
MB008009_1901,MB018013_1911,CONTAINS,0.0018,1901,1911
MB008009_1901,MB018014_1911,CONTAINS,0.0018,1901,1911
MB008009_1901,MB018001_1911,WITHIN,0.1508,1901,1911
MB009019_1901,MB019001_1911,WITHIN,0.0468,1901,1911
MB009009_1901,MB019001_1911,WITHIN,0.0479,1901,1911
MB009006_1901,MB019001_1911,WITHIN,0.0478,1901,1911
MB009005_1901,MB019001_1911,WITHIN,0.0481,1901,1911
MB009025_1901,MB019001_1911,WITHIN,0.046,1901,1911
MB009024_1901,MB019008_1911,CONTAINS,0.0046,1901,1911
MB009024_1901,MB019001_1911,WITHIN,0.0481,1901,1911
MB009016_1901,MB019001_1911,WITHIN,0.0692,1901,1911
MB009003_1901,MB019001_1911,WITHIN,0.0716,1901,1911
MB009001_1901,MB019001_1911,WITHIN,0.0478,1901,1911
MB009002_1901,MB019001_1911,WITHIN,0.048,1901,1911
MB009008_1901,MB019001_1911,WITHIN,0.1114,1901,1911
MB009017_1901,MB019004_1911,CONTAINS,0.1681,1901,1911
MB009014_1901,MB019006_1911,CONTAINS,0.0045,1901,1911
MB009014_1901,MB019001_1911,WITHIN,0.0478,1901,1911
MB009022_1901,MB019001_1911,WITHIN,0.0479,1901,1911
MB009022_1901,MB019007_1911,CONTAINS,0.0045,1901,1911
MB008008_1901,MB020001_1911,WITHIN,0.1568,1901,1911
MB008002_1901,MB020001_1911,WITHIN,0.1566,1901,1911
MB008003_1901,MB020001_1911,WITHIN,0.1565,1901,1911
MB008005_1901,MB020001_1911,WITHIN,0.0758,1901,1911
MB008004_1901,MB020005_1911,CONTAINS,0.1031,1901,1911
MB008012_1901,MB020007_1911,CONTAINS,0.0595,1901,1911
MB010007_1901,MB021004_1911,CONTAINS,0.0955,1901,1911
MB010007_1901,MB021016_1911,CONTAINS,0.0553,1901,1911
MB010007_1901,MB021002_1911,CONTAINS,0.0945,1901,1911
MB010007_1901,MB021005_1911,CONTAINS,0.0948,1901,1911
MB010007_1901,MB021017_1911,CONTAINS,0.0381,1901,1911
MB010007_1901,MB021003_1911,CONTAINS,0.0948,1901,1911
MB010007_1901,MB021006_1911,CONTAINS,0.0952,1901,1911
MB010003_1901,MB021001_1911,WITHIN,0.2984,1901,1911
MB010001_1901,MB021009_1911,CONTAINS,0.0327,1901,1911
MB010001_1901,MB021011_1911,CONTAINS,0.0749,1901,1911
MB010004_1901,MB021001_1911,WITHIN,0.0849,1901,1911
MB010013_1901,MB021001_1911,WITHIN,0.0741,1901,1911
MB010014_1901,MB021999_1911,CONTAINS,0.6529,1901,1911
MB010011_1901,MB021001_1911,WITHIN,0.0012,1901,1911
MB010002_1901,MB021001_1911,WITHIN,0.0019,1901,1911
MB010008_1901,MB021001_1911,WITHIN,0.003,1901,1911
MB011009_1901,MB022012_1911,CONTAINS,0.0018,1901,1911
MB011009_1901,MB022001_1911,WITHIN,0.1125,1901,1911
MB011018_1901,MB022999_1911,CONTAINS,0.5386,1901,1911
MB011018_1901,MB022008_1911,CONTAINS,0.0008,1901,1911
MB011018_1901,MB022009_1911,CONTAINS,0.0006,1901,1911
MB011005_1901,MB022010_1911,CONTAINS,0.0547,1901,1911
MB011005_1901,MB022002_1911,CONTAINS,0.8954,1901,1911
MB011013_1901,MB022003_1911,CONTAINS,0.1911,1901,1911
MB011013_1901,MB022015_1911,CONTAINS,0.0032,1901,1911
MB011014_1901,MB022004_1911,CONTAINS,0.0315,1901,1911
MB011006_1901,MB022005_1911,CONTAINS,0.7125,1901,1911
MB011004_1901,MB022014_1911,CONTAINS,0.0006,1901,1911
MB007001_1901,MB023001_1911,WITHIN,0.1427,1901,1911
MB007014_1901,MB023005_1911,CONTAINS,0.0021,1901,1911
MB007014_1901,MB023001_1911,WITHIN,0.1242,1901,1911
MB006017_1901,MB023999_1911,CONTAINS,0.1615,1901,1911
MB006009_1901,MB023001_1911,WITHIN,0.1163,1901,1911
MB006003_1901,MB023001_1911,WITHIN,0.0785,1901,1911
MB006018_1901,MB023003_1911,CONTAINS,0.0033,1901,1911
MB006018_1901,MB023001_1911,WITHIN,0.0778,1901,1911
MB006018_1901,MB023007_1911,CONTAINS,0.0033,1901,1911
MB006004_1901,MB023001_1911,WITHIN,0.0779,1901,1911
MB006004_1901,MB023004_1911,CONTAINS,0.0034,1901,1911
MB006001_1901,MB023001_1911,WITHIN,0.2342,1901,1911
MB006001_1901,MB023006_1911,CONTAINS,0.0011,1901,1911
MB012006_1901,MB018007_1911,WITHIN,0.0963,1901,1911
MB007011_1901,MB023001_1911,WITHIN,0.0583,1901,1911
MB009013_1901,MB016004_1911,CONTAINS,0.0024,1901,1911
MB010006_1901,MB021013_1911,CONTAINS,0.0524,1901,1911
MB010006_1901,MB021007_1911,CONTAINS,0.1869,1901,1911
MB010006_1901,MB021014_1911,CONTAINS,0.0956,1901,1911
MB010006_1901,MB021008_1911,CONTAINS,0.1628,1901,1911
MB010006_1901,MB021015_1911,CONTAINS,0.1612,1901,1911
MB010012_1901,MB021001_1911,WITHIN,0.0003,1901,1911
MB011015_1901,MB018008_1911,CONTAINS,0.2804,1901,1911
MB011015_1901,MB018002_1911,CONTAINS,0.1866,1901,1911
MB011008_1901,MB016001_1911,WITHIN,0.0994,1901,1911
MB011002_1901,MB022013_1911,CONTAINS,0.0034,1901,1911
MB011002_1901,MB022001_1911,WITHIN,0.06,1901,1911
MB012003_1901,MB018007_1911,WITHIN,0.1,1901,1911
MB012002_1901,MB018007_1911,WITHIN,0.0191,1901,1911
MB012004_1901,MB018007_1911,WITHIN,0.0333,1901,1911
MB012005_1901,MB018007_1911,WITHIN,0.059,1901,1911
ON044004_1901,ON054010_1911,CONTAINS,0.7115,1901,1911
ON044038_1901,ON054017_1911,CONTAINS,0.8999,1901,1911
ON092021_1901,ON054029_1911,CONTAINS,0.3558,1901,1911
ON092021_1901,ON054025_1911,CONTAINS,0.3599,1901,1911
ON092021_1901,ON054041_1911,CONTAINS,0.2844,1901,1911
ON044089_1901,ON054047_1911,CONTAINS,0.927,1901,1911
ON092042_1901,ON054059_1911,CONTAINS,0.4633,1901,1911
ON092045_1901,ON054065_1911,CONTAINS,0.2582,1901,1911
ON092045_1901,ON054054_1911,CONTAINS,0.2681,1901,1911
ON092045_1901,ON054055_1911,CONTAINS,0.2178,1901,1911
ON092050_1901,ON054057_1911,CONTAINS,0.4964,1901,1911
ON044003_1901,ON055030_1911,CONTAINS,0.0279,1901,1911
ON044003_1901,ON055006_1911,CONTAINS,0.5302,1901,1911
ON044025_1901,ON055035_1911,CONTAINS,0.1537,1901,1911
ON044025_1901,ON055036_1911,CONTAINS,0.1537,1901,1911
ON047002_1901,ON058004_1911,WITHIN,0.2541,1901,1911
ON049002_1901,ON059012_1911,CONTAINS,0.0073,1901,1911
ON052005_1901,ON061013_1911,CONTAINS,0.0056,1901,1911
ON052005_1901,ON061011_1911,CONTAINS,0.0074,1901,1911
ON052005_1901,ON061012_1911,CONTAINS,0.0023,1901,1911
ON058001_1901,ON066006_1911,CONTAINS,0.0076,1901,1911
ON058001_1901,ON066007_1911,CONTAINS,0.0076,1901,1911
ON043013_1901,ON069014_1911,CONTAINS,0.4932,1901,1911
ON043013_1901,ON069004_1911,CONTAINS,0.2533,1901,1911
ON043013_1901,ON069003_1911,CONTAINS,0.2535,1901,1911
ON065003_1901,ON073008_1911,CONTAINS,0.0062,1901,1911
ON066008_1901,ON074009_1911,CONTAINS,0.0089,1901,1911
ON065006_1901,ON074008_1911,CONTAINS,0.0081,1901,1911
ON094008_1901,ON075015_1911,CONTAINS,0.0086,1901,1911
ON069007_1901,ON077001_1911,WITHIN,0.3429,1901,1911
ON069003_1901,ON078001_1911,WITHIN,0.3552,1901,1911
ON071004_1901,ON079004_1911,CONTAINS,0.5363,1901,1911
ON071004_1901,ON079005_1911,CONTAINS,0.4637,1901,1911
ON071013_1901,ON080003_1911,CONTAINS,0.5232,1901,1911
ON071013_1901,ON079010_1911,CONTAINS,0.4768,1901,1911
ON071016_1901,ON079012_1911,CONTAINS,0.5594,1901,1911
ON071016_1901,ON079002_1911,CONTAINS,0.4406,1901,1911
ON071001_1901,ON080006_1911,CONTAINS,0.3541,1901,1911
ON071001_1901,ON080010_1911,CONTAINS,0.3296,1901,1911
ON071001_1901,ON080001_1911,CONTAINS,0.3163,1901,1911
ON072001_1901,ON080012_1911,WITHIN,0.7962,1901,1911
ON077002_1901,ON086001_1911,WITHIN,0.2128,1901,1911
ON079002_1901,ON088007_1911,CONTAINS,0.0081,1901,1911
ON080002_1901,ON089007_1911,CONTAINS,0.2009,1901,1911
ON080002_1901,ON089001_1911,CONTAINS,0.7991,1901,1911
ON081010_1901,ON090009_1911,WITHIN,0.8284,1901,1911
ON083003_1901,ON091010_1911,CONTAINS,0.0115,1901,1911
ON084001_1901,ON092004_1911,WITHIN,0.7109,1901,1911
ON084005_1901,ON092011_1911,WITHIN,0.8999,1901,1911
ON084006_1901,ON092012_1911,WITHIN,0.8849,1901,1911
ON085004_1901,ON093004_1911,CONTAINS,0.9322,1901,1911
ON085011_1901,ON093009_1911,WITHIN,0.6456,1901,1911
ON091017_1901,ON098008_1911,CONTAINS,0.5117,1901,1911
ON091017_1901,ON098007_1911,CONTAINS,0.4883,1901,1911
ON092004_1901,ON099006_1911,CONTAINS,0.2225,1901,1911
ON092004_1901,ON099058_1911,CONTAINS,0.2723,1901,1911
ON092004_1901,ON099062_1911,CONTAINS,0.2267,1901,1911
ON092004_1901,ON099008_1911,CONTAINS,0.2786,1901,1911
ON092007_1901,ON099011_1911,CONTAINS,0.4866,1901,1911
ON092007_1901,ON099068_1911,CONTAINS,0.5134,1901,1911
ON092014_1901,ON099070_1911,CONTAINS,0.1034,1901,1911
ON092014_1901,ON099030_1911,CONTAINS,0.1709,1901,1911
ON092014_1901,ON099076_1911,CONTAINS,0.1909,1901,1911
ON092014_1901,ON099017_1911,CONTAINS,0.1701,1901,1911
ON092014_1901,ON099082_1911,CONTAINS,0.194,1901,1911
ON092015_1901,ON099035_1911,CONTAINS,0.5154,1901,1911
ON092015_1901,ON099014_1911,CONTAINS,0.4846,1901,1911
ON092016_1901,ON099036_1911,CONTAINS,0.3386,1901,1911
ON092016_1901,ON099102_1911,CONTAINS,0.3571,1901,1911
ON092016_1901,ON099073_1911,CONTAINS,0.3042,1901,1911
ON092022_1901,ON099050_1911,CONTAINS,0.3351,1901,1911
ON092022_1901,ON099060_1911,CONTAINS,0.3313,1901,1911
ON092023_1901,ON099052_1911,CONTAINS,0.5006,1901,1911
ON092024_1901,ON099078_1911,CONTAINS,0.2566,1901,1911
ON092024_1901,ON099053_1911,CONTAINS,0.2293,1901,1911
ON092024_1901,ON099085_1911,CONTAINS,0.2533,1901,1911
ON092024_1901,ON099069_1911,CONTAINS,0.2521,1901,1911
ON092029_1901,ON099072_1911,CONTAINS,0.3156,1901,1911
ON092029_1901,ON099005_1911,CONTAINS,0.3119,1901,1911
ON092029_1901,ON099067_1911,CONTAINS,0.3725,1901,1911
ON092032_1901,ON099084_1911,CONTAINS,0.3256,1901,1911
ON092032_1901,ON099003_1911,CONTAINS,0.3744,1901,1911
ON092032_1901,ON099031_1911,CONTAINS,0.3,1901,1911
ON092035_1901,ON099089_1911,CONTAINS,0.3837,1901,1911
ON092048_1901,ON099026_1911,CONTAINS,0.3351,1901,1911
ON092048_1901,ON099080_1911,CONTAINS,0.3322,1901,1911
ON092043_1901,ON099098_1911,CONTAINS,0.0082,1901,1911
ON092043_1901,ON099040_1911,CONTAINS,0.0069,1901,1911
ON092043_1901,ON099049_1911,CONTAINS,0.0072,1901,1911
ON092043_1901,ON099093_1911,CONTAINS,0.0087,1901,1911
ON092043_1901,ON099092_1911,CONTAINS,0.0072,1901,1911
ON092043_1901,ON099034_1911,CONTAINS,0.0072,1901,1911
ON092043_1901,ON099090_1911,CONTAINS,0.0072,1901,1911
ON092043_1901,ON099071_1911,CONTAINS,0.0071,1901,1911
ON092043_1901,ON099083_1911,CONTAINS,0.0066,1901,1911
ON092043_1901,ON099095_1911,CONTAINS,0.0338,1901,1911
ON092043_1901,ON099087_1911,CONTAINS,0.0086,1901,1911
ON092043_1901,ON099039_1911,CONTAINS,0.011,1901,1911
ON092043_1901,ON099007_1911,CONTAINS,0.0071,1901,1911
ON092043_1901,ON099059_1911,CONTAINS,0.0071,1901,1911
ON100002_1901,ON105003_1911,CONTAINS,0.7482,1901,1911
ON100003_1901,ON105004_1911,CONTAINS,0.7357,1901,1911
ON100007_1901,ON105008_1911,CONTAINS,0.6649,1901,1911
ON101007_1901,ON106008_1911,CONTAINS,0.0089,1901,1911
ON091013_1901,ON108010_1911,CONTAINS,0.4527,1901,1911
ON091013_1901,ON108003_1911,CONTAINS,0.5473,1901,1911
ON091026_1901,ON108023_1911,CONTAINS,0.2015,1901,1911
ON091026_1901,ON108024_1911,CONTAINS,0.226,1901,1911
ON091026_1901,ON108015_1911,CONTAINS,0.2256,1901,1911
ON091030_1901,ON108004_1911,CONTAINS,0.5324,1901,1911
ON091030_1901,ON108027_1911,CONTAINS,0.4676,1901,1911
ON091033_1901,ON108030_1911,CONTAINS,0.2954,1901,1911
ON091041_1901,ON108037_1911,CONTAINS,0.3609,1901,1911
ON091041_1901,ON108016_1911,CONTAINS,0.6391,1901,1911
ON091048_1901,ON108040_1911,CONTAINS,0.552,1901,1911
ON101003_1901,ON111009_1911,CONTAINS,0.0218,1901,1911
ON106004_1901,ON112004_1911,CONTAINS,0.5065,1901,1911
ON106004_1901,ON112001_1911,CONTAINS,0.4935,1901,1911
ON109001_1901,ON115001_1911,WITHIN,0.8374,1901,1911
ON109003_1901,ON115009_1911,CONTAINS,0.0117,1901,1911
ON109008_1901,ON115007_1911,WITHIN,0.7904,1901,1911
ON110002_1901,ON116003_1911,CONTAINS,0.5237,1901,1911
ON110002_1901,ON116006_1911,CONTAINS,0.4763,1901,1911
ON110004_1901,ON116005_1911,CONTAINS,0.2731,1901,1911
ON110004_1901,ON116010_1911,CONTAINS,0.338,1901,1911
ON110008_1901,ON116007_1911,CONTAINS,0.5573,1901,1911
ON110008_1901,ON116009_1911,CONTAINS,0.4427,1901,1911
ON110013_1901,ON116001_1911,CONTAINS,0.2312,1901,1911
ON111005_1901,ON117010_1911,CONTAINS,0.5001,1901,1911
ON111005_1901,ON117004_1911,CONTAINS,0.4999,1901,1911
ON111009_1901,ON117008_1911,CONTAINS,0.3801,1901,1911
ON111014_1901,ON117013_1911,CONTAINS,0.5082,1901,1911
ON112005_1901,ON118010_1911,CONTAINS,0.0068,1901,1911
ON113003_1901,ON119009_1911,CONTAINS,0.0086,1901,1911
ON113013_1901,ON119010_1911,CONTAINS,0.0112,1901,1911
ON113014_1901,ON119005_1911,CONTAINS,0.8684,1901,1911
ON113014_1901,ON119011_1911,CONTAINS,0.1316,1901,1911
ON053003_1901,ON122006_1911,CONTAINS,0.0116,1901,1911
ON119001_1901,ON129001_1911,CONTAINS,0.4862,1901,1911
ON119001_1901,ON129017_1911,CONTAINS,0.5138,1901,1911
ON119005_1901,ON129007_1911,CONTAINS,0.5438,1901,1911
ON119005_1901,ON129999_1911,CONTAINS,0.4562,1901,1911
ON106012_1901,ON129014_1911,CONTAINS,0.351,1901,1911
ON106012_1901,ON129015_1911,CONTAINS,0.3327,1901,1911
ON106014_1901,ON129009_1911,CONTAINS,0.3391,1901,1911
ON106014_1901,ON129008_1911,CONTAINS,0.3493,1901,1911
ON106014_1901,ON129016_1911,CONTAINS,0.3066,1901,1911
ON106017_1901,ON129020_1911,CONTAINS,0.3436,1901,1911
ON106017_1901,ON129018_1911,CONTAINS,0.3381,1901,1911
ON106017_1901,ON129026_1911,CONTAINS,0.3183,1901,1911
ON119015_1901,ON129028_1911,CONTAINS,0.5046,1901,1911
ON119015_1901,ON129023_1911,CONTAINS,0.4954,1901,1911
ON128001_1901,ON135002_1911,CONTAINS,0.6147,1901,1911
ON128001_1901,ON135009_1911,CONTAINS,0.3353,1901,1911
ON131001_1901,ON136006_1911,CONTAINS,0.0201,1901,1911
ON131002_1901,ON138002_1911,WITHIN,0.5044,1901,1911
ON044026_1901,ON055025_1911,WITHIN,0.92,1901,1911
ON044064_1901,ON123029_1911,WITHIN,0.8538,1901,1911
ON044077_1901,ON123036_1911,CONTAINS,0.4503,1901,1911
ON044037_1901,ON123001_1911,CONTAINS,0.8379,1901,1911
ON106008_1901,ON129003_1911,WITHIN,0.7839,1901,1911
