from,to,iou
QC148999_1871,QC078999_1881,1.0
QC097005_1871,QC095006_1881,1.0
QC125010_1871,QC065011_1881,1.0
QC163008_1871,QC044006_1881,1.0
QC107003_1871,QC091001_1881,1.0
QC135003_1871,QC051006_1881,1.0
QC120006_1871,QC061001_1881,1.0
QC131003_1871,QC083003_1881,1.0
QC131004_1871,QC083004_1881,1.0
QC131002_1871,QC083002_1881,1.0
QC144006_1871,QC080001_1881,1.0
QC144999_1871,QC080999_1881,1.0
QC158999_1871,QC048999_1881,1.0
QC119002_1871,QC066001_1881,1.0
QC098004_1871,QC093004_1881,1.0
QC138001_1871,QC053010_1881,1.0
QC138010_1871,QC053002_1881,1.0
QC110005_1871,QC074004_1881,1.0
QC151001_1871,QC076001_1881,1.0
QC119001_1871,QC066002_1881,1.0
QC150001_1871,QC076012_1881,1.0
QC142012_1871,QC054007_1881,1.0
QC160005_1871,QC047011_1881,1.0
QC108005_1871,QC092003_1881,1.0
QC169999_1871,QC038999_1881,1.0
QC166003_1871,QC041001_1881,1.0
QC125011_1871,QC065010_1881,1.0
QC125012_1871,QC065009_1881,1.0
QC091005_1871,QC098009_1881,0.9999
QC165009_1871,QC042008_1881,1.0
QC093011_1871,QC097038_1881,1.0
QC169012_1871,QC038017_1881,1.0
QC169013_1871,QC038018_1881,1.0
ON182003_1881,ON046045_1891,1.0
ON182006_1881,ON046051_1891,1.0
ON182004_1881,ON046060_1891,1.0
ON182005_1881,ON046062_1891,1.0
ON182026_1881,ON046013_1891,1.0
ON182033_1881,ON046022_1891,0.9876
ON160001_1881,ON048003_1891,0.9981
ON159002_1881,ON106001_1891,1.0
ON160003_1881,ON048004_1891,0.985
ON159003_1881,ON106006_1891,1.0
ON109006_1881,ON050006_1891,1.0
ON109005_1881,ON050002_1891,1.0
ON177002_1881,ON052003_1891,1.0
ON177001_1881,ON053001_1891,1.0
ON176005_1881,ON053003_1891,1.0
ON176006_1881,ON053004_1891,1.0
ON177009_1881,ON052013_1891,1.0
ON177008_1881,ON052009_1891,1.0
ON177011_1881,ON052012_1891,1.0
ON176011_1881,ON053008_1891,1.0
ON176008_1881,ON051001_1891,1.0
ON176004_1881,ON051002_1891,1.0
ON176003_1881,ON051003_1891,1.0
ON177013_1881,ON052006_1891,1.0
ON176007_1881,ON051004_1891,1.0
ON176001_1881,ON053002_1891,1.0
ON176002_1881,ON053005_1891,0.9968
ON177010_1881,ON052004_1891,1.0
ON176009_1881,ON051006_1891,1.0
ON177012_1881,ON052008_1891,1.0
ON176010_1881,ON051005_1891,1.0
ON108004_1881,ON055001_1891,1.0
ON108006_1881,ON055002_1891,1.0
ON108003_1881,ON055003_1891,1.0
ON108001_1881,ON055004_1891,0.9925
ON108008_1881,ON055008_1891,1.0
ON108005_1881,ON055007_1891,1.0
ON153009_1881,ON127001_1891,0.9955
ON152009_1881,ON126004_1891,0.9838
ON153008_1881,ON127006_1891,1.0
ON155005_1881,ON067005_1891,0.9933
ON141005_1881,ON054005_1891,0.9904
ON138004_1881,ON119005_1891,1.0
ON102001_1881,ON057003_1891,1.0
ON102005_1881,ON057005_1891,1.0
ON102003_1881,ON057006_1891,1.0
ON102006_1881,ON057007_1891,0.9801
ON102004_1881,ON057004_1891,1.0
ON128004_1881,ON059002_1891,1.0
ON127003_1881,ON058001_1891,1.0
ON128003_1881,ON059003_1891,0.9822
ON127004_1881,ON058003_1891,1.0
ON127005_1881,ON058004_1891,1.0
ON163008_1881,ON060002_1891,1.0
ON163006_1881,ON090002_1891,1.0
ON163004_1881,ON060003_1891,1.0
ON163001_1881,ON060007_1891,1.0
ON163005_1881,ON060001_1891,1.0
ON163002_1881,ON060004_1891,1.0
ON163007_1881,ON090007_1891,0.9991
ON163009_1881,ON060006_1891,1.0
ON164001_1881,ON061001_1891,1.0
ON164002_1881,ON061002_1891,0.9917
ON164003_1881,ON061007_1891,1.0
ON181014_1881,ON062002_1891,1.0
ON181015_1881,ON062003_1891,1.0
ON181012_1881,ON062004_1891,0.9882
ON181016_1881,ON062001_1891,1.0
ON181003_1881,ON063002_1891,1.0
ON181004_1881,ON063003_1891,0.9814
ON181005_1881,ON063004_1891,1.0
ON181006_1881,ON063006_1891,1.0
ON181001_1881,ON063009_1891,1.0
ON181008_1881,ON063010_1891,1.0
ON181009_1881,ON063011_1891,1.0
ON181002_1881,ON063001_1891,1.0
ON181007_1881,ON063007_1891,1.0
ON181018_1881,ON063008_1891,1.0
ON118012_1881,ON045002_1891,1.0
ON118010_1881,ON045003_1891,1.0
ON118014_1881,ON045005_1891,1.0
ON118008_1881,ON045006_1891,1.0
ON115006_1881,ON064002_1891,1.0
ON118013_1881,ON045008_1891,1.0
ON115001_1881,ON064003_1891,1.0
ON118001_1881,ON045009_1891,1.0
ON118009_1881,ON045011_1891,1.0
ON118011_1881,ON045012_1891,1.0
ON118015_1881,ON045013_1891,1.0
ON115005_1881,ON064004_1891,1.0
ON118002_1881,ON045014_1891,1.0
ON115007_1881,ON064006_1891,1.0
ON115004_1881,ON064007_1891,1.0
ON115003_1881,ON064001_1891,1.0
ON099001_1881,ON065002_1891,1.0
ON099003_1881,ON065003_1891,1.0
ON099002_1881,ON065004_1891,0.99
ON099004_1881,ON065006_1891,0.9919
ON106001_1881,ON066001_1891,1.0
ON106003_1881,ON066003_1891,0.992
ON107007_1881,ON085002_1891,1.0
ON107005_1881,ON085005_1891,1.0
ON107003_1881,ON085007_1891,0.9964
ON106002_1881,ON066004_1891,1.0
ON107004_1881,ON085004_1891,1.0
ON155001_1881,ON069001_1891,1.0
ON155002_1881,ON067001_1891,0.9913
ON155003_1881,ON067003_1891,1.0
ON156003_1881,ON068002_1891,1.0
ON155004_1881,ON067006_1891,1.0
ON155007_1881,ON067007_1891,0.9927
ON156005_1881,ON068001_1891,1.0
ON156006_1881,ON068003_1891,1.0
ON155009_1881,ON067008_1891,1.0
ON156002_1881,ON068007_1891,1.0
ON155008_1881,ON067004_1891,1.0
ON156001_1881,ON068004_1891,1.0
ON154002_1881,ON069002_1891,1.0
ON154005_1881,ON069004_1891,1.0
ON154004_1881,ON069005_1891,0.9916
ON154003_1881,ON069007_1891,1.0
ON156004_1881,ON068006_1891,1.0
ON154001_1881,ON069003_1891,1.0
ON144006_1881,ON094001_1891,1.0
ON146004_1881,ON070002_1891,1.0
ON144008_1881,ON094003_1891,1.0
ON144003_1881,ON094006_1891,1.0
ON146006_1881,ON070005_1891,1.0
ON146002_1881,ON070006_1891,1.0
ON146007_1881,ON070007_1891,1.0
ON144004_1881,ON094008_1891,1.0
ON146001_1881,ON070008_1891,0.9915
ON144009_1881,ON094004_1891,1.0
ON146008_1881,ON070001_1891,1.0
ON146005_1881,ON070003_1891,1.0
ON150007_1881,ON071003_1891,1.0
ON150006_1881,ON071006_1891,1.0
ON150001_1881,ON071007_1891,1.0
ON150003_1881,ON071009_1891,0.9812
ON150005_1881,ON071005_1891,1.0
ON150008_1881,ON071001_1891,1.0
ON150002_1881,ON071002_1891,1.0
ON150009_1881,ON071004_1891,1.0
ON149007_1881,ON072007_1891,1.0
ON149003_1881,ON072003_1891,1.0
ON122013_1881,ON074003_1891,1.0
ON122012_1881,ON074004_1891,1.0
ON120003_1881,ON073002_1891,1.0
ON122005_1881,ON074008_1891,1.0
ON122008_1881,ON074012_1891,1.0
ON122004_1881,ON074009_1891,1.0
ON122014_1881,ON074005_1891,1.0
ON122001_1881,ON074006_1891,1.0
ON122006_1881,ON074010_1891,1.0
ON122003_1881,ON074013_1891,1.0
ON122007_1881,ON074017_1891,1.0
ON121002_1881,ON075004_1891,1.0
ON122002_1881,ON074015_1891,1.0
ON174007_1881,ON076003_1891,0.9908
ON175001_1881,ON076004_1891,1.0
ON175003_1881,ON076005_1891,0.9946
ON175002_1881,ON076006_1891,1.0
ON175009_1881,ON076001_1891,1.0
ON175010_1881,ON076008_1891,1.0
ON173002_1881,ON077002_1891,1.0
ON174005_1881,ON077004_1891,0.9945
ON173005_1881,ON077006_1891,0.997
ON173001_1881,ON091007_1891,1.0
ON174001_1881,ON077007_1891,0.9831
ON173003_1881,ON109007_1891,1.0
ON173006_1881,ON077001_1891,1.0
ON173004_1881,ON091003_1891,1.0
ON175006_1881,ON078001_1891,1.0
ON174003_1881,ON078003_1891,1.0
ON174004_1881,ON077003_1891,0.9951
ON175005_1881,ON078007_1891,0.9832
ON178003_1881,ON047002_1891,1.0
ON178004_1881,ON047010_1891,1.0
ON178010_1881,ON047005_1891,1.0
ON178011_1881,ON047007_1891,1.0
ON180006_1881,ON079003_1891,1.0
ON180004_1881,ON079004_1891,1.0
ON180003_1881,ON079005_1891,1.0
ON180001_1881,ON079006_1891,1.0
ON180002_1881,ON079008_1891,0.9903
ON180009_1881,ON079002_1891,1.0
ON180005_1881,ON079001_1891,1.0
ON116003_1881,ON080002_1891,1.0
ON115002_1881,ON064005_1891,1.0
ON179013_1881,ON081003_1891,1.0
ON179007_1881,ON081004_1891,1.0
ON179004_1881,ON081005_1891,1.0
ON179009_1881,ON081009_1891,1.0
ON179008_1881,ON081001_1891,1.0
ON179006_1881,ON081007_1891,1.0
ON179015_1881,ON081002_1891,1.0
ON179005_1881,ON081006_1891,1.0
ON179014_1881,ON081008_1891,1.0
ON179010_1881,ON081010_1891,1.0
ON178007_1881,ON047004_1891,1.0
ON179003_1881,ON082002_1891,1.0
ON179011_1881,ON082003_1891,1.0
ON179012_1881,ON082007_1891,1.0
ON112006_1881,ON083003_1891,1.0
ON112004_1881,ON083006_1891,1.0
ON112003_1881,ON083009_1891,1.0
ON111008_1881,ON084004_1891,1.0
ON112005_1881,ON083007_1891,1.0
ON111001_1881,ON084001_1891,1.0
ON111004_1881,ON084002_1891,1.0
ON111006_1881,ON084003_1891,1.0
ON111009_1881,ON084005_1891,1.0
ON111003_1881,ON084006_1891,1.0
ON111010_1881,ON084007_1891,1.0
ON111005_1881,ON084009_1891,1.0
ON111002_1881,ON084008_1891,1.0
ON110007_1881,ON086002_1891,1.0
ON110012_1881,ON086003_1891,0.9993
ON110011_1881,ON086004_1891,1.0
ON107002_1881,ON085001_1891,0.9935
ON110005_1881,ON086005_1891,1.0
ON117001_1881,ON087002_1891,1.0
ON118005_1881,ON045007_1891,1.0
ON118003_1881,ON045004_1891,1.0
ON117004_1881,ON087004_1891,1.0
ON118004_1881,ON045015_1891,1.0
ON117003_1881,ON087003_1891,1.0
ON145004_1881,ON088002_1891,1.0
ON144002_1881,ON094005_1891,1.0
ON145002_1881,ON088003_1891,0.9911
ON145003_1881,ON088004_1891,1.0
ON145001_1881,ON088009_1891,1.0
ON145008_1881,ON088001_1891,1.0
ON145006_1881,ON088005_1891,1.0
ON145007_1881,ON088008_1891,1.0
ON167002_1881,ON090001_1891,1.0
ON167003_1881,ON090003_1891,0.9938
ON167006_1881,ON090006_1891,1.0
ON167001_1881,ON092004_1891,0.9841
ON169009_1881,ON091002_1891,1.0
ON169005_1881,ON092003_1891,1.0
ON169004_1881,ON091005_1891,1.0
ON169003_1881,ON091008_1891,1.0
ON169002_1881,ON091009_1891,1.0
ON169008_1881,ON091006_1891,1.0
ON169006_1881,ON091001_1891,1.0
ON169007_1881,ON091004_1891,1.0
ON168005_1881,ON092001_1891,0.9862
ON168007_1881,ON092002_1891,1.0
ON168003_1881,ON093002_1891,1.0
ON168004_1881,ON093005_1891,1.0
ON168001_1881,ON093006_1891,1.0
ON168009_1881,ON093004_1891,1.0
ON168008_1881,ON093007_1891,1.0
ON168002_1881,ON093009_1891,1.0
ON122017_1881,ON074014_1891,1.0
ON157003_1881,ON098001_1891,0.9952
ON157001_1881,ON098002_1891,1.0
ON158004_1881,ON097002_1891,0.9839
ON158002_1881,ON097004_1891,1.0
ON157002_1881,ON098006_1891,0.9933
ON158003_1881,ON097006_1891,0.9985
ON158001_1881,ON097005_1891,1.0
ON123001_1881,ON099005_1891,0.9937
ON123006_1881,ON099008_1891,0.9908
ON123007_1881,ON099009_1891,1.0
ON123008_1881,ON099003_1891,1.0
ON123002_1881,ON099004_1891,1.0
ON124001_1881,ON100001_1891,1.0
ON124002_1881,ON100003_1891,1.0
ON133005_1881,ON101003_1891,1.0
ON133007_1881,ON101008_1891,1.0
ON133008_1881,ON101011_1891,1.0
ON133004_1881,ON101014_1891,1.0
ON133006_1881,ON101016_1891,0.9894
ON133001_1881,ON103004_1891,1.0
ON133011_1881,ON101004_1891,1.0
ON132001_1881,ON103002_1891,1.0
ON133002_1881,ON102003_1891,1.0
ON133003_1881,ON101015_1891,1.0
ON133009_1881,ON102002_1891,1.0
ON105004_1881,ON104001_1891,1.0
ON105003_1881,ON104003_1891,1.0
ON105002_1881,ON104004_1891,1.0
ON105001_1881,ON104005_1891,1.0
ON166007_1881,ON048002_1891,1.0
ON166001_1881,ON105005_1891,1.0
ON166004_1881,ON105007_1891,0.9988
ON166002_1881,ON105008_1891,1.0
ON166003_1881,ON105004_1891,1.0
ON165001_1881,ON097001_1891,0.991
ON165004_1881,ON106003_1891,1.0
ON165003_1881,ON106004_1891,1.0
ON165006_1881,ON106007_1891,0.9886
ON165005_1881,ON106005_1891,1.0
ON131016_1881,ON095008_1891,1.0
ON141002_1881,ON054002_1891,1.0
ON141004_1881,ON054004_1891,1.0
ON140005_1881,ON107005_1891,1.0
ON141003_1881,ON054003_1891,1.0
ON140004_1881,ON107003_1891,1.0
ON172004_1881,ON105002_1891,0.9995
ON172002_1881,ON108001_1891,1.0
ON172005_1881,ON108002_1891,1.0
ON172006_1881,ON108006_1891,1.0
ON172007_1881,ON127010_1891,0.9959
ON172008_1881,ON108003_1891,1.0
ON172010_1881,ON108005_1891,1.0
ON171004_1881,ON109002_1891,1.0
ON171005_1881,ON105003_1891,0.9922
ON171003_1881,ON109004_1891,1.0
ON172001_1881,ON108004_1891,0.9846
ON125009_1881,ON110002_1891,0.9997
ON125006_1881,ON110003_1891,1.0
ON125003_1881,ON110004_1891,1.0
ON125017_1881,ON110007_1891,0.9857
ON125019_1881,ON110008_1891,1.0
ON125007_1881,ON110013_1891,1.0
ON125002_1881,ON110015_1891,1.0
ON126005_1881,ON111001_1891,1.0
ON125004_1881,ON110011_1891,1.0
ON126004_1881,ON111003_1891,1.0
ON126002_1881,ON111005_1891,0.9863
ON103007_1881,ON112001_1891,1.0
ON103006_1881,ON112002_1891,1.0
ON103001_1881,ON112003_1891,1.0
ON103002_1881,ON112004_1891,1.0
ON103004_1881,ON112006_1891,1.0
ON103008_1881,ON112008_1891,1.0
ON103009_1881,ON112009_1891,1.0
ON103003_1881,ON112005_1891,1.0
ON103005_1881,ON112007_1891,1.0
ON119003_1881,ON113002_1891,1.0
ON119009_1881,ON113003_1891,0.9843
ON119005_1881,ON113004_1891,1.0
ON119006_1881,ON113006_1891,1.0
ON119001_1881,ON113007_1891,1.0
ON119002_1881,ON113009_1891,1.0
ON114002_1881,ON114001_1891,1.0
ON114001_1881,ON114002_1891,1.0
ON114003_1881,ON114003_1891,1.0
ON114007_1881,ON114008_1891,1.0
ON114008_1881,ON114009_1891,1.0
ON114010_1881,ON114010_1891,1.0
ON114011_1881,ON114011_1891,1.0
ON114012_1881,ON114012_1891,0.9934
ON114005_1881,ON114007_1891,1.0
ON113003_1881,ON115001_1891,1.0
ON113011_1881,ON115003_1891,1.0
ON113004_1881,ON115004_1891,1.0
ON113005_1881,ON115007_1891,0.991
ON113008_1881,ON115009_1891,1.0
ON113002_1881,ON115010_1891,1.0
ON113006_1881,ON115014_1891,1.0
ON113009_1881,ON115017_1891,1.0
ON113014_1881,ON115016_1891,1.0
ON113013_1881,ON115002_1891,1.0
ON113012_1881,ON115015_1891,1.0
ON104002_1881,ON116001_1891,1.0
ON104001_1881,ON116002_1891,0.9915
ON104003_1881,ON116003_1891,1.0
ON104005_1881,ON116004_1891,0.9938
ON104007_1881,ON116006_1891,1.0
ON104004_1881,ON116008_1891,1.0
ON139012_1881,ON117003_1891,1.0
ON139010_1881,ON117012_1891,1.0
ON139008_1881,ON117013_1891,1.0
ON139011_1881,ON117005_1891,1.0
ON139007_1881,ON118004_1891,1.0
ON139013_1881,ON117010_1891,1.0
ON139004_1881,ON118007_1891,1.0
ON139005_1881,ON118008_1891,1.0
ON139002_1881,ON118006_1891,1.0
ON141001_1881,ON054001_1891,1.0
ON138006_1881,ON119003_1891,1.0
ON138008_1881,ON119004_1891,1.0
ON138001_1881,ON119006_1891,0.9827
ON138005_1881,ON119007_1891,1.0
ON138007_1881,ON119001_1891,1.0
ON139006_1881,ON118001_1891,1.0
ON100004_1881,ON056001_1891,0.9983
ON134004_1881,ON120005_1891,1.0
ON130010_1881,ON121001_1891,1.0
ON130006_1881,ON121002_1891,1.0
ON130004_1881,ON121003_1891,1.0
ON125015_1881,ON110005_1891,1.0
ON130005_1881,ON121004_1891,1.0
ON130001_1881,ON121005_1891,0.9907
ON129004_1881,ON122002_1891,1.0
ON130002_1881,ON121006_1891,1.0
ON125013_1881,ON110009_1891,1.0
ON130008_1881,ON121009_1891,1.0
ON130009_1881,ON121010_1891,1.0
ON129003_1881,ON122004_1891,1.0
ON125016_1881,ON121011_1891,1.0
ON125014_1881,ON110014_1891,1.0
ON125012_1881,ON121012_1891,1.0
ON130007_1881,ON121014_1891,1.0
ON129005_1881,ON122007_1891,1.0
ON129007_1881,ON122001_1891,1.0
ON130003_1881,ON121007_1891,1.0
ON129006_1881,ON122005_1891,1.0
ON162002_1881,ON123005_1891,1.0
ON162001_1881,ON123006_1891,0.9892
ON161002_1881,ON124002_1891,0.9872
ON161001_1881,ON124008_1891,1.0
ON161004_1881,ON124003_1891,1.0
ON161006_1881,ON124004_1891,1.0
ON161005_1881,ON124006_1891,1.0
ON161007_1881,ON124005_1891,1.0
ON144007_1881,ON094007_1891,0.9878
ON142010_1881,ON125009_1891,0.9936
ON144005_1881,ON094009_1891,1.0
ON153006_1881,ON127002_1891,1.0
ON152008_1881,ON126005_1891,1.0
ON153001_1881,ON126006_1891,1.0
ON153002_1881,ON127007_1891,0.9951
ON152005_1881,ON126009_1891,1.0
ON153003_1881,ON127005_1891,1.0
ON153005_1881,ON127008_1891,1.0
ON153007_1881,ON127003_1891,1.0
ON153004_1881,ON127004_1891,1.0
ON152004_1881,ON126001_1891,1.0
ON151004_1881,ON128001_1891,1.0
ON151005_1881,ON128002_1891,0.9917
ON152006_1881,ON126007_1891,1.0
ON152007_1881,ON126010_1891,1.0
ON151001_1881,ON128006_1891,1.0
ON152003_1881,ON126002_1891,1.0
ON152002_1881,ON126003_1891,1.0
ON147005_1881,ON048001_1891,0.9937
ON147003_1881,ON130001_1891,1.0
ON148004_1881,ON129001_1891,1.0
ON147002_1881,ON130002_1891,1.0
ON148002_1881,ON129003_1891,0.9827
ON147004_1881,ON130004_1891,1.0
ON147001_1881,ON130008_1891,1.0
ON136004_1881,ON133001_1891,0.9803
ON135003_1881,ON131001_1891,0.9931
ON135001_1881,ON131004_1891,1.0
ON136005_1881,ON133005_1891,0.9914
ON135005_1881,ON131002_1891,1.0
ON136001_1881,ON133002_1891,1.0
ON137001_1881,ON132008_1891,0.9927
ON137003_1881,ON103006_1891,0.9804
ON137005_1881,ON103001_1891,1.0
ON149001_1881,ON072001_1891,1.0
ON149002_1881,ON072002_1891,1.0
ON149006_1881,ON072006_1891,1.0
ON149005_1881,ON072005_1891,1.0
ON149004_1881,ON072004_1891,1.0
ON116001_1881,ON080007_1891,1.0
ON116006_1881,ON080006_1891,1.0
ON116002_1881,ON080004_1891,1.0
ON116007_1881,ON080001_1891,1.0
ON116005_1881,ON080003_1891,1.0
ON116004_1881,ON080005_1891,1.0
ON105005_1881,ON104002_1891,1.0
ON109004_1881,ON050003_1891,1.0
ON109001_1881,ON050005_1891,1.0
ON109003_1881,ON050001_1891,1.0
ON109002_1881,ON050004_1891,1.0
ON118007_1881,ON045010_1891,1.0
ON114006_1881,ON114006_1891,1.0
ON138002_1881,ON132006_1891,0.983
ON113001_1881,ON115013_1891,1.0
ON182008_1881,ON046044_1891,1.0
ON182012_1881,ON046063_1891,1.0
ON134006_1881,ON120003_1891,0.9991
ON134007_1881,ON120001_1891,1.0
ON134005_1881,ON120004_1891,1.0
ON134002_1881,ON120002_1891,0.9985
ON110010_1881,ON086010_1891,0.9822
MB184002_1881,MB008003_1891,1.0
MB185004_1881,MB006009_1891,1.0
MB185001_1881,MB006016_1891,1.0
MB183001_1881,MB006001_1891,0.9977
BC191002_1881,BC004002_1891,1.0
BC191004_1881,BC004006_1891,1.0
BC192004_1881,BC003012_1891,1.0
BC191003_1881,BC004001_1891,1.0
BC191001_1881,BC004003_1891,1.0
BC189004_1881,BC001005_1891,1.0
NB031008_1881,NB012001_1891,1.0
NB031010_1881,NB012002_1891,1.0
NB031007_1881,NB012003_1891,1.0
NB031011_1881,NB012004_1891,1.0
NB031009_1881,NB012005_1891,1.0
NB031002_1881,NB012006_1891,1.0
NB031004_1881,NB012007_1891,1.0
NB031003_1881,NB012008_1891,1.0
NB031006_1881,NB012009_1891,1.0
NB031005_1881,NB012010_1891,1.0
NB031001_1881,NB012011_1891,1.0
NB031012_1881,NB012012_1891,1.0
NB026017_1881,NB013001_1891,1.0
NB026001_1881,NB013002_1891,1.0
NB026014_1881,NB013003_1891,1.0
NB026006_1881,NB013004_1891,1.0
NB026018_1881,NB013005_1891,1.0
NB026002_1881,NB013006_1891,1.0
NB026003_1881,NB013008_1891,1.0
NB026008_1881,NB013010_1891,1.0
NB026009_1881,NB013011_1891,1.0
NB026015_1881,NB013013_1891,1.0
NB026005_1881,NB013014_1891,1.0
NB026012_1881,NB013007_1891,1.0
NB026010_1881,NB013016_1891,1.0
NB036002_1881,NB014001_1891,1.0
NB036001_1881,NB014002_1891,1.0
NB036006_1881,NB014003_1891,1.0
NB036003_1881,NB014005_1891,1.0
NB036007_1881,NB014008_1891,1.0
NB034002_1881,NB015001_1891,1.0
NB034001_1881,NB015002_1891,1.0
NB034008_1881,NB015003_1891,1.0
NB034004_1881,NB015005_1891,1.0
NB034003_1881,NB015006_1891,1.0
NB034005_1881,NB015009_1891,1.0
NB034006_1881,NB015010_1891,1.0
NB027013_1881,NB016001_1891,1.0
NB027002_1881,NB016002_1891,1.0
NB027010_1881,NB016003_1891,1.0
NB027005_1881,NB016004_1891,1.0
NB027015_1881,NB016005_1891,1.0
NB027006_1881,NB016006_1891,1.0
NB027003_1881,NB016007_1891,1.0
NB027008_1881,NB016008_1891,1.0
NB027004_1881,NB016009_1891,1.0
NB027014_1881,NB016010_1891,1.0
NB027007_1881,NB016011_1891,1.0
NB027011_1881,NB016012_1891,1.0
NB027009_1881,NB016013_1891,1.0
NB027012_1881,NB016014_1891,1.0
NB027001_1881,NB016015_1891,1.0
NB023005_1881,NB011001_1891,1.0
NB023001_1881,NB011002_1891,1.0
NB023006_1881,NB011003_1891,1.0
NB023004_1881,NB011004_1891,1.0
NB023002_1881,NB011005_1891,1.0
NB023003_1881,NB011006_1891,1.0
NB035001_1881,NB017001_1891,1.0
NB035007_1881,NB017002_1891,1.0
NB035006_1881,NB017003_1891,1.0
NB035010_1881,NB017004_1891,1.0
NB035008_1881,NB017005_1891,1.0
NB035012_1881,NB017007_1891,1.0
NB035005_1881,NB017008_1891,1.0
NB035002_1881,NB017010_1891,1.0
NB035003_1881,NB017011_1891,1.0
NB035004_1881,NB017013_1891,1.0
NB037002_1881,NB019001_1891,1.0
NB037004_1881,NB019002_1891,1.0
NB037003_1881,NB019003_1891,1.0
NB037005_1881,NB019004_1891,1.0
NB025001_1881,NB021006_1891,1.0
NB025002_1881,NB021007_1891,1.0
NB025008_1881,NB021009_1891,1.0
NB024007_1881,NB020002_1891,1.0
NB024005_1881,NB020003_1891,1.0
NB024009_1881,NB020004_1891,1.0
NB024003_1881,NB020005_1891,1.0
NB024001_1881,NB020006_1891,1.0
NB024004_1881,NB020007_1891,1.0
NB024006_1881,NB020008_1891,1.0
NB024002_1881,NB020009_1891,1.0
NB029001_1881,NB022001_1891,1.0
NB029004_1881,NB022002_1891,1.0
NB029002_1881,NB022003_1891,1.0
NB029003_1881,NB022004_1891,1.0
NB029007_1881,NB022005_1891,1.0
NB029006_1881,NB022006_1891,1.0
NB029005_1881,NB022007_1891,1.0
NB028009_1881,NB018001_1891,1.0
NB028005_1881,NB018002_1891,1.0
NB028006_1881,NB018003_1891,1.0
NB028010_1881,NB018004_1891,1.0
NB028002_1881,NB018005_1891,1.0
NB028003_1881,NB018006_1891,1.0
NB028008_1881,NB018007_1891,1.0
NB028001_1881,NB018008_1891,1.0
NB028007_1881,NB018009_1891,1.0
NB028004_1881,NB018010_1891,1.0
NB032010_1881,NB023001_1891,1.0
NB032009_1881,NB023002_1891,1.0
NB032012_1881,NB023003_1891,1.0
NB032008_1881,NB023004_1891,1.0
NB032013_1881,NB023005_1891,1.0
NB032011_1881,NB023007_1891,1.0
NB032006_1881,NB023008_1891,1.0
NB032005_1881,NB023009_1891,1.0
NB032001_1881,NB023010_1891,1.0
NB032002_1881,NB023011_1891,1.0
NB032007_1881,NB023013_1891,1.0
NB033004_1881,NB024001_1891,1.0
NB033001_1881,NB024002_1891,1.0
NB033007_1881,NB024004_1891,1.0
NB033002_1881,NB024005_1891,1.0
NB033008_1881,NB024006_1891,1.0
NB033005_1881,NB024007_1891,1.0
NB033003_1881,NB024008_1891,1.0
NB030015_1881,NB025001_1891,1.0
NB030011_1881,NB025002_1891,1.0
NB030016_1881,NB025003_1891,1.0
NB030010_1881,NB025004_1891,1.0
NB030008_1881,NB025010_1891,1.0
NB030007_1881,NB025011_1891,1.0
NB030006_1881,NB025013_1891,1.0
NB030012_1881,NB025014_1891,1.0
NB030009_1881,NB025015_1891,1.0
NB030014_1881,NB025016_1891,1.0
NB030018_1881,NB025017_1891,0.9968
NB030013_1881,NB025018_1891,1.0
NB030017_1881,NB025019_1891,1.0
NB024008_1881,NB020001_1891,1.0
NB030005_1881,NB025006_1891,1.0
NB030004_1881,NB025007_1891,1.0
NB030003_1881,NB025005_1891,1.0
NB030002_1881,NB025008_1891,1.0
NB030001_1881,NB025009_1891,1.0
NB026011_1881,NB013015_1891,1.0
NB026013_1881,NB013017_1891,1.0
NS016005_1881,NS026003_1891,1.0
NS016011_1881,NS026005_1891,1.0
