uid_from,year_from,name_from,canon_from,uid_to,year_to,name_to,canon_to,rel,iou,frac_from,frac_to,source,accept_rule,chain_place_id
CD_QC_Soulanges,1871,Soulanges,Soulanges,CD_QC_Soulanges,1881,Soulanges,Soulanges,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Soulanges
CD_QC_St._Hyacinthe,1871,St. Hyacinthe,St. Hyacinthe,CD_QC_St._Hyacinthe,1881,St. Hyacinthe,St. Hyacinthe,SAME_AS,0.9885,1.0,0.9885,high_confidence,1,CD_QC_St._Hyacinthe
CD_QC_St._Jean,1871,St. Jean,St. Jean,CD_QC_St._Jean,1881,St. Jean,St. Jean,SAME_AS,0.9965,1.0,0.9965,high_confidence,1,CD_QC_St._Jean
CD_QC_Stanstead,1871,Stanstead,Stanstead,CD_QC_Stanstead,1881,Stanstead,Stanstead,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Stanstead
CD_QC_Temiscouata,1871,Temiscouata,Temiscouata,CD_QC_Temiscouata,1881,Temiscouata,Temiscouata,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Temiscouata
CD_QC_Terrebonne,1871,Terrebonne,Terrebonne,CD_QC_Terrebonne,1881,Terrebonne,Terrebonne,SAME_AS,0.9943,0.9943,1.0,high_confidence,1,CD_QC_Terrebonne
CD_QC_Vaudreuil,1871,Vaudreuil,Vaudreuil,CD_QC_Vaudreuil,1881,Vaudreuil,Vaudreuil,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Vaudreuil
CD_QC_Vercheres,1871,Vercheres,Vercheres,CD_QC_Verchères,1881,Verchères,Verchères,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Verchères
CD_QC_Yamaska,1871,Yamaska,Yamaska,CD_QC_Yamaska,1881,Yamaska,Yamaska,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Yamaska
CD_BC_Cariboo,1881,Cariboo,Cariboo,CD_BC_Cariboo,1891,Cariboo,Cariboo,CONTAINS,0.8616,0.8616,1.0,high_confidence,3,CD_BC_Cariboo
CD_BC_New_Westminster,1881,New Westminster,New Westminster,CD_BC_New_Westminster,1891,New Westminster,New Westminster,WITHIN,0.9025,1.0,0.9025,high_confidence,3,CD_BC_New_Westminster
CD_BC_Vancouver,1881,Vancouver,Vancouver,CD_BC_Vancouver,1891,Vancouver,Vancouver,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_BC_Vancouver
CD_BC_Victoria,1881,Victoria,Victoria,CD_BC_Victoria,1891,Victoria,Victoria,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_BC_Victoria
CD_BC_Yale,1881,Yale,Yale,CD_BC_Yale,1891,Yale,Yale,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_BC_Yale
CD_MB_Lisgar,1881,Lisgar,Lisgar,CD_MB_Lisgar,1891,Lisgar,Lisgar,WITHIN,0.0783,1.0,0.0783,high_confidence,3,CD_MB_Lisgar
CD_NB_Albert,1881,Albert,Albert,CD_NB_Albert,1891,Albert,Albert,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Albert
CD_NB_Carleton,1881,Carleton,Carleton,CD_NB_Carleton,1891,Carleton,Carleton,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Carleton
CD_NB_Charlotte,1881,Charlotte,Charlotte,CD_NB_Charlotte,1891,Charlotte,Charlotte,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Charlotte
CD_NB_Gloucester,1881,Gloucester,Gloucester,CD_NB_Gloucester,1891,Gloucester,Gloucester,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Gloucester
CD_NB_Kent,1881,Kent,Kent,CD_NB_Kent,1891,Kent,Kent,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Kent
CD_NB_King's,1881,King's,King's,CD_NB_King’s,1891,King’s,King’s,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_King's
CD_NB_Northumberland,1881,Northumberland,Northumberland,CD_NB_Northumberland,1891,Northumberland,Northumberland,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Northumberland
CD_NB_Queen's,1881,Queen's,Queen's,CD_NB_Queen's,1891,Queen's,Queen's,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Queen's
CD_NB_Restigouche,1881,Restigouche,Restigouche,CD_NB_Restigouche,1891,Restigouche,Restigouche,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Restigouche
"CD_NB_St._John,_(County-Comté)",1881,"St. John, (County-Comté)",St. John County,"CD_NB_St-John,_County—Comté",1891,"St-John, County—Comté",St-John County,SAME_AS,0.9972,1.0,0.9972,high_confidence,1,CD_NB_St._John
CD_NB_Sunbury,1881,Sunbury,Sunbury,CD_NB_Sunbury,1891,Sunbury,Sunbury,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Sunbury
CD_NB_Victoria,1881,Victoria,Victoria,CD_NB_Victoria,1891,Victoria,Victoria,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Victoria
CD_NB_Westmoreland,1881,Westmoreland,Westmoreland,CD_NB_Westmoreland,1891,Westmoreland,Westmoreland,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Westmorland
CD_NB_York,1881,York,York,CD_NB_York,1891,York,York,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_York
CD_NL_Newfoundland,1881,Newfoundland,Newfoundland,CD_NL_Newfoundland,1891,Newfoundland,Newfoundland,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NL_Newfoundland
CD_NS_Annapolis,1881,Annapolis,Annapolis,CD_NS_Annapolis,1891,Annapolis,Annapolis,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Annapolis
CD_NS_Antigonish,1881,Antigonish,Antigonish,CD_NS_Antigonish,1891,Antigonish,Antigonish,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Antigonish
CD_NS_Cape_Breton,1881,Cape Breton,Cape Breton,CD_NS_Cape_Breton,1891,Cape Breton,Cape Breton,WITHIN,0.9785,0.9785,1.0,high_confidence,3,CD_NS_Cape_Breton
CD_NS_Colchester,1881,Colchester,Colchester,CD_NS_Colchester,1891,Colchester,Colchester,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Colchester
CD_NS_Cumberland,1881,Cumberland,Cumberland,CD_NS_Cumberland,1891,Cumberland,Cumberland,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Cumberland
CD_NS_Digby,1881,Digby,Digby,CD_NS_Digby,1891,Digby,Digby,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Digby
CD_NS_Guysborough,1881,Guysborough,Guysborough,CD_NS_Guysborough,1891,Guysborough,Guysborough,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Guysborough
CD_NS_Halifax_(City-Ville),1881,Halifax (City-Ville),Halifax City,"CD_NS_Halifax,_City—Cité",1891,"Halifax, City—Cité",Halifax City,WITHIN,0.0092,1.0,0.0092,high_confidence,3,CD_NS_Halifax_City
CD_NS_Halifax_(County-Comté),1881,Halifax (County-Comté),Halifax County,"CD_NS_Halifax,_City—Cité",1891,"Halifax, City—Cité",Halifax City,SAME_AS,0.9908,1.0,0.9908,high_confidence,1,CD_NS_Halifax_City
CD_NS_Hants,1881,Hants,Hants,CD_NS_Hants,1891,Hants,Hants,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Hants
CD_NS_Inverness,1881,Inverness,Inverness,CD_NS_Inverness,1891,Inverness,Inverness,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Inverness
CD_NS_King's,1881,King's,King's,CD_NS_King’s,1891,King’s,King’s,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Kings
CD_NS_Lunenburg,1881,Lunenburg,Lunenburg,CD_NS_Lunenburg,1891,Lunenburg,Lunenburg,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Lunenburg
CD_NS_Pictou,1881,Pictou,Pictou,CD_NS_Pictou,1891,Pictou,Pictou,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Pictou
CD_NS_Queens,1881,Queens,Queens,CD_NS_Queen's,1891,Queen's,Queen's,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Queens
CD_NS_Richmond,1881,Richmond,Richmond,CD_NS_Richmond,1891,Richmond,Richmond,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Richmond
CD_NS_Shelburne,1881,Shelburne,Shelburne,CD_NS_Shelburne,1891,Shelburne,Shelburne,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Shelburne
CD_NS_Victoria,1881,Victoria,Victoria,CD_NS_Victoria,1891,Victoria,Victoria,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Victoria
CD_NS_Yarmouth,1881,Yarmouth,Yarmouth,CD_NS_Yarmouth,1891,Yarmouth,Yarmouth,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Yarmouth
CD_ON_Addington,1881,Addington,Addington,CD_ON_Addington,1891,Addington,Addington,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Addington_1871
CD_ON_Brockville,1881,Brockville,Brockville,CD_ON_Brockville,1891,Brockville,Brockville,WITHIN,0.6091,1.0,0.6091,high_confidence,3,CD_ON_Brockville
"CD_ON_Bruce,_North—Nord",1881,"Bruce, North—Nord",Bruce North,"CD_ON_Bruce,_North—Nord",1891,"Bruce, North—Nord",Bruce North,CONTAINS,0.8099,0.8099,1.0,high_confidence,3,CD_ON_Bruce_North
CD_ON_Cardwell,1881,Cardwell,Cardwell,CD_ON_Cardwell,1891,Cardwell,Cardwell,SAME_AS,0.9972,1.0,0.9972,high_confidence,1,CD_ON_Cardwell
CD_ON_Carleton,1881,Carleton,Carleton,CD_ON_Carleton,1891,Carleton,Carleton,CONTAINS,0.6971,0.6971,1.0,high_confidence,3,CD_ON_Carleton
CD_ON_Dundas,1881,Dundas,Dundas,CD_ON_Dundas,1891,Dundas,Dundas,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Dundas
"CD_ON_Durham,_East—Est",1881,"Durham, East—Est",Durham East,"CD_ON_Durham,_East—Est",1891,"Durham, East—Est",Durham East,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Durham_East
"CD_ON_Durham,_West—Ouest",1881,"Durham, West—Ouest",Durham West,"CD_ON_Durham,_West—Ouest",1891,"Durham, West—Ouest",Durham West,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Durham_West
"CD_ON_Elgin,_East—Est",1881,"Elgin, East—Est",Elgin East,"CD_ON_Elgin,_East—Est",1891,"Elgin, East—Est",Elgin East,CONTAINS,0.8567,0.8567,1.0,high_confidence,3,CD_ON_Elgin_East
"CD_ON_Elgin,_West—Ouest",1881,"Elgin, West—Ouest",Elgin West,"CD_ON_Elgin,_West—Ouest",1891,"Elgin, West—Ouest",Elgin West,WITHIN,0.6603,1.0,0.6603,high_confidence,3,CD_ON_Elgin_West
CD_ON_Frontenac,1881,Frontenac,Frontenac,CD_ON_Frontenac,1891,Frontenac,Frontenac,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Frontenac
CD_ON_Glengarry,1881,Glengarry,Glengarry,CD_ON_Glengarry,1891,Glengarry,Glengarry,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Glengarry
"CD_ON_Grenville,_South—Sud",1881,"Grenville, South—Sud",Grenville South,"CD_ON_Grenville,_South—Sud",1891,"Grenville, South—Sud",Grenville South,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Grenville_South
"CD_ON_Grey,_East—Est",1881,"Grey, East—Est",Grey East,"CD_ON_Grey,_East—Est",1891,"Grey, East—Est",Grey East,CONTAINS,0.8638,0.8638,1.0,high_confidence,3,CD_ON_Grey_East
"CD_ON_Grey,_North—Nord",1881,"Grey, North—Nord",Grey North,"CD_ON_Grey,_North—Nord",1891,"Grey, North—Nord",Grey North,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Grey_North
"CD_ON_Grey,_South—Sud",1881,"Grey, South—Sud",Grey South,"CD_ON_Grey,_South—Sud",1891,"Grey, South—Sud",Grey South,WITHIN,0.8066,1.0,0.8066,high_confidence,3,CD_ON_Grey_South
CD_ON_Haldimand,1881,Haldimand,Haldimand,CD_ON_Haldimand,1891,Haldimand,Haldimand,CONTAINS,0.9387,0.9387,1.0,high_confidence,3,CD_ON_Haldimand
CD_ON_Halton,1881,Halton,Halton,CD_ON_Halton,1891,Halton,Halton,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Halton
"CD_ON_Hamilton,_City—Cité",1881,"Hamilton, City—Cité",Hamilton City,"CD_ON_Hamilton,_City—Cité",1891,"Hamilton, City—Cité",Hamilton City,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Hamilton_City
"CD_ON_Hastings,_East—Est",1881,"Hastings, East—Est",Hastings East,"CD_ON_Hastings,_East—Est",1891,"Hastings, East—Est",Hastings East,WITHIN,0.9763,1.0,0.9763,high_confidence,3,CD_ON_Hastings_East
"CD_ON_Hastings,_North—Nord",1881,"Hastings, North—Nord",Hastings North,"CD_ON_Hastings,_North—Nord",1891,"Hastings, North—Nord",Hastings North,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Hastings_North
"CD_ON_Hastings,_West—Ouest",1881,"Hastings, West—Ouest",Hastings West,"CD_ON_Hastings,_West—Ouest",1891,"Hastings, West—Ouest",Hastings West,WITHIN,0.9533,1.0,0.9533,high_confidence,3,CD_ON_Hastings_West
CD_ON_Kent,1881,Kent,Kent,CD_ON_Kent,1891,Kent,Kent,CONTAINS,0.7107,0.7107,1.0,high_confidence,3,CD_ON_Kent_1871
"CD_ON_Kingston,_City—Cite",1881,"Kingston, City—Cite",Kingston City,"CD_ON_Kingston,_City—Cite",1891,"Kingston, City—Cite",Kingston City,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Kingston_City_1881_1901
"CD_ON_Kingston,_City—Cité",1881,"Kingston, City—Cité",Kingston City,"CD_ON_Kingston,_City—Cité",1891,"Kingston, City—Cité",Kingston City,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Kingston_City_1881
"CD_ON_Lanark,_North—Nord",1881,"Lanark, North—Nord",Lanark North,"CD_ON_Lanark,_North—Nord",1891,"Lanark, North—Nord",Lanark North,WITHIN,0.7574,1.0,0.7574,high_confidence,3,CD_ON_Lanark_North
"CD_ON_Lanark,_South—Sud",1881,"Lanark, South—Sud",Lanark South,"CD_ON_Lanark,_South—Sud",1891,"Lanark, South—Sud",Lanark South,SAME_AS,0.9984,0.9984,1.0,high_confidence,1,CD_ON_Lanark_South
"CD_ON_Leeds_&_Grenville,_North—Nord",1881,"Leeds & Grenville, North—Nord",Leeds & Grenville North,"CD_ON_Leeds_&_Grenville,_North—Nord",1891,"Leeds & Grenville, North—Nord",Leeds & Grenville North,CONTAINS,0.7533,0.7553,0.9965,high_confidence,3,CD_ON_Leeds_&_Grenville_North
"CD_ON_Leeds,_South—Sud",1881,"Leeds, South—Sud",Leeds South,"CD_ON_Leeds,_South—Sud",1891,"Leeds, South—Sud",Leeds South,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Leeds_South
CD_ON_Lennox,1881,Lennox,Lennox,CD_ON_Lennox,1891,Lennox,Lennox,WITHIN,0.9461,1.0,0.9461,high_confidence,3,CD_ON_Lennox_1871
"CD_ON_London,_City—Cité",1881,"London, City—Cité",London City,"CD_ON_London,_City—Cité",1891,"London, City—Cité",London City,SAME_AS,0.9846,1.0,0.9846,high_confidence,1,CD_ON_London_City
"CD_ON_Norfolk,_North—Nord",1881,"Norfolk, North—Nord",Norfolk North,"CD_ON_Norfolk,_North—Nord",1891,"Norfolk, North—Nord",Norfolk North,WITHIN,0.7228,0.9945,0.7257,high_confidence,3,CD_ON_Norfolk_North
"CD_ON_Norfolk,_South—Sud",1881,"Norfolk, South—Sud",Norfolk South,"CD_ON_Norfolk,_South—Sud",1891,"Norfolk, South—Sud",Norfolk South,SAME_AS,0.9954,1.0,0.9954,high_confidence,1,CD_ON_Norfolk_South
"CD_ON_Northumberland,_East—Est",1881,"Northumberland, East—Est",Northumberland East,"CD_ON_Northumberland,_East—Est",1891,"Northumberland, East—Est",Northumberland East,SAME_AS,0.9817,1.0,0.9817,high_confidence,1,CD_ON_Northumberland_East
"CD_ON_Northumberland,_West—Ouest",1881,"Northumberland, West—Ouest",Northumberland West,"CD_ON_Northumberland,_West—Ouest",1891,"Northumberland, West—Ouest",Northumberland West,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Northumberland_West
"CD_ON_Ottawa,_City—Cité",1881,"Ottawa, City—Cité",Ottawa City,"CD_ON_Ottawa,_City—Cité",1891,"Ottawa, City—Cité",Ottawa City,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Ottawa_City
CD_ON_Peel,1881,Peel,Peel,CD_ON_Peel,1891,Peel,Peel,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Peel
"CD_ON_Perth,_North—Nord",1881,"Perth, North—Nord",Perth North,"CD_ON_Perth,_North—Nord",1891,"Perth, North—Nord",Perth North,CONTAINS,0.7068,0.7085,0.9967,high_confidence,3,CD_ON_Perth_North
"CD_ON_Peterborough,_West—Ouest",1881,"Peterborough, West—Ouest",Peterborough West,"CD_ON_Peterborough,_West—Ouest",1891,"Peterborough, West—Ouest",Peterborough West,CONTAINS,0.9331,0.9332,0.9999,high_confidence,3,CD_ON_Peterborough_West
CD_ON_Prescott,1881,Prescott,Prescott,CD_ON_Prescott,1891,Prescott,Prescott,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Prescott
CD_ON_Prince_Edward,1881,Prince Edward,Prince Edward,CD_ON_Prince_Edward,1891,Prince Edward,Prince Edward,WITHIN,0.9206,1.0,0.9206,high_confidence,3,CD_ON_Prince_Edward
"CD_ON_Renfrew,_North—Nord",1881,"Renfrew, North—Nord",Renfrew North,"CD_ON_Renfrew,_North—Nord",1891,"Renfrew, North—Nord",Renfrew North,CONTAINS,0.8668,0.8668,1.0,high_confidence,3,CD_ON_Renfrew_North
"CD_ON_Renfrew,_South—Sud",1881,"Renfrew, South—Sud",Renfrew South,"CD_ON_Renfrew,_South—Sud",1891,"Renfrew, South—Sud",Renfrew South,CONTAINS,0.8386,0.8386,1.0,high_confidence,3,CD_ON_Renfrew_South
CD_ON_Russell,1881,Russell,Russell,CD_ON_Russell,1891,Russell,Russell,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Russell
"CD_ON_Simcoe,_North—Nord",1881,"Simcoe, North—Nord",Simcoe North,"CD_ON_Simcoe,_North—Nord",1891,"Simcoe, North—Nord",Simcoe North,CONTAINS,0.3772,0.3772,1.0,high_confidence,3,CD_ON_Simcoe_North
"CD_ON_Simcoe,_South—Sud",1881,"Simcoe, South—Sud",Simcoe South,"CD_ON_Simcoe,_South—Sud",1891,"Simcoe, South—Sud",Simcoe South,CONTAINS,0.8406,0.8406,1.0,high_confidence,3,CD_ON_Simcoe_South
"CD_ON_Toronto,_City—Cité",1881,"Toronto, City—Cité",Toronto City,"CD_ON_Toronto,_City—Cité",1891,"Toronto, City—Cité",Toronto City,WITHIN,0.9173,0.9999,0.9174,high_confidence,3,CD_ON_Toronto_City_1881
"CD_ON_Victoria,_North—Nord",1881,"Victoria, North—Nord",Victoria North,"CD_ON_Victoria,_North—Nord",1891,"Victoria, North—Nord",Victoria North,WITHIN,0.656,1.0,0.656,high_confidence,3,CD_ON_Victoria_North
"CD_ON_Victoria,_South—Sud",1881,"Victoria, South—Sud",Victoria South,"CD_ON_Victoria,_South—Sud",1891,"Victoria, South—Sud",Victoria South,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Victoria_South
"CD_ON_Waterloo,_North—Nord",1881,"Waterloo, North—Nord",Waterloo North,"CD_ON_Waterloo,_North—Nord",1891,"Waterloo, North—Nord",Waterloo North,SAME_AS,0.9893,0.9893,1.0,high_confidence,1,CD_ON_Waterloo_North
"CD_ON_Waterloo,_South—Sud",1881,"Waterloo, South—Sud",Waterloo South,"CD_ON_Waterloo,_South—Sud",1891,"Waterloo, South—Sud",Waterloo South,SAME_AS,0.9886,1.0,0.9886,high_confidence,1,CD_ON_Waterloo_South
CD_ON_Welland,1881,Welland,Welland,CD_ON_Welland,1891,Welland,Welland,SAME_AS,0.9978,1.0,0.9978,high_confidence,1,CD_ON_Welland
"CD_ON_Wellington,_Centre",1881,"Wellington, Centre",Wellington Centre,"CD_ON_Wellington,_Centre",1891,"Wellington, Centre",Wellington Centre,WITHIN,0.7964,0.997,0.7983,high_confidence,3,CD_ON_Wellington_Centre
"CD_ON_Wellington,_South—Sud",1881,"Wellington, South—Sud",Wellington South,"CD_ON_Wellington,_South—Sud",1891,"Wellington, South—Sud",Wellington South,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Wellington_South
"CD_ON_Wentworth,_North—Nord",1881,"Wentworth, North—Nord",Wentworth North,"CD_ON_Wentworth,_North—Nord",1891,"Wentworth, North—Nord",Wentworth North,SAME_AS,0.9979,0.9979,1.0,high_confidence,1,CD_ON_Wentworth_North
"CD_ON_York,_East—Est",1881,"York, East—Est",York East,"CD_ON_York,_East—Est",1891,"York, East—Est",York East,SAME_AS,0.9945,0.9959,0.9987,high_confidence,1,CD_ON_York_East
"CD_ON_York,_West—Ouest",1881,"York, West—Ouest",York West,"CD_ON_York,_West—Ouest",1891,"York, West—Ouest",York West,SAME_AS,0.9976,0.9986,0.9989,high_confidence,1,CD_ON_York_West
CD_PE_King's,1881,King's,King's,CD_PE_King’s,1891,King’s,King’s,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_PE_King's
CD_PE_Prince,1881,Prince,Prince,CD_PE_Prince,1891,Prince,Prince,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_PE_Prince
CD_PE_Queen's,1881,Queen's,Queen's,CD_PE_Queen’s,1891,Queen’s,Queen’s,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_PE_Queen's
CD_QC_Argenteuil,1881,Argenteuil,Argenteuil,CD_QC_Argenteuil,1891,Argenteuil,Argenteuil,CONTAINS,0.8084,0.8084,1.0,high_confidence,3,CD_QC_Argenteuil
CD_QC_Bagot,1881,Bagot,Bagot,CD_QC_Bagot_,1891,Bagot ,Bagot,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Bagot
CD_QC_Beauce,1881,Beauce,Beauce,CD_QC_Beauce,1891,Beauce,Beauce,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Beauce
CD_QC_Beauharnois,1881,Beauharnois,Beauharnois,CD_QC_Beauharnois,1891,Beauharnois,Beauharnois,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Beauharnois
CD_QC_Bellechasse,1881,Bellechasse,Bellechasse,CD_QC_Bellechasse,1891,Bellechasse,Bellechasse,WITHIN,0.9723,1.0,0.9723,high_confidence,3,CD_QC_Bellechasse
CD_QC_Berthier,1881,Berthier,Berthier,CD_QC_Berthier,1891,Berthier,Berthier,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Berthier
CD_QC_Bonaventure,1881,Bonaventure,Bonaventure,CD_QC_Bonaventure,1891,Bonaventure,Bonaventure,SAME_AS,0.9999,0.9999,1.0,high_confidence,1,CD_QC_Bonaventure
CD_QC_Brome,1881,Brome,Brome,CD_QC_Brome,1891,Brome,Brome,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Brome
CD_QC_Chambly,1881,Chambly,Chambly,CD_QC_Chambly,1891,Chambly,Chambly,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Chambly
CD_QC_Charlevoix,1881,Charlevoix,Charlevoix,CD_QC_Charlevoix,1891,Charlevoix,Charlevoix,SAME_AS,0.9987,0.9987,1.0,high_confidence,1,CD_QC_Charlevoix
CD_QC_Chateauguay,1881,Chateauguay,Chateauguay,CD_QC_Chateauguay,1891,Chateauguay,Chateauguay,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Chateauguay
CD_QC_Chicoutimi_&_Saguenay,1881,Chicoutimi & Saguenay,Chicoutimi & Saguenay,CD_QC_Chicoutimi_and_Saguenay,1891,Chicoutimi and Saguenay,Chicoutimi and Saguenay,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Chicoutimi_&_Saguenay
CD_QC_Compton,1881,Compton,Compton,CD_QC_Compton,1891,Compton,Compton,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Compton
CD_QC_Deux-Montagnes,1881,Deux-Montagnes,Deux-Montagnes,CD_QC_Deux-Montagnes,1891,Deux-Montagnes,Deux-Montagnes,SAME_AS,0.9925,1.0,0.9925,high_confidence,1,CD_QC_Deux-Montagnes
CD_QC_Dorchester,1881,Dorchester,Dorchester,CD_QC_Dorchester,1891,Dorchester,Dorchester,SAME_AS,0.9938,0.9938,1.0,high_confidence,1,CD_QC_Dorchester
CD_QC_Drummond_&_Arthabaska,1881,Drummond & Arthabaska,Drummond & Arthabaska,CD_QC_Drummond_&_Arthabaska_,1891,Drummond & Arthabaska ,Drummond & Arthabaska,SAME_AS,0.9865,0.9886,0.9978,high_confidence,1,CD_QC_Drummond_&_Arthabaska
CD_QC_Gaspé,1881,Gaspé,Gaspé,CD_QC_Gaspé,1891,Gaspé,Gaspé,SAME_AS,0.9999,1.0,0.9999,high_confidence,1,CD_QC_Gaspé
CD_QC_Hochelaga,1881,Hochelaga,Hochelaga,CD_QC_Hochelaga,1891,Hochelaga,Hochelaga,SAME_AS,0.9849,0.9849,1.0,high_confidence,1,CD_QC_Hochelaga
CD_QC_Huntingdon,1881,Huntingdon,Huntingdon,CD_QC_Huntingdon,1891,Huntingdon,Huntingdon,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Huntingdon
CD_QC_Iberville,1881,Iberville,Iberville,CD_QC_Iberville,1891,Iberville,Iberville,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Iberville
CD_QC_Joliette,1881,Joliette,Joliette,CD_QC_Joliette,1891,Joliette,Joliette,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Joliette
CD_QC_Kamouraska,1881,Kamouraska,Kamouraska,CD_QC_Kamouraska,1891,Kamouraska,Kamouraska,SAME_AS,0.9972,1.0,0.9972,high_confidence,1,CD_QC_Kamouraska
CD_QC_L'Assomption,1881,L'Assomption,L'Assomption,CD_QC_L’Assomption,1891,L’Assomption,L’Assomption,SAME_AS,0.9993,1.0,0.9993,high_confidence,1,CD_QC_L'Assomption
CD_QC_L'Islet,1881,L'Islet,L'Islet,CD_QC_L’Islet,1891,L’Islet,L’Islet,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_L'Islet
CD_QC_Laprairie,1881,Laprairie,Laprairie,CD_QC_Laprairie,1891,Laprairie,Laprairie,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Laprairie
CD_QC_Laval,1881,Laval,Laval,CD_QC_Laval,1891,Laval,Laval,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Laval
CD_QC_Lotbinière,1881,Lotbinière,Lotbinière,CD_QC_Lotbinière,1891,Lotbinière,Lotbinière,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Lotbinière
